Time,gENROU.delta,gENROU.PELEC,gGOV.PMECH,gENROU.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0103333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0113333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0123333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0133333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0143333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0153333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0163333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0173333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0183333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0193333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0203333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0213333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0223333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0233333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0243333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0253333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0263333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0273333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0283333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0293333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0303333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0313333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0323333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0333333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0343333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0353333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0363333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0373333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0383333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0393333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0403333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0413333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0423333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0433333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0443333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0453333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0463333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0473333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0483333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0493333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0503333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0513333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0523333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0533333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0543333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0553333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0563333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0573333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0583333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0593333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0603333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0613333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0623333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0633333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0643333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0653333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0663333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0673333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0683333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0693333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0703333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0713333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0723333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0733333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0743333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0753333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0763333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0773333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0783333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0793333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0803333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0813333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0823333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0833333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0843333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0853333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0863333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0873333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0883333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0893333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0903333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0913333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0923333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0933333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0943334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0953334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0963334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0973334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0983334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0993334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.100333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.101333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.102333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.103333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.104333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.105333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.106333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.107333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.108333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.109333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.110333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.111333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.112333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.113333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.114333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.115333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.116333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.117333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.118333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.119333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.120333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.121333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.122333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.123333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.124333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.125333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.126333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.127333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.128333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.129333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.130333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.131333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.132333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.133333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.134333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.135333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.136333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.137333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.138333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.139333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.140333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.141333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.142333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.143333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.144333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.145333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.146333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.147333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.148333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.149333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.150333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.151333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.152333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.153333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.154333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.155333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.156333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.157333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.158333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.159333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.160333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.161333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.162333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.163333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.164333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.165333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.166333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.167333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.168334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.169334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.170334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.171334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.172334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.173334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.174334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.175334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.176334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.177334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.178334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.179334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.180334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.181334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.182334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.183334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.184334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.185334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.186334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.187334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.188334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.189334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.190334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.191334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.192334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.193334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.194334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.195334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.196334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.197334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.198334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.199334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.200334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.201334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.202334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.203334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.204334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.205334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.206334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.207334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.208334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.209334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.210334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.211334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.212334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.213334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.214334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.215334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.216334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.217334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.218334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.219334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.220334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.221334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.222334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.223334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.224334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.225334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.226334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.227334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.228334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.229334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.230334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.231334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.232334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.233334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.234334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.235334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.236334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.237334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.238334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.239334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.240334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.241334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.242334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.243334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.244334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.245334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.246334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.247334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.248334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.249334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.250334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.251334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.252334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.253334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.254334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.255334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.256334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.257334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.258334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.259334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.260334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.261334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.262334, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.263333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.264333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.265333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.266333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.267333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.268333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.269333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.270333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.271333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.272333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.273333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.274333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.275333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.276333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.277333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.278333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.279333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.280333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.281333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.282333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.283333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.284333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.285333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.286333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.287333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.288333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.289333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.290333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.291333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.292333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.293333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.294333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.295333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.296333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.297333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.298333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.299333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.300333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.301333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.302333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.303333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.304333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.305333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.306333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.307333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.308333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.309333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.310333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.311333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.312333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.313333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.314333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.315333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.316333, 28.846, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
