Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,eSST4B.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.062,24.883886,1.1881967,-0.006901768,8.41,1.5674657,1.3215566,1.2179903,1.2696124
0.064,24.63228,1.1782027,-0.007096908,8.41,1.5678579,1.3220072,1.2183589,1.2700286
0.066,24.373663,1.1679343,-0.007289507,8.41,1.5682572,1.3224645,1.2187322,1.2704504
0.068,24.10811,1.1573945,-0.00747949,8.41,1.5686634,1.3229277,1.21911,1.2708774
0.07,23.835691,1.1465863,-0.007666781,8.41,1.5690757,1.3233964,1.2194915,1.271309
0.072,23.55648,1.1355127,-0.007851305,8.41,1.5694939,1.3238701,1.2198762,1.2717447
0.074,23.270613,1.1241784,-0.008033005,8.41,1.5699174,1.3243477,1.2202635,1.2721838
0.076,22.978573,1.1125975,-0.008211928,8.41,1.5703443,1.3248279,1.2206521,1.2726246
0.078,22.68014,1.1007652,-0.008387912,8.41,1.5707753,1.3253107,1.221042,1.2730674
0.08,22.375404,1.0886856,-0.008560887,8.41,1.5712097,1.3257954,1.2214328,1.2735115
0.082,22.064463,1.0763621,-0.008730782,8.41,1.5716472,1.3262817,1.2218238,1.2739564
0.084,21.747404,1.0637987,-0.008897529,8.41,1.5720873,1.3267688,1.2222146,1.2744015
0.086,21.424322,1.050999,-0.009061058,8.41,1.5725296,1.327256,1.2226045,1.2748462
0.088,21.09531,1.0379672,-0.0092213,8.41,1.5729736,1.3277427,1.2229931,1.2752898
0.09,20.76046,1.024707,-0.009378184,8.41,1.5734187,1.3282285,1.2233799,1.2757319
0.092,20.42035,1.011235,-0.009531877,8.41,1.5738631,1.3287115,1.2237633,1.2761708
0.094,20.074793,0.9975478,-0.009682172,8.41,1.5743072,1.3291919,1.2241435,1.2766067
0.096,19.72387,0.9836497,-0.009828997,8.41,1.5747505,1.3296691,1.2245201,1.2770388
0.098,19.367697,0.9695452,-0.009972291,8.41,1.5751927,1.3301424,1.2248923,1.2774668
0.1,19.006384,0.9552391,-0.010111996,8.41,1.5756332,1.3306113,1.2252598,1.27789
0.102,18.640045,0.94073623,-0.010248049,8.41,1.5760715,1.3310754,1.225622,1.2783079
0.104,18.268795,0.9260415,-0.010380393,8.41,1.5765072,1.3315338,1.2259785,1.2787199
0.106,17.892738,0.9111597,-0.010508965,8.41,1.57694,1.3319862,1.2263286,1.2791256
0.108,17.512308,0.8961039,-0.010633913,8.41,1.5773683,1.3324313,1.2266717,1.2795237
0.11,17.127533,0.88087714,-0.010755124,8.41,1.5777922,1.3328688,1.2270073,1.2799141
0.112,16.738455,0.8654827,-0.01087249,8.41,1.5782112,1.3332983,1.227335,1.2802963
0.114,16.345203,0.84992623,-0.010985962,8.41,1.5786251,1.3337194,1.2276545,1.2806699
0.116,15.947903,0.83421344,-0.011095491,8.41,1.5790334,1.3341314,1.2279652,1.2810344
0.118,15.546687,0.8183501,-0.011201029,8.41,1.5794356,1.3345338,1.2282668,1.2813892
0.12,15.141681,0.80234194,-0.011302524,8.41,1.5798312,1.3349264,1.2285589,1.281734
0.122,14.733013,0.78619486,-0.011399929,8.41,1.5802202,1.3353084,1.2288411,1.2820683
0.124,14.320942,0.7699178,-0.01149331,8.41,1.5806016,1.3356794,1.2291129,1.2823915
0.126,13.905646,0.75351804,-0.011582667,8.41,1.5809752,1.336039,1.2293737,1.2827033
0.128,13.487197,0.73700017,-0.011667895,8.41,1.5813406,1.3363866,1.2296236,1.2830033
0.13,13.065742,0.7203708,-0.011748963,8.41,1.5816973,1.3367219,1.229862,1.2832911
0.132,12.641432,0.70363677,-0.011825844,8.41,1.5820453,1.3370446,1.2300886,1.2835664
0.134,12.214419,0.68680465,-0.011898508,8.41,1.582384,1.3373543,1.230303,1.2838287
0.136,11.78486,0.6698815,-0.011966932,8.41,1.5827131,1.3376507,1.2305052,1.2840779
0.138,11.352907,0.65287423,-0.0120310895,8.41,1.5830323,1.3379333,1.2306949,1.2843136
0.14,10.918707,0.6357893,-0.012090974,8.41,1.5833412,1.3382019,1.2308716,1.2845354
0.142,10.482399,0.6186328,-0.012146591,8.41,1.5836401,1.3384564,1.2310352,1.2847433
0.144,10.044157,0.60141265,-0.012197901,8.41,1.5839282,1.3386962,1.2311857,1.284937
0.146,9.604138,0.58413607,-0.012244889,8.41,1.5842054,1.3389214,1.2313226,1.2851162
0.148,9.162503,0.5668102,-0.012287539,8.41,1.5844713,1.3391317,1.231446,1.2852808
0.15,8.719413,0.54944223,-0.012325844,8.41,1.584726,1.3393267,1.2315556,1.2854304
0.152,8.275028,0.5320395,-0.01235979,8.41,1.584969,1.3395064,1.2316512,1.2855651
0.154,7.8295126,0.51460946,-0.012389371,8.41,1.5852003,1.3396705,1.2317328,1.2856848
0.156,7.383018,0.4971588,-0.012414582,8.41,1.5854198,1.3398192,1.2318004,1.2857891
0.158,6.935636,0.47969225,-0.012435435,8.41,1.5856273,1.3399522,1.231854,1.2858784
0.16,6.487579,0.462219,-0.012451918,8.41,1.5858229,1.3400694,1.2318933,1.2859523
0.162,6.0390067,0.44474632,-0.012464028,8.41,1.5860063,1.340171,1.2319185,1.2860109
0.164,5.590081,0.42728138,-0.012471769,8.41,1.5861773,1.3402566,1.2319294,1.2860541
0.166,5.140965,0.4098315,-0.012475144,8.41,1.5863361,1.3403264,1.2319262,1.2860819
0.168,4.691819,0.3924039,-0.012474159,8.41,1.5864824,1.3403804,1.2319089,1.2860944
0.17,4.2428083,0.37500593,-0.0124688195,8.41,1.5866163,1.3404186,1.2318776,1.2860917
0.172,3.7940972,0.3576448,-0.012459136,8.41,1.5867378,1.340441,1.2318323,1.2860738
0.174,3.3457437,0.34032398,-0.0124451155,8.41,1.5868471,1.340448,1.2317731,1.2860408
0.176,2.8979714,0.32305282,-0.012426772,8.41,1.5869441,1.3404396,1.2317003,1.285993
0.178,2.4509392,0.30583835,-0.0124041205,8.41,1.5870289,1.3404157,1.2316139,1.2859304
0.18,2.0048046,0.2886874,-0.012377176,8.41,1.5871013,1.3403766,1.2315141,1.2858531
0.182,1.5597255,0.27160692,-0.012345957,8.41,1.5871618,1.3403225,1.2314011,1.2857614
0.184,1.1158595,0.2546037,-0.012310481,8.41,1.5872102,1.3402536,1.231275,1.2856555
0.186,0.6733645,0.23768461,-0.01227077,8.41,1.5872467,1.34017,1.2311361,1.2855355
0.188,0.23239845,0.22085634,-0.012226847,8.41,1.5872713,1.3400722,1.2309847,1.2854017
0.19,-0.20694932,0.20412324,-0.012178727,8.41,1.5872846,1.3399601,1.2308209,1.2852546
0.192,-0.64450455,0.18749255,-0.01212644,8.41,1.5872864,1.3398343,1.2306452,1.2850941
0.194,-1.0801018,0.17097111,-0.012070014,8.41,1.5872769,1.339695,1.2304577,1.2849208
0.196,-1.5135908,0.1545652,-0.012009478,8.41,1.5872564,1.3395424,1.2302587,1.284735
0.19782695,-1.9076034,0.13968502,-0.011950615,8.41,1.5872283,1.3393917,1.2300673,1.2845545
0.19782695,-1.9076034,0.13968502,-0.011950615,8.41,1.5872283,1.3393917,1.2300673,1.2845545
0.198,-1.9448183,0.13828115,-0.011944864,8.41,1.5872252,1.3393769,1.2300487,1.2845368
0.2,-2.3736012,0.1221262,-0.011876209,8.41,1.5871832,1.3391988,1.2298278,1.2843268
0.202,-2.7997956,0.10610639,-0.01180355,8.41,1.5871309,1.3390086,1.2295964,1.2841052
0.204,-3.223296,0.09022615,-0.011726913,8.41,1.5870684,1.3388066,1.2293551,1.2838724
0.206,-3.6439922,0.07448999,-0.011646325,8.41,1.5869962,1.3385931,1.2291039,1.2836288
0.208,-4.0617237,0.058904268,-0.01156183,8.41,1.5869144,1.3383688,1.2288436,1.283375
0.21,-4.4762836,0.04347689,-0.011473483,8.41,1.5868235,1.3381337,1.2285743,1.2831112
0.212,-4.8875914,0.028211158,-0.011381312,8.41,1.5867234,1.3378886,1.2282964,1.282838
0.214,-5.295536,0.013111395,-0.011285347,8.41,1.5866148,1.3376337,1.2280105,1.2825557
0.216,-5.699933,-0.0018154329,-0.011185649,8.41,1.5864979,1.3373697,1.227717,1.2822648
0.218,-6.100685,-0.016565649,-0.011082248,8.41,1.5863731,1.3370968,1.2274163,1.2819657
0.22,-6.4976606,-0.031134298,-0.01097519,8.41,1.5862404,1.3368157,1.2271087,1.2816591
0.222,-6.8907256,-0.045516495,-0.010864522,8.41,1.5861006,1.3365268,1.2267948,1.2813452
0.224,-7.279763,-0.059707943,-0.010750287,8.41,1.5859536,1.3362304,1.2264751,1.2810247
0.226,-7.664654,-0.07370437,-0.010632531,8.41,1.5858002,1.3359272,1.22615,1.2806978
0.228,-8.045255,-0.08750073,-0.010511308,8.41,1.5856404,1.3356177,1.22582,1.2803655
0.23,-8.421441,-0.10109261,-0.010386675,8.41,1.5854747,1.3353024,1.2254854,1.2800277
0.232,-8.793077,-0.114475414,-0.010258683,8.41,1.5853037,1.3349818,1.225147,1.2796855
0.234,-9.160049,-0.12764522,-0.010127386,8.41,1.5851275,1.3346565,1.2248051,1.2793391
0.236,-9.522236,-0.14059797,-0.009992837,8.41,1.5849465,1.3343269,1.2244602,1.2789891
0.238,-9.879516,-0.15332963,-0.009855091,8.41,1.5847613,1.3339937,1.224113,1.278636
0.24,-10.231784,-0.16583686,-0.009714206,8.41,1.5845721,1.3336573,1.2237637,1.2782803
0.242,-10.5789175,-0.17811567,-0.009570234,8.41,1.5843793,1.3333182,1.2234129,1.2779226
0.244,-10.920817,-0.19016305,-0.00942324,8.41,1.5841835,1.332977,1.2230611,1.2775635
0.246,-11.25737,-0.20197536,-0.009273277,8.41,1.5839849,1.3326344,1.2227088,1.2772033
0.248,-11.588471,-0.2135495,-0.009120406,8.41,1.5837839,1.3322908,1.2223566,1.2768428
0.25,-11.914019,-0.22488244,-0.008964688,8.41,1.583581,1.3319466,1.2220048,1.2764823
0.252,-12.233907,-0.235971,-0.008806181,8.41,1.5833764,1.3316025,1.221654,1.2761225
0.254,-12.548044,-0.24681266,-0.008644951,8.41,1.5831708,1.3312589,1.2213048,1.2757638
0.256,-12.856325,-0.25740433,-0.008481056,8.41,1.5829644,1.3309165,1.2209575,1.2754067
0.258,-13.15867,-0.26774397,-0.008314566,8.41,1.5827576,1.3305758,1.2206126,1.275052
0.26,-13.454989,-0.27782914,-0.008145543,8.41,1.5825509,1.3302372,1.2202706,1.2746998
0.262,-13.745187,-0.2876572,-0.00797405,8.41,1.5823445,1.3299012,1.2199321,1.2743508
0.264,-14.029171,-0.29722574,-0.0078001507,8.41,1.5821389,1.3295684,1.2195973,1.2740054
0.266,-14.3068495,-0.30653232,-0.0076239095,8.41,1.5819346,1.3292392,1.2192669,1.2736644
0.268,-14.578172,-0.31557602,-0.007445399,8.41,1.5817317,1.3289143,1.2189412,1.2733278
0.27,-14.843029,-0.32435387,-0.007264679,8.41,1.5815308,1.3285939,1.2186207,1.2729965
0.272,-15.101335,-0.33286366,-0.0070818146,8.41,1.5813321,1.3282787,1.2183058,1.2726707
0.274,-15.3530035,-0.34110317,-0.0068968707,8.41,1.5811361,1.327969,1.2179971,1.2723511
0.276,-15.597968,-0.34907106,-0.006709917,8.41,1.580943,1.3276653,1.2176948,1.272038
0.278,-15.836219,-0.35676795,-0.0065210336,8.41,1.5807532,1.3273681,1.2173994,1.2717317
0.28,-16.06763,-0.36419037,-0.0063302787,8.41,1.5805671,1.327078,1.2171111,1.2714328
0.282,-16.292131,-0.37133652,-0.006137719,8.41,1.580385,1.326795,1.2168306,1.2711418
0.284,-16.509638,-0.37820455,-0.0059434213,8.41,1.5802071,1.3265198,1.2165581,1.2708589
0.286,-16.720129,-0.38479462,-0.005747461,8.41,1.5800339,1.3262529,1.216294,1.2705845
0.288,-16.923578,-0.39110678,-0.005549914,8.41,1.5798656,1.3259944,1.2160387,1.2703191
0.29,-17.119883,-0.39713827,-0.005350843,8.41,1.5797025,1.3257447,1.2157924,1.2700629
0.292,-17.308975,-0.4028876,-0.0051503163,8.41,1.5795449,1.3255044,1.2155555,1.2698165
0.294,-17.490793,-0.4083535,-0.004948403,8.41,1.579393,1.3252738,1.2153285,1.2695801
0.296,-17.665348,-0.41353744,-0.004745182,8.41,1.5792472,1.325053,1.2151114,1.269354
0.298,-17.832592,-0.41843843,-0.004540723,8.41,1.5791076,1.3248423,1.2149044,1.2691385
0.3,-17.992443,-0.4230546,-0.0043350933,8.41,1.5789746,1.3246423,1.2147082,1.2689339
0.302,-18.144852,-0.4273849,-0.004128364,8.41,1.5788484,1.3244531,1.2145227,1.2687405
0.304,-18.289762,-0.43142837,-0.003920605,8.41,1.578729,1.3242751,1.2143483,1.2685586
0.306,-18.427317,-0.4351908,-0.0037118965,8.41,1.5786167,1.3241081,1.2141851,1.2683883
0.308,-18.557396,-0.43866897,-0.0035023056,8.41,1.5785118,1.3239527,1.2140331,1.2682296
0.31,-18.67996,-0.44186205,-0.0032919033,8.41,1.5784143,1.323809,1.2138929,1.2680831
0.312,-18.794977,-0.44476974,-0.0030807608,8.41,1.5783246,1.3236772,1.2137644,1.2679487
0.314,-18.902414,-0.4473916,-0.0028689497,8.41,1.5782425,1.3235575,1.2136478,1.2678269
0.31486332,-18.94644,-0.44843492,-0.0027773313,8.41,1.5782096,1.3235096,1.2136014,1.2677782
0.31486332,-18.94644,-0.44843492,-0.0027773313,8.41,1.5782096,1.3235096,1.2136014,1.2677782
0.316,-19.002031,-0.44971958,-0.002656534,8.41,1.5781689,1.3234504,1.2135438,1.267718
0.318,-19.09383,-0.45175478,-0.0024436011,8.41,1.5781034,1.3233562,1.2134523,1.2676222
0.32,-19.177954,-0.4535029,-0.0022302396,8.41,1.5780464,1.3232746,1.2133732,1.2675393
0.322,-19.254381,-0.45496413,-0.0020165644,8.41,1.5779978,1.3232057,1.2133067,1.2674695
0.324,-19.32311,-0.45613867,-0.0018025575,8.41,1.5779577,1.3231497,1.2132527,1.2674128
0.326,-19.38413,-0.45702812,-0.001588561,8.41,1.5779264,1.3231066,1.2132113,1.2673693
0.328,-19.437439,-0.4576322,-0.0013744867,8.41,1.5779037,1.3230766,1.2131827,1.2673391
0.33,-19.483044,-0.4579509,-0.0011603119,8.41,1.5778897,1.3230594,1.2131668,1.2673221
0.332,-19.520939,-0.45798418,-0.0009460366,8.41,1.5778843,1.3230554,1.2131635,1.2673184
0.334,-19.551136,-0.4577333,-0.0007318029,8.41,1.5778875,1.3230641,1.2131729,1.2673278
0.336,-19.573658,-0.4572018,-0.00051802024,8.41,1.5778998,1.323086,1.2131951,1.2673506
0.338,-19.588486,-0.45638672,-0.0003043619,8.41,1.5779207,1.3231207,1.2132298,1.2673864
0.34,-19.59562,-0.455288,-9.082792e-05,8.41,1.5779501,1.3231683,1.213277,1.2674354
0.342,-19.59506,-0.45390546,0.00012258173,8.41,1.577988,1.3232286,1.2133368,1.2674975
0.344,-19.586887,-0.45224524,0.00033537482,8.41,1.5780346,1.3233017,1.213409,1.2675725
0.346,-19.57112,-0.45030817,0.0005474679,8.41,1.57809,1.3233874,1.2134933,1.2676604
0.348,-19.547707,-0.4480907,0.0007591252,8.41,1.5781537,1.3234855,1.2135899,1.2677609
0.35,-19.516651,-0.44559255,0.00097034685,8.41,1.5782259,1.323596,1.2136986,1.2678741
0.352,-19.477955,-0.44281346,0.0011811327,8.41,1.5783061,1.3237188,1.2138193,1.2679998
0.354,-19.431885,-0.43976858,0.0013906426,8.41,1.5783948,1.3238534,1.2139515,1.2681375
0.356,-19.378286,-0.43644866,0.0015993597,8.41,1.5784916,1.3239998,1.2140952,1.2682873
0.358,-19.31715,-0.43285266,0.0018073237,8.41,1.5785962,1.324158,1.2142504,1.2684491
0.36,-19.24847,-0.42898014,0.0020145345,8.41,1.5787088,1.3243276,1.214417,1.2686226
0.362,-19.17233,-0.42483464,0.002220852,8.41,1.5788288,1.3245084,1.2145945,1.2688076
0.364,-19.08896,-0.420427,0.0024258671,8.41,1.5789564,1.3247,1.2147824,1.2690035
0.366,-18.998257,-0.4157517,0.002629765,8.41,1.5790911,1.3249022,1.2149807,1.2692102
0.368,-18.900253,-0.41080993,0.0028324842,8.41,1.5792329,1.3251148,1.2151893,1.2694277
0.37,-18.794985,-0.40560296,0.0030339635,8.41,1.5793817,1.3253375,1.2154077,1.2696555
0.372,-18.682487,-0.400132,0.0032341415,8.41,1.5795372,1.32557,1.215636,1.2698933
0.374,-18.562792,-0.39439818,0.0034329572,8.41,1.5796993,1.3258121,1.2158736,1.2701409
0.376,-18.435936,-0.38840276,0.0036303492,8.41,1.5798676,1.3260634,1.2161202,1.270398
0.378,-18.301954,-0.38214684,0.0038262561,8.41,1.5800422,1.3263237,1.2163758,1.2706643
0.38,-18.160883,-0.37563157,0.004020617,8.41,1.5802227,1.3265927,1.21664,1.2709396
0.382,-18.01313,-0.36887333,0.004213237,8.41,1.5804082,1.3268691,1.2169118,1.2712226
0.384,-17.858492,-0.36186367,0.0044041406,8.41,1.5805991,1.3271534,1.2171911,1.2715136
0.386,-17.697018,-0.35460404,0.0045932624,8.41,1.5807949,1.327445,1.2174779,1.2718122
0.388,-17.528748,-0.3470962,0.0047805356,8.41,1.5809957,1.3277436,1.2177719,1.2721182
0.39,-17.353737,-0.33934194,0.004965895,8.41,1.581201,1.3280491,1.2180724,1.2724311
0.392,-17.172035,-0.331343,0.0051492723,8.41,1.5814106,1.3283608,1.2183795,1.2727506
0.394,-16.98369,-0.32310113,0.0053306026,8.41,1.5816244,1.3286785,1.2186924,1.2730763
0.396,-16.788755,-0.31461808,0.005509818,8.41,1.5818421,1.3290017,1.2190112,1.2734078
0.398,-16.587275,-0.30589563,0.0056868526,8.41,1.5820633,1.3293302,1.2193352,1.2737448
0.4,-16.379715,-0.29695076,0.005861731,8.41,1.5822868,1.3296626,1.2196635,1.274086
0.402,-16.166079,-0.28778368,0.006034376,8.41,1.5825126,1.3299985,1.2199956,1.2744311
0.404,-15.94626,-0.27839047,0.0062046875,8.41,1.5827408,1.3303381,1.2203315,1.2747802
0.406,-15.720327,-0.26877365,0.0063726027,8.41,1.582971,1.3306808,1.220671,1.2751325
0.408,-15.488351,-0.25893578,0.0065380596,8.41,1.583203,1.3310264,1.2210135,1.2754881
0.41,-15.250399,-0.24887943,0.0067009954,8.41,1.5834364,1.3313744,1.2213588,1.2758462
0.412,-15.00654,-0.23860723,0.006861348,8.41,1.5836711,1.3317243,1.2217064,1.2762066
0.414,-14.7568445,-0.22812177,0.007019055,8.41,1.5839067,1.3320757,1.2220558,1.2765689
0.416,-14.50138,-0.21742572,0.0071740546,8.41,1.5841429,1.3324282,1.2224067,1.2769325
0.418,-14.240437,-0.20652965,0.00732637,8.41,1.5843791,1.332781,1.2227585,1.2772967
0.42,-13.9744,-0.19544779,0.007476062,8.41,1.5846139,1.333133,1.22311,1.2776603
0.422,-13.703017,-0.18417129,0.007622944,8.41,1.584848,1.3334843,1.2234615,1.2780237
0.424,-13.42638,-0.17270365,0.0077669616,8.41,1.5850812,1.3338346,1.2238126,1.2783865
0.426,-13.144577,-0.1610484,0.00790806,8.41,1.585313,1.3341837,1.2241628,1.2787482
0.428,-12.857697,-0.1492091,0.008046186,8.41,1.5855432,1.3345308,1.2245119,1.2791083
0.43,-12.565828,-0.13718934,0.008181283,8.41,1.5857714,1.3348756,1.2248592,1.2794664
0.432,-12.269061,-0.12499273,0.008313298,8.41,1.5859976,1.3352178,1.2252047,1.2798222
0.434,-11.967486,-0.11262292,0.008442177,8.41,1.5862211,1.3355569,1.2255478,1.2801753
0.436,-11.661212,-0.10008433,0.008567877,8.41,1.5864418,1.3358924,1.2258881,1.2805252
0.438,-11.350871,-0.08739963,0.008690647,8.41,1.5866582,1.3362231,1.2262244,1.2808706
0.44,-11.036167,-0.07455914,0.008810217,8.41,1.5868709,1.3365493,1.2265569,1.2812116
0.442,-10.717206,-0.061567243,0.008926542,8.41,1.5870796,1.3368703,1.2268853,1.2815481
0.444,-10.3940935,-0.04842838,0.009039576,8.41,1.5872841,1.3371861,1.2272093,1.2818797
0.446,-10.0669365,-0.03514701,0.009149277,8.41,1.587484,1.337496,1.2275285,1.2822058
0.448,-9.735842,-0.02172765,0.009255596,8.41,1.587679,1.3377999,1.2278423,1.2825261
0.45,-9.400915,-0.008174825,0.009358493,8.41,1.5878689,1.3380973,1.2281507,1.2828403
0.452,-9.062264,0.005506889,0.00945792,8.41,1.5880535,1.3383878,1.2284532,1.283148
0.454,-8.719995,0.01931289,0.009553833,8.41,1.5882323,1.3386712,1.2287495,1.2834489
0.456,-8.374439,0.033231195,0.009646372,8.41,1.588405,1.3389467,1.2290391,1.2837423
0.458,-8.025668,0.04725833,0.009735461,8.41,1.5885713,1.3392142,1.2293216,1.284028
0.46,-7.673738,0.061391156,0.009821017,8.41,1.588731,1.3394734,1.229597,1.2843059
0.462,-7.3187776,0.07562422,0.009903013,8.41,1.5888841,1.339724,1.2298647,1.2845755
0.464,-6.9609165,0.089952014,0.009981421,8.41,1.5890301,1.3399656,1.2301247,1.2848365
0.466,-6.600285,0.10436893,0.010056217,8.41,1.5891689,1.3401979,1.2303766,1.2850887
0.468,-6.2370157,0.118869305,0.010127378,8.41,1.5893003,1.3404208,1.23062,1.2853317
0.47,-5.8712416,0.1334474,0.01019488,8.41,1.5894239,1.3406339,1.230855,1.2855654
0.472,-5.503098,0.1480974,0.010258702,8.41,1.5895396,1.340837,1.231081,1.2857894
0.474,-5.132702,0.1628145,0.010318846,8.41,1.5896475,1.3410298,1.2312981,1.2860035
0.476,-4.76017,0.17759396,0.010375322,8.41,1.5897473,1.3412123,1.2315059,1.2862077
0.478,-4.3856597,0.1924287,0.010428085,8.41,1.5898387,1.3413842,1.2317044,1.2864015
0.48,-4.0093083,0.20731279,0.010477124,8.41,1.5899218,1.3415452,1.2318931,1.286585
0.482,-3.6312535,0.22224033,0.010522424,8.41,1.5899962,1.3416953,1.2320721,1.2867577
0.484,-3.2516341,0.23720531,0.010563978,8.41,1.5900619,1.3418342,1.2322412,1.2869197
0.486,-2.8705912,0.2522017,0.010601775,8.41,1.5901188,1.3419616,1.2324001,1.2870706
0.488,-2.4882653,0.26722342,0.010635808,8.41,1.5901667,1.3420777,1.2325488,1.2872106
0.49,-2.1047995,0.28226435,0.0106660705,8.41,1.5902054,1.3421823,1.2326872,1.2873393
0.492,-1.7203256,0.29731876,0.01069256,8.41,1.5902351,1.3422751,1.2328151,1.2874568
0.494,-1.3348807,0.31238523,0.010715296,8.41,1.590256,1.3423566,1.2329328,1.287563
0.496,-0.9486805,0.32745442,0.010734259,8.41,1.5902678,1.3424262,1.23304,1.2876579
0.498,-0.5618641,0.34252042,0.010749453,8.41,1.5902703,1.3424841,1.2331365,1.2877413
0.5,-0.17457096,0.35757723,0.010760877,8.41,1.5902636,1.3425303,1.2332225,1.2878132
0.502,0.21305858,0.37261897,0.010768538,8.41,1.5902478,1.3425645,1.2332978,1.2878737
0.504,0.6008838,0.3876396,0.01077244,8.41,1.5902226,1.342587,1.2333624,1.2879227
0.506,0.98876303,0.40263322,0.010772588,8.41,1.5901883,1.3425977,1.2334166,1.2879602
0.508,1.3765546,0.4175938,0.010768991,8.41,1.5901448,1.3425967,1.2334601,1.2879863
0.51,1.7641156,0.4325154,0.010761659,8.41,1.5900922,1.342584,1.233493,1.288001
0.512,2.1514125,0.4473964,0.010750599,8.41,1.5900307,1.3425598,1.2335154,1.2880043
0.514,2.5382683,0.4622295,0.010735825,8.41,1.5899602,1.3425242,1.2335275,1.2879966
0.516,2.9245243,0.47700813,0.01071735,8.41,1.5898811,1.3424772,1.2335294,1.2879778
0.518,3.310045,0.49172676,0.01069519,8.41,1.589793,1.3424189,1.233521,1.2879479
0.52,3.6946943,0.5063798,0.010669362,8.41,1.5896964,1.3423495,1.2335025,1.2879072
0.522,4.0783377,0.5209617,0.010639882,8.41,1.5895911,1.3422692,1.233474,1.2878557
0.524,4.460838,0.535467,0.010606771,8.41,1.5894775,1.3421781,1.2334358,1.2877938
0.526,4.8420606,0.5498903,0.01057005,8.41,1.5893556,1.3420764,1.2333877,1.2877213
0.528,5.2218695,0.564226,0.010529741,8.41,1.5892255,1.3419642,1.2333301,1.2876385
0.53,5.6001816,0.57847077,0.010485859,8.41,1.5890876,1.3418418,1.2332633,1.2875458
0.532,5.976897,0.5926205,0.010438424,8.41,1.588942,1.3417095,1.2331872,1.2874434
