Time(s) " gENROE.delta" " gENROE.PELEC" " gENROE.PMECH" " gENROE.SPEED" " iEEEST.VOTHSG" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
0.605 " 34.4037" " 0.4" " 0.4" " 2.14987e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.61 " 34.4037" " 0.4" " 0.4" " 2.16728e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.615 " 34.4037" " 0.4" " 0.4" " 2.18469e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.62 " 34.4037" " 0.4" " 0.4" " 2.2021e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.625 " 34.4037" " 0.4" " 0.4" " 2.2195e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.63 " 34.4037" " 0.4" " 0.4" " 2.23691e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.635 " 34.4037" " 0.4" " 0.4" " 2.25432e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.64 " 34.4037" " 0.4" " 0.4" " 2.27173e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.645 " 34.4037" " 0.4" " 0.4" " 2.28914e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.65 " 34.4037" " 0.4" " 0.4" " 2.30654e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.655 " 34.4037" " 0.4" " 0.4" " 2.32395e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.66 " 34.4037" " 0.4" " 0.4" " 2.34136e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.665 " 34.4037" " 0.4" " 0.4" " 2.35877e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.67 " 34.4037" " 0.4" " 0.4" " 2.37617e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.675 " 34.4037" " 0.4" " 0.4" " 2.39358e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.68 " 34.4037" " 0.4" " 0.4" " 2.41099e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.685 " 34.4037" " 0.4" " 0.4" " 2.4284e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.69 " 34.4037" " 0.4" " 0.4" " 2.44581e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.695 " 34.4037" " 0.4" " 0.4" " 2.46321e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.7 " 34.4037" " 0.4" " 0.4" " 2.48062e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.705 " 34.4037" " 0.4" " 0.4" " 2.49803e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.71 " 34.4037" " 0.4" " 0.4" " 2.51544e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.714999 " 34.4037" " 0.4" " 0.4" " 2.53285e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.719999 " 34.4037" " 0.4" " 0.4" " 2.55025e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.724999 " 34.4037" " 0.4" " 0.4" " 2.56766e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.729999 " 34.4037" " 0.4" " 0.4" " 2.58507e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.734999 " 34.4037" " 0.4" " 0.4" " 2.60248e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.739999 " 34.4037" " 0.4" " 0.4" " 2.61988e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.744999 " 34.4037" " 0.4" " 0.4" " 2.63729e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.749999 " 34.4037" " 0.4" " 0.4" " 2.6547e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.754999 " 34.4037" " 0.4" " 0.4" " 2.67211e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.759999 " 34.4037" " 0.4" " 0.4" " 2.68952e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.764999 " 34.4037" " 0.4" " 0.4" " 2.70692e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.769999 " 34.4037" " 0.4" " 0.4" " 2.72433e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.774999 " 34.4037" " 0.4" " 0.4" " 2.74174e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.779999 " 34.4037" " 0.4" " 0.4" " 2.75915e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.784999 " 34.4037" " 0.4" " 0.4" " 2.77656e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.789999 " 34.4037" " 0.4" " 0.4" " 2.79396e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.794999 " 34.4037" " 0.4" " 0.4" " 2.81137e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.799999 " 34.4037" " 0.4" " 0.4" " 2.82878e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.804999 " 34.4037" " 0.4" " 0.4" " 2.84619e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.809999 " 34.4037" " 0.4" " 0.4" " 2.86359e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.814999 " 34.4037" " 0.4" " 0.4" " 2.881e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.819999 " 34.4037" " 0.4" " 0.4" " 2.89841e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.824999 " 34.4037" " 0.4" " 0.4" " 2.91582e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.829999 " 34.4037" " 0.4" " 0.4" " 2.93323e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.834999 " 34.4037" " 0.4" " 0.4" " 2.95063e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.839999 " 34.4037" " 0.4" " 0.4" " 2.96804e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.844999 " 34.4037" " 0.4" " 0.4" " 2.98545e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.849999 " 34.4037" " 0.4" " 0.4" " 3.00286e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.854999 " 34.4037" " 0.4" " 0.4" " 3.02027e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.859999 " 34.4037" " 0.4" " 0.4" " 3.03767e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.864999 " 34.4037" " 0.4" " 0.4" " 3.05508e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.869999 " 34.4037" " 0.4" " 0.4" " 3.07249e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.874999 " 34.4037" " 0.4" " 0.4" " 3.0899e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.879999 " 34.4037" " 0.4" " 0.4" " 3.1073e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.884999 " 34.4037" " 0.4" " 0.4" " 3.12471e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.889999 " 34.4037" " 0.4" " 0.4" " 3.14212e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.894999 " 34.4037" " 0.4" " 0.4" " 3.15953e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.899999 " 34.4037" " 0.4" " 0.4" " 3.17694e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.904999 " 34.4037" " 0.4" " 0.4" " 3.19434e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.909999 " 34.4037" " 0.4" " 0.4" " 3.21175e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.914999 " 34.4037" " 0.4" " 0.4" " 3.22916e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.919999 " 34.4037" " 0.4" " 0.4" " 3.24657e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.924999 " 34.4037" " 0.4" " 0.4" " 3.26398e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.929999 " 34.4037" " 0.4" " 0.4" " 3.28138e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.934999 " 34.4037" " 0.4" " 0.4" " 3.29879e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.939999 " 34.4037" " 0.4" " 0.4" " 3.3162e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.944999 " 34.4037" " 0.4" " 0.4" " 3.33361e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.949999 " 34.4037" " 0.4" " 0.4" " 3.35101e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.954999 " 34.4037" " 0.4" " 0.4" " 3.36842e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.959999 " 34.4037" " 0.4" " 0.4" " 3.38583e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.964999 " 34.4037" " 0.4" " 0.4" " 3.40324e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.969999 " 34.4037" " 0.4" " 0.4" " 3.42065e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.974999 " 34.4037" " 0.4" " 0.4" " 3.43805e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.979999 " 34.4037" " 0.4" " 0.4" " 3.45546e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.984999 " 34.4037" " 0.4" " 0.4" " 3.47287e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.989999 " 34.4037" " 0.4" " 0.4" " 3.49028e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.994999 " 34.4037" " 0.4" " 0.4" " 3.50769e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
0.999999 " 34.4037" " 0.4" " 0.4" " 3.52509e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.005 " 34.4037" " 0.4" " 0.4" " 3.5425e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.01 " 34.4037" " 0.4" " 0.4" " 3.55991e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.015 " 34.4037" " 0.4" " 0.4" " 3.57732e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.02 " 34.4037" " 0.4" " 0.4" " 3.59472e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.025 " 34.4037" " 0.4" " 0.4" " 3.61213e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.03 " 34.4037" " 0.4" " 0.4" " 3.62954e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.035 " 34.4037" " 0.4" " 0.4" " 3.64695e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
1.04 " 34.4037" " 0.4" " 0.4" " 3.66436e-09" " 0.016" " 1" " 0.991993" " 34.4037" " 1.12964"
