Time(s) " gENROE.delta" " gENROE.PELEC" " gENROE.PMECH" " gENROE.SPEED" " iEEEST.VOTHSG" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
3.74887 " 30.4922" " 0.312879" " 0.4" " -0.00140761" " 0.016" " 1.00418" " 0.994816" " 30.4922" " 1.12964"
3.74987 " 30.4669" " 0.312549" " 0.4" " -0.00139735" " 0.016" " 1.00419" " 0.994823" " 30.4669" " 1.12964"
3.75087 " 30.4418" " 0.312223" " 0.4" " -0.00138705" " 0.016" " 1.0042" " 0.99483" " 30.4418" " 1.12964"
3.75187 " 30.417" " 0.3119" " 0.4" " -0.00137671" " 0.016" " 1.00421" " 0.994837" " 30.417" " 1.12964"
3.75287 " 30.3923" " 0.311582" " 0.4" " -0.00136634" " 0.016" " 1.00422" " 0.994844" " 30.3923" " 1.12964"
3.75387 " 30.3678" " 0.311268" " 0.4" " -0.00135592" " 0.016" " 1.00423" " 0.994851" " 30.3678" " 1.12964"
3.75487 " 30.3435" " 0.310957" " 0.4" " -0.00134548" " 0.016" " 1.00425" " 0.994857" " 30.3435" " 1.12964"
3.75587 " 30.3193" " 0.310651" " 0.4" " -0.00133499" " 0.016" " 1.00426" " 0.994864" " 30.3193" " 1.12964"
3.75687 " 30.2954" " 0.310349" " 0.4" " -0.00132448" " 0.016" " 1.00427" " 0.99487" " 30.2954" " 1.12964"
3.75787 " 30.2717" " 0.310051" " 0.4" " -0.00131392" " 0.016" " 1.00428" " 0.994877" " 30.2717" " 1.12964"
3.75887 " 30.2481" " 0.309757" " 0.4" " -0.00130334" " 0.016" " 1.00429" " 0.994883" " 30.2481" " 1.12964"
3.75987 " 30.2247" " 0.309466" " 0.4" " -0.00129272" " 0.016" " 1.0043" " 0.994889" " 30.2247" " 1.12964"
3.76087 " 30.2016" " 0.30918" " 0.4" " -0.00128206" " 0.016" " 1.00431" " 0.994896" " 30.2016" " 1.12964"
3.76187 " 30.1786" " 0.308898" " 0.4" " -0.00127138" " 0.016" " 1.00432" " 0.994902" " 30.1786" " 1.12964"
3.76287 " 30.1558" " 0.30862" " 0.4" " -0.00126066" " 0.016" " 1.00433" " 0.994908" " 30.1558" " 1.12964"
3.76387 " 30.1332" " 0.308346" " 0.4" " -0.00124991" " 0.016" " 1.00434" " 0.994914" " 30.1332" " 1.12964"
3.76487 " 30.1108" " 0.308077" " 0.4" " -0.00123913" " 0.016" " 1.00434" " 0.994919" " 30.1108" " 1.12964"
3.76587 " 30.0886" " 0.307811" " 0.4" " -0.00122831" " 0.016" " 1.00435" " 0.994925" " 30.0886" " 1.12964"
3.76687 " 30.0666" " 0.307549" " 0.4" " -0.00121747" " 0.016" " 1.00436" " 0.994931" " 30.0666" " 1.12964"
3.76787 " 30.0448" " 0.307292" " 0.4" " -0.0012066" " 0.016" " 1.00437" " 0.994936" " 30.0448" " 1.12964"
3.76887 " 30.0231" " 0.307038" " 0.4" " -0.0011957" " 0.016" " 1.00438" " 0.994942" " 30.0231" " 1.12964"
3.76987 " 30.0017" " 0.306789" " 0.4" " -0.00118477" " 0.016" " 1.00439" " 0.994947" " 30.0017" " 1.12964"
3.77087 " 29.9805" " 0.306543" " 0.4" " -0.00117381" " 0.016" " 1.0044" " 0.994953" " 29.9805" " 1.12964"
3.77187 " 29.9595" " 0.306302" " 0.4" " -0.00116282" " 0.016" " 1.00441" " 0.994958" " 29.9595" " 1.12964"
3.77287 " 29.9386" " 0.306065" " 0.4" " -0.00115181" " 0.016" " 1.00442" " 0.994963" " 29.9386" " 1.12964"
3.77387 " 29.918" " 0.305832" " 0.4" " -0.00114077" " 0.016" " 1.00442" " 0.994968" " 29.918" " 1.12964"
3.77487 " 29.8976" " 0.305603" " 0.4" " -0.0011297" " 0.016" " 1.00443" " 0.994973" " 29.8976" " 1.12964"
3.77587 " 29.8773" " 0.305378" " 0.4" " -0.0011186" " 0.016" " 1.00444" " 0.994978" " 29.8773" " 1.12964"
3.77687 " 29.8573" " 0.305157" " 0.4" " -0.00110749" " 0.016" " 1.00445" " 0.994983" " 29.8573" " 1.12964"
3.77787 " 29.8375" " 0.304941" " 0.4" " -0.00109634" " 0.016" " 1.00446" " 0.994988" " 29.8375" " 1.12964"
3.77887 " 29.8178" " 0.304728" " 0.4" " -0.00108517" " 0.016" " 1.00446" " 0.994993" " 29.8178" " 1.12964"
3.77987 " 29.7984" " 0.30452" " 0.4" " -0.00107398" " 0.016" " 1.00447" " 0.994997" " 29.7984" " 1.12964"
3.78087 " 29.7792" " 0.304316" " 0.4" " -0.00106276" " 0.016" " 1.00448" " 0.995002" " 29.7792" " 1.12964"
3.78187 " 29.7601" " 0.304116" " 0.4" " -0.00105152" " 0.016" " 1.00449" " 0.995007" " 29.7601" " 1.12964"
3.78287 " 29.7413" " 0.303921" " 0.4" " -0.00104026" " 0.016" " 1.0045" " 0.995016" " 29.7413" " 1.12964"
3.78387 " 29.7227" " 0.303729" " 0.4" " -0.00102898" " 0.016" " 1.0045" " 0.99502" " 29.7227" " 1.12964"
3.78487 " 29.7043" " 0.303542" " 0.4" " -0.00101767" " 0.016" " 1.00451" " 0.995025" " 29.7043" " 1.12964"
3.78587 " 29.686" " 0.303358" " 0.4" " -0.00100635" " 0.016" " 1.00452" " 0.995029" " 29.686" " 1.12964"
3.78687 " 29.668" " 0.303179" " 0.4" " -0.000994998" " 0.016" " 1.00452" " 0.995033" " 29.668" " 1.12964"
3.78787 " 29.6502" " 0.303003" " 0.4" " -0.00098363" " 0.016" " 1.00453" " 0.995037" " 29.6502" " 1.12964"
3.78887 " 29.6326" " 0.302832" " 0.4" " -0.000972243" " 0.016" " 1.00454" " 0.995041" " 29.6326" " 1.12964"
3.78987 " 29.6152" " 0.302665" " 0.4" " -0.000960836" " 0.016" " 1.00454" " 0.995045" " 29.6152" " 1.12964"
3.79087 " 29.598" " 0.302502" " 0.4" " -0.000949411" " 0.016" " 1.00455" " 0.995049" " 29.598" " 1.12964"
3.79187 " 29.581" " 0.302343" " 0.4" " -0.000937967" " 0.016" " 1.00456" " 0.995052" " 29.581" " 1.12964"
3.79287 " 29.5643" " 0.302188" " 0.4" " -0.000926506" " 0.016" " 1.00456" " 0.995056" " 29.5643" " 1.12964"
3.79387 " 29.5477" " 0.302038" " 0.4" " -0.000915027" " 0.016" " 1.00457" " 0.99506" " 29.5477" " 1.12964"
3.79487 " 29.5313" " 0.301891" " 0.4" " -0.000903532" " 0.016" " 1.00458" " 0.995063" " 29.5313" " 1.12964"
3.79587 " 29.5152" " 0.301749" " 0.4" " -0.00089202" " 0.016" " 1.00458" " 0.995067" " 29.5152" " 1.12964"
3.79687 " 29.4992" " 0.301611" " 0.4" " -0.000880492" " 0.016" " 1.00459" " 0.995071" " 29.4992" " 1.12964"
3.79787 " 29.4835" " 0.301477" " 0.4" " -0.000868949" " 0.016" " 1.00459" " 0.995074" " 29.4835" " 1.12964"
3.79887 " 29.4679" " 0.301347" " 0.4" " -0.000857391" " 0.016" " 1.0046" " 0.995077" " 29.4679" " 1.12964"
3.79987 " 29.4526" " 0.301221" " 0.4" " -0.000845819" " 0.016" " 1.0046" " 0.995081" " 29.4526" " 1.12964"
3.80087 " 29.4375" " 0.301099" " 0.4" " -0.000834233" " 0.016" " 1.00461" " 0.995084" " 29.4375" " 1.12964"
3.80187 " 29.4226" " 0.300982" " 0.4" " -0.000822633" " 0.016" " 1.00461" " 0.995087" " 29.4226" " 1.12964"
3.80287 " 29.4079" " 0.300868" " 0.4" " -0.00081102" " 0.016" " 1.00462" " 0.99509" " 29.4079" " 1.12964"
3.80387 " 29.3934" " 0.300759" " 0.4" " -0.000799395" " 0.016" " 1.00463" " 0.995093" " 29.3934" " 1.12964"
3.80487 " 29.3791" " 0.300654" " 0.4" " -0.000787758" " 0.016" " 1.00463" " 0.995096" " 29.3791" " 1.12964"
3.80587 " 29.365" " 0.300553" " 0.4" " -0.00077611" " 0.016" " 1.00464" " 0.995099" " 29.365" " 1.12964"
3.80687 " 29.3511" " 0.300456" " 0.4" " -0.00076445" " 0.016" " 1.00464" " 0.995102" " 29.3511" " 1.12964"
3.80787 " 29.3375" " 0.300363" " 0.4" " -0.00075278" " 0.016" " 1.00465" " 0.995105" " 29.3375" " 1.12964"
3.80887 " 29.324" " 0.300274" " 0.4" " -0.0007411" " 0.016" " 1.00465" " 0.995108" " 29.324" " 1.12964"
3.80987 " 29.3108" " 0.30019" " 0.4" " -0.00072941" " 0.016" " 1.00465" " 0.99511" " 29.3108" " 1.12964"
3.81087 " 29.2978" " 0.300109" " 0.4" " -0.000717711" " 0.016" " 1.00466" " 0.995113" " 29.2978" " 1.12964"
3.81187 " 29.285" " 0.300033" " 0.4" " -0.000706004" " 0.016" " 1.00466" " 0.995116" " 29.285" " 1.12964"
3.81287 " 29.2724" " 0.29996" " 0.4" " -0.000694288" " 0.016" " 1.00467" " 0.995118" " 29.2724" " 1.12964"
3.81387 " 29.26" " 0.299892" " 0.4" " -0.000682565" " 0.016" " 1.00467" " 0.995121" " 29.26" " 1.12964"
3.81487 " 29.2478" " 0.299828" " 0.4" " -0.000670834" " 0.016" " 1.00468" " 0.995123" " 29.2478" " 1.12964"
3.81587 " 29.2358" " 0.299768" " 0.4" " -0.000659097" " 0.016" " 1.00468" " 0.995126" " 29.2358" " 1.12964"
3.81687 " 29.2241" " 0.299712" " 0.4" " -0.000647353" " 0.016" " 1.00468" " 0.995128" " 29.2241" " 1.12964"
3.81787 " 29.2125" " 0.29966" " 0.4" " -0.000635604" " 0.016" " 1.00469" " 0.99513" " 29.2125" " 1.12964"
3.81887 " 29.2012" " 0.299612" " 0.4" " -0.00062385" " 0.016" " 1.00469" " 0.995133" " 29.2012" " 1.12964"
3.81987 " 29.1901" " 0.299568" " 0.4" " -0.00061209" " 0.016" " 1.0047" " 0.995135" " 29.1901" " 1.12964"
3.82087 " 29.1791" " 0.299528" " 0.4" " -0.000600327" " 0.016" " 1.0047" " 0.995137" " 29.1791" " 1.12964"
3.82187 " 29.1684" " 0.299492" " 0.4" " -0.000588559" " 0.016" " 1.0047" " 0.995139" " 29.1684" " 1.12964"
3.82287 " 29.158" " 0.299461" " 0.4" " -0.000576789" " 0.016" " 1.00471" " 0.995141" " 29.158" " 1.12964"
3.82387 " 29.1477" " 0.299433" " 0.4" " -0.000565015" " 0.016" " 1.00471" " 0.995143" " 29.1477" " 1.12964"
3.82487 " 29.1376" " 0.29941" " 0.4" " -0.000553238" " 0.016" " 1.00471" " 0.995145" " 29.1376" " 1.12964"
3.82587 " 29.1278" " 0.29939" " 0.4" " -0.00054146" " 0.016" " 1.00472" " 0.995147" " 29.1278" " 1.12964"
3.82687 " 29.1181" " 0.299375" " 0.4" " -0.000529681" " 0.016" " 1.00472" " 0.995149" " 29.1181" " 1.12964"
3.82787 " 29.1087" " 0.299363" " 0.4" " -0.0005179" " 0.016" " 1.00472" " 0.995151" " 29.1087" " 1.12964"
3.82887 " 29.0995" " 0.299356" " 0.4" " -0.000506119" " 0.016" " 1.00473" " 0.995153" " 29.0995" " 1.12964"
3.82987 " 29.0905" " 0.299352" " 0.4" " -0.000494337" " 0.016" " 1.00473" " 0.995154" " 29.0905" " 1.12964"
3.83087 " 29.0817" " 0.299353" " 0.4" " -0.000482556" " 0.016" " 1.00473" " 0.995156" " 29.0817" " 1.12964"
3.83187 " 29.0731" " 0.299357" " 0.4" " -0.000470776" " 0.016" " 1.00474" " 0.995158" " 29.0731" " 1.12964"
3.83287 " 29.0647" " 0.299366" " 0.4" " -0.000458997" " 0.016" " 1.00474" " 0.995159" " 29.0647" " 1.12964"
3.83387 " 29.0566" " 0.299378" " 0.4" " -0.00044722" " 0.016" " 1.00474" " 0.995161" " 29.0566" " 1.12964"
3.83487 " 29.0486" " 0.299395" " 0.4" " -0.000435446" " 0.016" " 1.00474" " 0.995163" " 29.0486" " 1.12964"
3.83587 " 29.0409" " 0.299415" " 0.4" " -0.000423673" " 0.016" " 1.00475" " 0.995164" " 29.0409" " 1.12964"
3.83687 " 29.0334" " 0.29944" " 0.4" " -0.000411905" " 0.016" " 1.00475" " 0.995165" " 29.0334" " 1.12964"
3.83787 " 29.0261" " 0.299468" " 0.4" " -0.000400139" " 0.016" " 1.00475" " 0.995167" " 29.0261" " 1.12964"
3.83887 " 29.019" " 0.2995" " 0.4" " -0.000388378" " 0.016" " 1.00476" " 0.995168" " 29.019" " 1.12964"
3.83986 " 29.0121" " 0.299537" " 0.4" " -0.000376622" " 0.016" " 1.00476" " 0.99517" " 29.0121" " 1.12964"
3.84086 " 29.0054" " 0.299577" " 0.4" " -0.00036487" " 0.016" " 1.00476" " 0.995171" " 29.0054" " 1.12964"
3.84186 " 28.999" " 0.299621" " 0.4" " -0.000353124" " 0.016" " 1.00476" " 0.995172" " 28.999" " 1.12964"
3.84286 " 28.9927" " 0.299669" " 0.4" " -0.000341384" " 0.016" " 1.00476" " 0.995173" " 28.9927" " 1.12964"
3.84386 " 28.9867" " 0.299721" " 0.4" " -0.00032965" " 0.016" " 1.00477" " 0.995174" " 28.9867" " 1.12964"
3.84486 " 28.9808" " 0.299777" " 0.4" " -0.000317923" " 0.016" " 1.00477" " 0.995175" " 28.9808" " 1.12964"
3.84586 " 28.9752" " 0.299837" " 0.4" " -0.000306203" " 0.016" " 1.00477" " 0.995177" " 28.9752" " 1.12964"
3.84686 " 28.9698" " 0.2999" " 0.4" " -0.000294491" " 0.016" " 1.00477" " 0.995178" " 28.9698" " 1.12964"
3.84786 " 28.9646" " 0.299968" " 0.4" " -0.000282788" " 0.016" " 1.00477" " 0.995179" " 28.9646" " 1.12964"
3.84886 " 28.9596" " 0.300039" " 0.4" " -0.000271093" " 0.016" " 1.00478" " 0.995179" " 28.9596" " 1.12964"
3.84986 " 28.9549" " 0.300114" " 0.4" " -0.000259407" " 0.016" " 1.00478" " 0.99518" " 28.9549" " 1.12964"
3.85086 " 28.9503" " 0.300193" " 0.4" " -0.00024773" " 0.016" " 1.00478" " 0.995181" " 28.9503" " 1.12964"
3.85186 " 28.946" " 0.300276" " 0.4" " -0.000236064" " 0.016" " 1.00478" " 0.995182" " 28.946" " 1.12964"
3.85286 " 28.9418" " 0.300363" " 0.4" " -0.000224408" " 0.016" " 1.00478" " 0.995183" " 28.9418" " 1.12964"
3.85386 " 28.9379" " 0.300453" " 0.4" " -0.000212763" " 0.016" " 1.00478" " 0.995184" " 28.9379" " 1.12964"
3.85486 " 28.9341" " 0.300548" " 0.4" " -0.000201129" " 0.016" " 1.00479" " 0.995184" " 28.9341" " 1.12964"
3.85586 " 28.9306" " 0.300646" " 0.4" " -0.000189508" " 0.016" " 1.00479" " 0.995185" " 28.9306" " 1.12964"
3.85686 " 28.9273" " 0.300748" " 0.4" " -0.000177898" " 0.016" " 1.00479" " 0.995186" " 28.9273" " 1.12964"
3.85786 " 28.9242" " 0.300854" " 0.4" " -0.000166301" " 0.016" " 1.00479" " 0.995186" " 28.9242" " 1.12964"
3.85886 " 28.9213" " 0.300963" " 0.4" " -0.000154717" " 0.016" " 1.00479" " 0.995187" " 28.9213" " 1.12964"
3.85986 " 28.9187" " 0.301076" " 0.4" " -0.000143147" " 0.016" " 1.00479" " 0.995188" " 28.9187" " 1.12964"
3.86086 " 28.9162" " 0.301193" " 0.4" " -0.00013159" " 0.016" " 1.00479" " 0.995188" " 28.9162" " 1.12964"
3.86186 " 28.9139" " 0.301314" " 0.4" " -0.000120049" " 0.016" " 1.00479" " 0.995189" " 28.9139" " 1.12964"
3.86286 " 28.9119" " 0.301438" " 0.4" " -0.000108522" " 0.016" " 1.00479" " 0.995189" " 28.9119" " 1.12964"
3.86386 " 28.91" " 0.301567" " 0.4" " -9.70098e-05" " 0.016" " 1.0048" " 0.995189" " 28.91" " 1.12964"
3.86486 " 28.9084" " 0.301698" " 0.4" " -8.55138e-05" " 0.016" " 1.0048" " 0.99519" " 28.9084" " 1.12964"
3.86586 " 28.9069" " 0.301834" " 0.4" " -7.40339e-05" " 0.016" " 1.0048" " 0.99519" " 28.9069" " 1.12964"
3.86686 " 28.9057" " 0.301973" " 0.4" " -6.25707e-05" " 0.016" " 1.0048" " 0.99519" " 28.9057" " 1.12964"
3.86786 " 28.9047" " 0.302116" " 0.4" " -5.11244e-05" " 0.016" " 1.0048" " 0.995191" " 28.9047" " 1.12964"
3.86886 " 28.9039" " 0.302263" " 0.4" " -3.96955e-05" " 0.016" " 1.0048" " 0.995191" " 28.9039" " 1.12964"
3.86986 " 28.9033" " 0.302413" " 0.4" " -2.82846e-05" " 0.016" " 1.0048" " 0.995191" " 28.9033" " 1.12964"
3.87086 " 28.9029" " 0.302567" " 0.4" " -1.68919e-05" " 0.016" " 1.0048" " 0.995191" " 28.9029" " 1.12964"
3.87186 " 28.9026" " 0.302724" " 0.4" " -5.51797e-06" " 0.016" " 1.0048" " 0.995191" " 28.9026" " 1.12964"
3.87286 " 28.9027" " 0.302885" " 0.4" " 5.83685e-06" " 0.016" " 1.0048" " 0.995191" " 28.9027" " 1.12964"
3.87386 " 28.9029" " 0.30305" " 0.4" " 1.71721e-05" " 0.016" " 1.0048" " 0.995191" " 28.9029" " 1.12964"
3.87486 " 28.9033" " 0.303218" " 0.4" " 2.84874e-05" " 0.016" " 1.0048" " 0.995191" " 28.9033" " 1.12964"
3.87586 " 28.9039" " 0.30339" " 0.4" " 3.97823e-05" " 0.016" " 1.0048" " 0.995191" " 28.9039" " 1.12964"
3.87686 " 28.9047" " 0.303565" " 0.4" " 5.10564e-05" " 0.016" " 1.0048" " 0.995191" " 28.9047" " 1.12964"
3.87786 " 28.9057" " 0.303744" " 0.4" " 6.23093e-05" " 0.016" " 1.0048" " 0.995191" " 28.9057" " 1.12964"
3.87886 " 28.9069" " 0.303926" " 0.4" " 7.35406e-05" " 0.016" " 1.0048" " 0.995191" " 28.9069" " 1.12964"
3.87986 " 28.9084" " 0.304112" " 0.4" " 8.47498e-05" " 0.016" " 1.0048" " 0.995191" " 28.9084" " 1.12964"
3.88086 " 28.91" " 0.304302" " 0.4" " 9.59365e-05" " 0.016" " 1.0048" " 0.995191" " 28.91" " 1.12964"
3.88186 " 28.9118" " 0.304495" " 0.4" " 0.0001071" " 0.016" " 1.0048" " 0.99519" " 28.9118" " 1.12964"
3.88286 " 28.9139" " 0.304691" " 0.4" " 0.000118241" " 0.016" " 1.0048" " 0.99519" " 28.9139" " 1.12964"
3.88386 " 28.9161" " 0.304891" " 0.4" " 0.000129358" " 0.016" " 1.0048" " 0.99519" " 28.9161" " 1.12964"
3.88486 " 28.9185" " 0.305096" " 0.4" " 0.000140451" " 0.016" " 1.0048" " 0.995194" " 28.9185" " 1.12964"
3.88586 " 28.9211" " 0.305303" " 0.4" " 0.000151519" " 0.016" " 1.0048" " 0.995194" " 28.9211" " 1.12964"
3.88686 " 28.924" " 0.305513" " 0.4" " 0.000162562" " 0.016" " 1.0048" " 0.995194" " 28.924" " 1.12964"
3.88786 " 28.927" " 0.305726" " 0.4" " 0.000173581" " 0.016" " 1.0048" " 0.995194" " 28.927" " 1.12964"
3.88886 " 28.9302" " 0.305943" " 0.4" " 0.000184573" " 0.016" " 1.0048" " 0.995193" " 28.9302" " 1.12964"
3.88986 " 28.9336" " 0.306164" " 0.4" " 0.000195539" " 0.016" " 1.0048" " 0.995193" " 28.9336" " 1.12964"
3.89086 " 28.9373" " 0.306388" " 0.4" " 0.000206479" " 0.016" " 1.0048" " 0.995192" " 28.9373" " 1.12964"
3.89186 " 28.9411" " 0.306615" " 0.4" " 0.000217392" " 0.016" " 1.0048" " 0.995192" " 28.9411" " 1.12964"
3.89286 " 28.9451" " 0.306845" " 0.4" " 0.000228278" " 0.016" " 1.0048" " 0.995191" " 28.9451" " 1.12964"
3.89386 " 28.9493" " 0.307079" " 0.4" " 0.000239136" " 0.016" " 1.0048" " 0.995191" " 28.9493" " 1.12964"
3.89486 " 28.9537" " 0.307316" " 0.4" " 0.000249967" " 0.016" " 1.0048" " 0.99519" " 28.9537" " 1.12964"
3.89586 " 28.9583" " 0.307557" " 0.4" " 0.000260768" " 0.016" " 1.0048" " 0.99519" " 28.9583" " 1.12964"
3.89686 " 28.9631" " 0.3078" " 0.4" " 0.000271541" " 0.016" " 1.0048" " 0.995189" " 28.9631" " 1.12964"
3.89786 " 28.9681" " 0.308047" " 0.4" " 0.000282285" " 0.016" " 1.0048" " 0.995188" " 28.9681" " 1.12964"
3.89886 " 28.9732" " 0.308297" " 0.4" " 0.000292999" " 0.016" " 1.0048" " 0.995188" " 28.9732" " 1.12964"
3.89986 " 28.9786" " 0.308551" " 0.4" " 0.000303684" " 0.016" " 1.0048" " 0.995187" " 28.9786" " 1.12964"
3.90086 " 28.9842" " 0.308807" " 0.4" " 0.000314338" " 0.016" " 1.00479" " 0.995186" " 28.9842" " 1.12964"
3.90186 " 28.9899" " 0.309067" " 0.4" " 0.000324961" " 0.016" " 1.00479" " 0.995185" " 28.9899" " 1.12964"
3.90286 " 28.9959" " 0.30933" " 0.4" " 0.000335554" " 0.016" " 1.00479" " 0.995184" " 28.9959" " 1.12964"
3.90386 " 29.002" " 0.309596" " 0.4" " 0.000346115" " 0.016" " 1.00479" " 0.995183" " 29.002" " 1.12964"
3.90486 " 29.0083" " 0.309866" " 0.4" " 0.000356644" " 0.016" " 1.00479" " 0.995182" " 29.0083" " 1.12964"
3.90586 " 29.0149" " 0.310138" " 0.4" " 0.000367141" " 0.016" " 1.00479" " 0.995182" " 29.0149" " 1.12964"
3.90686 " 29.0216" " 0.310414" " 0.4" " 0.000377606" " 0.016" " 1.00479" " 0.995181" " 29.0216" " 1.12964"
3.90786 " 29.0284" " 0.310692" " 0.4" " 0.000388037" " 0.016" " 1.00479" " 0.995179" " 29.0284" " 1.12964"
3.90886 " 29.0355" " 0.310974" " 0.4" " 0.000398436" " 0.016" " 1.00479" " 0.995178" " 29.0355" " 1.12964"
3.90986 " 29.0428" " 0.311259" " 0.4" " 0.000408801" " 0.016" " 1.00478" " 0.995177" " 29.0428" " 1.12964"
3.91086 " 29.0502" " 0.311547" " 0.4" " 0.000419132" " 0.016" " 1.00478" " 0.995176" " 29.0502" " 1.12964"
3.91186 " 29.0579" " 0.311838" " 0.4" " 0.000429428" " 0.016" " 1.00478" " 0.995175" " 29.0579" " 1.12964"
3.91286 " 29.0657" " 0.312132" " 0.4" " 0.00043969" " 0.016" " 1.00478" " 0.995174" " 29.0657" " 1.12964"
3.91386 " 29.0737" " 0.312429" " 0.4" " 0.000449917" " 0.016" " 1.00478" " 0.995173" " 29.0737" " 1.12964"
3.91486 " 29.0819" " 0.312729" " 0.4" " 0.000460109" " 0.016" " 1.00478" " 0.995171" " 29.0819" " 1.12964"
3.91586 " 29.0903" " 0.313032" " 0.4" " 0.000470265" " 0.016" " 1.00477" " 0.99517" " 29.0903" " 1.12964"
3.91686 " 29.0988" " 0.313338" " 0.4" " 0.000480385" " 0.016" " 1.00477" " 0.995169" " 29.0988" " 1.12964"
3.91786 " 29.1076" " 0.313647" " 0.4" " 0.000490468" " 0.016" " 1.00477" " 0.995167" " 29.1076" " 1.12964"
3.91886 " 29.1165" " 0.313959" " 0.4" " 0.000500515" " 0.016" " 1.00477" " 0.995166" " 29.1165" " 1.12964"
3.91986 " 29.1256" " 0.314274" " 0.4" " 0.000510525" " 0.016" " 1.00477" " 0.995164" " 29.1256" " 1.12964"
3.92086 " 29.1349" " 0.314591" " 0.4" " 0.000520497" " 0.016" " 1.00477" " 0.995163" " 29.1349" " 1.12964"
3.92186 " 29.1443" " 0.314912" " 0.4" " 0.000530432" " 0.016" " 1.00476" " 0.995161" " 29.1443" " 1.12964"
3.92286 " 29.154" " 0.315235" " 0.4" " 0.000540328" " 0.016" " 1.00476" " 0.99516" " 29.154" " 1.12964"
3.92386 " 29.1638" " 0.315561" " 0.4" " 0.000550186" " 0.016" " 1.00476" " 0.995158" " 29.1638" " 1.12964"
3.92486 " 29.1738" " 0.31589" " 0.4" " 0.000560006" " 0.016" " 1.00476" " 0.995156" " 29.1738" " 1.12964"
3.92586 " 29.1839" " 0.316222" " 0.4" " 0.000569786" " 0.016" " 1.00476" " 0.995155" " 29.1839" " 1.12964"
3.92686 " 29.1943" " 0.316557" " 0.4" " 0.000579527" " 0.016" " 1.00475" " 0.995153" " 29.1943" " 1.12964"
3.92786 " 29.2048" " 0.316894" " 0.4" " 0.000589228" " 0.016" " 1.00475" " 0.995151" " 29.2048" " 1.12964"
3.92886 " 29.2155" " 0.317234" " 0.4" " 0.000598889" " 0.016" " 1.00475" " 0.995149" " 29.2155" " 1.12964"
3.92986 " 29.2264" " 0.317577" " 0.4" " 0.00060851" " 0.016" " 1.00475" " 0.995148" " 29.2264" " 1.12964"
3.93086 " 29.2374" " 0.317922" " 0.4" " 0.000618091" " 0.016" " 1.00475" " 0.995146" " 29.2374" " 1.12964"
3.93186 " 29.2486" " 0.318271" " 0.4" " 0.00062763" " 0.016" " 1.00474" " 0.995144" " 29.2486" " 1.12964"
3.93286 " 29.26" " 0.318622" " 0.4" " 0.000637128" " 0.016" " 1.00474" " 0.995142" " 29.26" " 1.12964"
3.93386 " 29.2716" " 0.318975" " 0.4" " 0.000646584" " 0.016" " 1.00474" " 0.99514" " 29.2716" " 1.12964"
3.93486 " 29.2833" " 0.319331" " 0.4" " 0.000655999" " 0.016" " 1.00474" " 0.995138" " 29.2833" " 1.12964"
3.93586 " 29.2952" " 0.31969" " 0.4" " 0.000665371" " 0.016" " 1.00473" " 0.995136" " 29.2952" " 1.12964"
3.93686 " 29.3072" " 0.320052" " 0.4" " 0.000674701" " 0.016" " 1.00473" " 0.995134" " 29.3072" " 1.12964"
3.93786 " 29.3195" " 0.320416" " 0.4" " 0.000683987" " 0.016" " 1.00473" " 0.995132" " 29.3195" " 1.12964"
3.93886 " 29.3319" " 0.320782" " 0.4" " 0.000693231" " 0.016" " 1.00473" " 0.99513" " 29.3319" " 1.12964"
3.93986 " 29.3444" " 0.321151" " 0.4" " 0.000702432" " 0.016" " 1.00472" " 0.995127" " 29.3444" " 1.12964"
3.94086 " 29.3571" " 0.321523" " 0.4" " 0.000711588" " 0.016" " 1.00472" " 0.995125" " 29.3571" " 1.12964"
3.94186 " 29.37" " 0.321897" " 0.4" " 0.000720701" " 0.016" " 1.00472" " 0.995123" " 29.37" " 1.12964"
3.94286 " 29.3831" " 0.322274" " 0.4" " 0.00072977" " 0.016" " 1.00471" " 0.995121" " 29.3831" " 1.12964"
3.94386 " 29.3963" " 0.322653" " 0.4" " 0.000738793" " 0.016" " 1.00471" " 0.995118" " 29.3963" " 1.12964"
3.94486 " 29.4097" " 0.323035" " 0.4" " 0.000747772" " 0.016" " 1.00471" " 0.995116" " 29.4097" " 1.12964"
3.94586 " 29.4232" " 0.323419" " 0.4" " 0.000756706" " 0.016" " 1.00471" " 0.995113" " 29.4232" " 1.12964"
3.94686 " 29.4369" " 0.323805" " 0.4" " 0.000765595" " 0.016" " 1.0047" " 0.995111" " 29.4369" " 1.12964"
3.94786 " 29.4508" " 0.324194" " 0.4" " 0.000774438" " 0.016" " 1.0047" " 0.995108" " 29.4508" " 1.12964"
3.94886 " 29.4648" " 0.324585" " 0.4" " 0.000783234" " 0.016" " 1.0047" " 0.995106" " 29.4648" " 1.12964"
3.94986 " 29.479" " 0.324979" " 0.4" " 0.000791985" " 0.016" " 1.00469" " 0.995103" " 29.479" " 1.12964"
3.95086 " 29.4933" " 0.325374" " 0.4" " 0.000800689" " 0.016" " 1.00469" " 0.995101" " 29.4933" " 1.12964"
3.95186 " 29.5078" " 0.325773" " 0.4" " 0.000809346" " 0.016" " 1.00469" " 0.995098" " 29.5078" " 1.12964"
