Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,eSAC2A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.042,28.84595,0.3999996,-3.411161e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.044,28.84595,0.3999996,-3.5668096e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.046,28.84595,0.3999996,-3.7217324e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.048,28.84595,0.3999996,-3.8759293e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.05,28.84595,0.3999996,-4.0294004e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.052,28.84595,0.3999996,-4.1821457e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.054,28.84595,0.3999996,-4.3341652e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.056,28.84595,0.3999996,-4.4854592e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.058,28.84595,0.3999996,-4.636027e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.06,28.84595,0.3999996,-4.7858695e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.062,28.84595,0.3999996,-4.934986e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.064,28.84595,0.3999996,-5.0833765e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.066,28.84595,0.3999996,-5.2302424e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.068,28.84595,0.3999996,-5.373497e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.07,28.84595,0.3999996,-5.5156135e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.072,28.84595,0.3999996,-5.656591e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.074,28.84595,0.3999996,-5.79643e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.076,28.84595,0.3999996,-5.93513e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.078,28.84595,0.3999996,-6.0726923e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.08,28.84595,0.3999996,-6.2091154e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.082,28.84595,0.3999996,-6.3444e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.084,28.84595,0.3999996,-6.478546e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.086,28.84595,0.3999996,-6.6115535e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.088,28.84595,0.3999996,-6.7434225e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.09,28.84595,0.3999996,-6.874153e-10,1.3274746,1.0,0.99199355,1.0,0.99598414
0.092,28.84595,0.3999996,-7.003744e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.094,28.84595,0.3999996,-7.1321976e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.096,28.84595,0.3999996,-7.259512e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.098,28.84595,0.3999996,-7.385688e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.1,28.84595,0.3999996,-7.5107254e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.102,28.84595,0.3999996,-7.634624e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.104,28.84595,0.3999996,-7.757384e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.106,28.84595,0.3999996,-7.879006e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.108,28.84595,0.3999996,-7.999489e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.11,28.84595,0.3999996,-8.1188334e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.112,28.84595,0.3999996,-8.2370394e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.114,28.84595,0.3999996,-8.3541063e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.116,28.84595,0.3999996,-8.470035e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.118,28.84595,0.3999996,-8.584825e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.12,28.84595,0.3999996,-8.6984764e-10,1.3274747,1.0,0.99199355,1.0,0.99598414
0.122,28.84595,0.3999996,-8.810989e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.124,28.84595,0.3999996,-8.9223634e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.126,28.84595,0.3999996,-9.032599e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.128,28.84595,0.39999956,-9.1416963e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.13,28.84595,0.39999956,-9.249655e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.132,28.845945,0.39999956,-9.323822e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.134,28.845945,0.39999956,-9.360114e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.136,28.845945,0.39999956,-9.396407e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.138,28.845945,0.39999956,-9.4327e-10,1.3274748,1.0,0.99199355,1.0,0.99598414
0.14,28.845945,0.39999956,-9.468993e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.142,28.845945,0.39999956,-9.505287e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.144,28.845945,0.39999956,-9.54158e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.146,28.845945,0.39999956,-9.577873e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.148,28.845945,0.39999956,-9.614166e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.15,28.845945,0.39999956,-9.650458e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.152,28.845945,0.39999956,-9.686751e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.154,28.845945,0.39999956,-9.723045e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.156,28.845945,0.39999956,-9.759338e-10,1.327475,1.0,0.99199355,1.0,0.99598414
0.158,28.845945,0.39999956,-9.795631e-10,1.3274751,1.0,0.99199355,1.0,0.9959842
0.16,28.845945,0.39999956,-9.831924e-10,1.3274751,1.0,0.99199355,1.0,0.9959842
0.162,28.845945,0.39999956,-9.868217e-10,1.3274751,1.0,0.99199355,1.0,0.9959842
0.164,28.845945,0.39999956,-9.90451e-10,1.3274751,1.0,0.99199355,1.0,0.9959842
0.166,28.845945,0.39999956,-9.940804e-10,1.3274751,1.0,0.99199355,1.0,0.9959842
0.168,28.845945,0.39999956,-9.977096e-10,1.3274751,1.0,0.99199355,1.0,0.9959842
0.17,28.845945,0.39999956,-1.0013389e-09,1.3274751,1.0,0.99199355,1.0,0.9959842
0.172,28.845945,0.39999956,-1.0049682e-09,1.3274751,1.0,0.99199355,1.0,0.9959842
0.174,28.845945,0.39999956,-1.0085975e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.176,28.845945,0.39999956,-1.0122269e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.178,28.845945,0.39999956,-1.0158562e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.18,28.845945,0.39999956,-1.0194855e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.182,28.845945,0.39999956,-1.0231148e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.184,28.845945,0.39999956,-1.026744e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.186,28.845945,0.39999956,-1.0303733e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.188,28.845945,0.39999956,-1.0340027e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.19,28.845945,0.39999956,-1.037632e-09,1.3274752,1.0,0.99199355,1.0,0.9959842
0.192,28.845945,0.39999956,-1.0412613e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.194,28.845945,0.39999956,-1.0448906e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.196,28.845945,0.39999956,-1.0485199e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.198,28.845945,0.39999956,-1.0521493e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.2,28.845945,0.39999956,-1.0557785e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.202,28.845945,0.39999956,-1.0594078e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.204,28.845945,0.39999956,-1.0630371e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.206,28.845945,0.39999956,-1.0666664e-09,1.3274753,1.0,0.99199355,1.0,0.9959842
0.208,28.845945,0.39999956,-1.0702957e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.21,28.845945,0.39999956,-1.0739251e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.212,28.845945,0.39999956,-1.0775544e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.214,28.845945,0.39999956,-1.0811837e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.216,28.845945,0.39999956,-1.084813e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.218,28.845945,0.39999956,-1.0884422e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.22,28.845945,0.39999956,-1.0920715e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.222,28.845945,0.39999956,-1.0957009e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.224,28.845945,0.39999956,-1.0993302e-09,1.3274754,1.0,0.99199355,1.0,0.9959842
0.226,28.845945,0.39999956,-1.1029595e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.228,28.845945,0.39999956,-1.1065888e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.23,28.845945,0.39999956,-1.1102181e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.232,28.845945,0.39999956,-1.1138475e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.234,28.845945,0.39999956,-1.1174767e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.236,28.845945,0.39999956,-1.121106e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.238,28.845945,0.39999956,-1.1247353e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.24,28.845945,0.39999956,-1.1283646e-09,1.3274755,1.0,0.99199355,1.0,0.9959842
0.242,28.845945,0.39999956,-1.1319939e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.244,28.845945,0.39999956,-1.1356233e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.246,28.845945,0.39999956,-1.1392526e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.248,28.845945,0.39999956,-1.1428819e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.25,28.845945,0.39999956,-1.1465112e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.252,28.845945,0.39999956,-1.1501404e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.254,28.845945,0.39999956,-1.1537697e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.256,28.845945,0.39999956,-1.1573991e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.258,28.845945,0.39999956,-1.1610284e-09,1.3274757,1.0,0.99199355,1.0,0.9959842
0.26,28.845945,0.39999956,-1.1646577e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.262,28.845945,0.39999956,-1.168287e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.264,28.845945,0.39999953,-1.1686132e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.266,28.845945,0.39999953,-1.1686869e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.268,28.845945,0.39999953,-1.1687608e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.27,28.845945,0.39999953,-1.1688345e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.272,28.845945,0.39999953,-1.1689082e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.274,28.845945,0.39999953,-1.168982e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.276,28.845945,0.39999953,-1.1690557e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.278,28.845945,0.39999953,-1.1691296e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.28,28.845945,0.39999953,-1.1692033e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.282,28.845945,0.39999953,-1.169277e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.284,28.845945,0.39999953,-1.1693508e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.286,28.845945,0.39999953,-1.1694246e-09,1.3274758,1.0,0.99199355,1.0,0.9959842
0.288,28.845945,0.39999953,-1.1694983e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.29,28.845945,0.39999953,-1.1695721e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.292,28.845945,0.39999953,-1.1696458e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.294,28.845942,0.39999953,-1.1697197e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.296,28.845942,0.39999953,-1.1697934e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.298,28.845942,0.39999953,-1.1698671e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.3,28.845942,0.39999953,-1.1699409e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.302,28.845942,0.39999953,-1.1700146e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.304,28.845942,0.39999953,-1.1700885e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.306,28.845942,0.39999953,-1.1701622e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.308,28.845942,0.39999953,-1.1702359e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.31,28.845942,0.39999953,-1.1703097e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.312,28.845942,0.39999953,-1.1703835e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.314,28.845942,0.39999953,-1.1704573e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.316,28.845942,0.39999953,-1.170531e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.318,28.845942,0.39999953,-1.1706047e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.32,28.845942,0.39999953,-1.1706786e-09,1.3274759,1.0,0.99199355,1.0,0.9959842
0.322,28.845942,0.39999953,-1.1707523e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.324,28.845942,0.39999953,-1.170826e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.326,28.845942,0.39999953,-1.1708998e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.328,28.845942,0.39999953,-1.1709735e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.33,28.845942,0.39999953,-1.1710474e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.332,28.845942,0.39999953,-1.1711211e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.334,28.845942,0.39999953,-1.1711948e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.336,28.845942,0.39999953,-1.1712686e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.338,28.845942,0.39999953,-1.1713424e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.34,28.845942,0.39999953,-1.1714162e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.342,28.845942,0.39999953,-1.1714899e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.344,28.845942,0.39999953,-1.1715636e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.346,28.845942,0.39999953,-1.1716375e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.348,28.845942,0.39999953,-1.1717112e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.35,28.845942,0.39999953,-1.171785e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.352,28.845942,0.39999953,-1.1718587e-09,1.327476,1.0,0.99199355,1.0,0.9959842
0.354,28.845942,0.39999953,-1.1719324e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.356,28.845942,0.39999953,-1.1720063e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.358,28.845942,0.39999953,-1.17208e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.36,28.845942,0.39999953,-1.1721537e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.362,28.845942,0.39999953,-1.1722275e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.364,28.845942,0.39999953,-1.1723013e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.366,28.845942,0.39999953,-1.1723751e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.368,28.845942,0.39999953,-1.1724488e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.37,28.845942,0.39999953,-1.1725225e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.372,28.845942,0.39999953,-1.1725964e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.374,28.845942,0.39999953,-1.1726701e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.376,28.845942,0.39999953,-1.1727439e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.378,28.845942,0.39999953,-1.1728176e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.38,28.845942,0.39999953,-1.1728913e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.382,28.845942,0.39999953,-1.1729652e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.384,28.845942,0.39999953,-1.1730389e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.386,28.845942,0.39999953,-1.1731127e-09,1.3274761,1.0,0.99199355,1.0,0.9959842
0.388,28.845942,0.39999953,-1.1731864e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.39,28.845942,0.39999953,-1.1732602e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.392,28.845942,0.39999953,-1.173334e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.394,28.845942,0.39999953,-1.1734077e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.396,28.845942,0.39999953,-1.1734814e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.398,28.845942,0.39999953,-1.1735553e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.4,28.845942,0.39999953,-1.173629e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.402,28.845942,0.39999953,-1.1737028e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.404,28.845942,0.39999953,-1.1737765e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.406,28.845942,0.39999953,-1.1738502e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.408,28.845942,0.39999953,-1.1739241e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.41,28.845942,0.39999953,-1.1739978e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.412,28.845942,0.39999953,-1.1740716e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.414,28.845942,0.39999953,-1.1741453e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.416,28.845942,0.39999953,-1.174219e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.418,28.845942,0.39999953,-1.1742929e-09,1.3274763,1.0,0.99199355,1.0,0.9959842
0.42,28.845942,0.39999953,-1.1743666e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.422,28.845942,0.39999953,-1.1744404e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.424,28.845942,0.39999953,-1.1745142e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.426,28.845942,0.39999953,-1.1745879e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.428,28.845942,0.39999953,-1.1746617e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.43,28.845942,0.39999953,-1.1747354e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.432,28.845942,0.39999953,-1.1748091e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.434,28.845942,0.39999953,-1.174883e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.436,28.845942,0.39999953,-1.1749567e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.438,28.845942,0.39999953,-1.1750305e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.44,28.845942,0.39999953,-1.1751042e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.442,28.845942,0.39999953,-1.175178e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.444,28.845942,0.39999953,-1.1752518e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.446,28.845942,0.39999953,-1.1753255e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.448,28.845942,0.39999953,-1.1753993e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.45,28.845942,0.39999953,-1.175473e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.452,28.845942,0.39999953,-1.1755468e-09,1.3274764,1.0,0.99199355,1.0,0.9959842
0.454,28.845938,0.39999953,-1.1756206e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.456,28.845938,0.39999953,-1.1756943e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.458,28.845938,0.39999953,-1.1757681e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.46,28.845938,0.39999953,-1.1758419e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.462,28.845938,0.39999953,-1.1759156e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.464,28.845938,0.39999953,-1.1759894e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.466,28.845938,0.39999953,-1.1760631e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.468,28.845938,0.39999953,-1.1761369e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.47,28.845938,0.39999953,-1.1762107e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.472,28.845938,0.39999953,-1.1762844e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.474,28.845938,0.39999953,-1.1763582e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.476,28.845938,0.39999953,-1.176432e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.478,28.845938,0.39999953,-1.1765057e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.48,28.845938,0.39999953,-1.1765795e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.482,28.845938,0.39999953,-1.1766532e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.484,28.845938,0.39999953,-1.176727e-09,1.3274765,1.0,0.99199355,1.0,0.9959842
0.486,28.845938,0.39999953,-1.1768008e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.488,28.845938,0.39999953,-1.1768745e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.49,28.845938,0.39999953,-1.1769483e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.492,28.845938,0.39999953,-1.177022e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.494,28.845938,0.39999953,-1.1770959e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.496,28.845938,0.39999953,-1.1771696e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.498,28.845938,0.39999953,-1.1772433e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.5,28.845938,0.39999953,-1.1773171e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.502,28.845938,0.39999953,-1.1773909e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.504,28.845938,0.39999953,-1.1774646e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.506,28.845938,0.39999953,-1.1775384e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.508,28.845938,0.39999953,-1.1776121e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.51,28.845938,0.39999953,-1.177686e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.512,28.845938,0.39999953,-1.1777597e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.514,28.845938,0.39999953,-1.1778334e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.516,28.845938,0.39999953,-1.1779072e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.518,28.845938,0.39999953,-1.1779809e-09,1.3274766,1.0,0.99199355,1.0,0.9959842
0.52,28.845938,0.39999953,-1.1780548e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.522,28.845938,0.39999953,-1.1781285e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.524,28.845938,0.39999953,-1.1782022e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.526,28.845938,0.39999953,-1.1783864e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.528,28.845938,0.39999953,-1.1785889e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.53,28.845938,0.39999953,-1.1787914e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.532,28.845938,0.39999953,-1.1789939e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.534,28.845938,0.39999953,-1.1791964e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.536,28.845938,0.39999953,-1.1793989e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.538,28.845938,0.39999953,-1.1796015e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.54,28.845938,0.39999953,-1.179804e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
0.542,28.845938,0.39999953,-1.1800065e-09,1.3274767,1.0,0.99199355,1.0,0.9959842
