Time,gENSAL.delta,gENSAL.PELEC,gENSAL.SPEED,hYGOV.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.12,20.326653,0.40000594,-8.842921e-08,0.3999995,1.0000021,0.99199665,1.0000037,0.9959876
0.122,20.32665,0.4000059,-8.9877794e-08,0.39999947,1.0000021,0.99199665,1.0000037,0.9959876
0.124,20.326647,0.4000059,-9.132549e-08,0.39999947,1.0000021,0.99199665,1.0000037,0.9959876
0.126,20.326643,0.4000059,-9.27723e-08,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.128,20.32664,0.4000059,-9.421822e-08,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.13,20.326637,0.4000059,-9.566325e-08,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.132,20.326633,0.40000588,-9.7101804e-08,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.134,20.32663,0.40000588,-9.853249e-08,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.136,20.326626,0.40000588,-9.996156e-08,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.138,20.326622,0.40000588,-1.0138903e-07,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.14,20.326618,0.40000588,-1.0281488e-07,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.142,20.326614,0.40000588,-1.0423912e-07,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.144,20.32661,0.40000585,-1.0566175e-07,0.39999947,1.000002,0.99199665,1.0000037,0.9959876
0.146,20.326607,0.40000585,-1.0708277e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.148,20.326605,0.40000585,-1.0850217e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.15,20.3266,0.40000585,-1.0991997e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.152,20.326595,0.40000585,-1.11336156e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.154,20.326591,0.40000582,-1.12750726e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.156,20.326588,0.40000582,-1.1416369e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.158,20.326584,0.40000582,-1.1557504e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.16,20.32658,0.40000582,-1.1698478e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.162,20.326574,0.4000058,-1.1839291e-07,0.39999947,1.000002,0.99199665,1.0000037,0.99598753
0.164,20.326572,0.4000058,-1.1979942e-07,0.39999947,1.000002,0.9919966,1.0000037,0.99598753
0.166,20.326567,0.4000058,-1.2120434e-07,0.39999947,1.000002,0.9919966,1.0000037,0.99598753
0.168,20.326563,0.4000058,-1.2260763e-07,0.39999947,1.000002,0.9919966,1.0000036,0.99598753
0.17,20.326557,0.4000058,-1.240093e-07,0.39999947,1.000002,0.9919966,1.0000036,0.99598753
0.172,20.326553,0.40000576,-1.2540939e-07,0.39999947,1.000002,0.9919966,1.0000036,0.99598753
0.174,20.32655,0.40000576,-1.2680785e-07,0.39999947,1.000002,0.9919966,1.0000036,0.99598753
0.176,20.326544,0.40000576,-1.2820469e-07,0.39999947,1.000002,0.9919966,1.0000036,0.99598753
0.178,20.32654,0.40000576,-1.2959994e-07,0.39999947,1.000002,0.9919966,1.0000036,0.99598753
0.18,20.326536,0.40000573,-1.3099356e-07,0.39999947,1.000002,0.9919966,1.0000036,0.99598753
0.182,20.32653,0.40000573,-1.3238558e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.184,20.326525,0.40000573,-1.3377598e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.186,20.32652,0.40000573,-1.3516478e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.188,20.326517,0.4000057,-1.3655196e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.19,20.326511,0.4000057,-1.3793753e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.192,20.326506,0.4000057,-1.3932149e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.194,20.326502,0.4000057,-1.4070383e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.196,20.326496,0.40000567,-1.4208457e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.198,20.32649,0.40000567,-1.4346371e-07,0.39999947,1.000002,0.9919966,1.0000036,0.9959875
0.2,20.326487,0.40000567,-1.4484122e-07,0.39999947,1.000002,0.9919965,1.0000036,0.9959875
0.202,20.32648,0.40000567,-1.4621712e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959875
0.204,20.326475,0.40000564,-1.4759142e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959875
0.206,20.326471,0.40000564,-1.489641e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959875
0.208,20.326466,0.40000564,-1.5033517e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959875
0.21,20.32646,0.4000056,-1.5170463e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959875
0.212,20.326454,0.4000056,-1.5307248e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959874
0.214,20.326448,0.4000056,-1.5443871e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959874
0.216,20.326443,0.4000056,-1.5580333e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959874
0.218,20.326439,0.40000558,-1.5716635e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959874
0.22,20.326431,0.40000558,-1.5852775e-07,0.39999944,1.000002,0.9919965,1.0000036,0.9959874
0.222,20.326426,0.40000558,-1.5988755e-07,0.39999944,1.000002,0.9919965,1.0000035,0.9959874
0.224,20.326422,0.40000555,-1.6124574e-07,0.39999944,1.000002,0.9919965,1.0000035,0.9959874
0.226,20.326414,0.40000555,-1.626023e-07,0.39999944,1.000002,0.9919965,1.0000035,0.9959874
0.228,20.326408,0.40000555,-1.6395725e-07,0.39999944,1.000002,0.9919965,1.0000035,0.9959874
0.23,20.326405,0.40000552,-1.6531061e-07,0.39999944,1.000002,0.99199647,1.0000035,0.9959874
0.232,20.326397,0.40000552,-1.6666235e-07,0.39999944,1.000002,0.99199647,1.0000035,0.9959874
0.234,20.326393,0.40000552,-1.6801246e-07,0.39999944,1.000002,0.99199647,1.0000035,0.9959874
0.236,20.326385,0.40000552,-1.6936097e-07,0.39999944,1.000002,0.99199647,1.0000035,0.9959874
0.238,20.326378,0.4000055,-1.7070788e-07,0.39999944,1.000002,0.99199647,1.0000035,0.99598736
0.24,20.326374,0.4000055,-1.7205318e-07,0.39999944,1.000002,0.99199647,1.0000035,0.99598736
0.242,20.326366,0.4000055,-1.7339686e-07,0.39999944,1.000002,0.99199647,1.0000035,0.99598736
0.244,20.32636,0.40000546,-1.7473893e-07,0.39999944,1.000002,0.99199647,1.0000035,0.99598736
0.246,20.326355,0.40000546,-1.7607938e-07,0.39999944,1.0000019,0.99199647,1.0000035,0.99598736
0.248,20.326347,0.40000546,-1.7741823e-07,0.39999944,1.0000019,0.99199647,1.0000035,0.99598736
0.25,20.326344,0.40000543,-1.7875546e-07,0.39999944,1.0000019,0.99199647,1.0000035,0.99598736
0.252,20.326336,0.40000543,-1.8009109e-07,0.39999944,1.0000019,0.99199647,1.0000035,0.99598736
0.254,20.326328,0.40000543,-1.814251e-07,0.39999944,1.0000019,0.99199647,1.0000035,0.99598736
0.256,20.326323,0.4000054,-1.827575e-07,0.39999944,1.0000019,0.99199647,1.0000035,0.99598736
0.258,20.326315,0.4000054,-1.840883e-07,0.39999944,1.0000019,0.9919964,1.0000035,0.99598736
0.26,20.32631,0.4000054,-1.8541746e-07,0.39999944,1.0000019,0.9919964,1.0000035,0.99598736
0.262,20.326302,0.40000537,-1.8674504e-07,0.3999994,1.0000019,0.9919964,1.0000035,0.9959873
0.264,20.326296,0.40000537,-1.880295e-07,0.3999994,1.0000019,0.9919964,1.0000035,0.9959873
0.266,20.32629,0.40000537,-1.893079e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.268,20.326283,0.40000534,-1.9058334e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.27,20.326277,0.40000534,-1.9185583e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.272,20.32627,0.40000534,-1.9312536e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.274,20.326263,0.4000053,-1.9439193e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.276,20.326258,0.4000053,-1.9565555e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.278,20.32625,0.40000528,-1.9691622e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.28,20.326244,0.40000528,-1.9817392e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.282,20.326237,0.40000528,-1.9942868e-07,0.3999994,1.0000019,0.9919964,1.0000033,0.9959873
0.284,20.32623,0.40000525,-2.0068047e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.9959873
0.286,20.326223,0.40000525,-2.0192932e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.288,20.326216,0.40000525,-2.0317522e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.29,20.32621,0.40000522,-2.0441816e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.292,20.326202,0.40000522,-2.0565813e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.294,20.326197,0.40000522,-2.0689515e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.296,20.326187,0.4000052,-2.0812922e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.298,20.326181,0.4000052,-2.0936034e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.3,20.326174,0.40000516,-2.105885e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.302,20.326166,0.40000516,-2.1181371e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.304,20.32616,0.40000516,-2.1303596e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.306,20.32615,0.40000513,-2.1425525e-07,0.3999994,1.0000019,0.99199635,1.0000033,0.99598724
0.308,20.326145,0.40000513,-2.154716e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.31,20.326138,0.40000513,-2.1668498e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.312,20.32613,0.4000051,-2.178954e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.314,20.326122,0.4000051,-2.1910289e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.316,20.326115,0.40000507,-2.2030741e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.318,20.326107,0.40000507,-2.2150897e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.32,20.3261,0.40000507,-2.2270758e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.322,20.326092,0.40000504,-2.2390324e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.324,20.326084,0.40000504,-2.2509595e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.326,20.326078,0.400005,-2.2628569e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959872
0.328,20.326069,0.400005,-2.2747248e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959871
0.33,20.326061,0.400005,-2.2865632e-07,0.3999994,1.0000019,0.9919963,1.0000032,0.9959871
0.332,20.326054,0.40000498,-2.298372e-07,0.3999994,1.0000018,0.9919962,1.0000032,0.9959871
0.334,20.326046,0.40000498,-2.3101512e-07,0.3999994,1.0000018,0.9919962,1.0000032,0.9959871
0.336,20.326038,0.40000495,-2.321901e-07,0.3999994,1.0000018,0.9919962,1.0000032,0.9959871
0.338,20.32603,0.40000495,-2.3336212e-07,0.3999994,1.0000018,0.9919962,1.0000032,0.9959871
0.34,20.326021,0.40000495,-2.3453117e-07,0.3999994,1.0000018,0.9919962,1.0000032,0.9959871
0.342,20.326015,0.40000492,-2.3569729e-07,0.3999994,1.0000018,0.9919962,1.0000032,0.9959871
0.344,20.326006,0.40000492,-2.3686043e-07,0.3999994,1.0000018,0.9919962,1.0000031,0.9959871
0.346,20.325998,0.4000049,-2.3802063e-07,0.3999994,1.0000018,0.9919962,1.0000031,0.9959871
0.348,20.32599,0.4000049,-2.3917787e-07,0.3999994,1.0000018,0.9919962,1.0000031,0.99598706
0.35,20.325983,0.4000049,-2.4033216e-07,0.3999994,1.0000018,0.9919962,1.0000031,0.99598706
0.352,20.325974,0.40000486,-2.414835e-07,0.3999994,1.0000018,0.9919962,1.0000031,0.99598706
0.354,20.325966,0.40000486,-2.4263187e-07,0.3999994,1.0000018,0.99199617,1.0000031,0.99598706
0.356,20.325956,0.40000483,-2.437773e-07,0.3999994,1.0000018,0.99199617,1.0000031,0.99598706
0.358,20.325949,0.40000483,-2.4491976e-07,0.3999994,1.0000018,0.99199617,1.0000031,0.99598706
0.36,20.325941,0.4000048,-2.4605927e-07,0.39999938,1.0000018,0.99199617,1.0000031,0.99598706
0.362,20.325933,0.4000048,-2.4719583e-07,0.39999938,1.0000018,0.99199617,1.0000031,0.99598706
0.364,20.325924,0.4000048,-2.4832943e-07,0.39999938,1.0000018,0.99199617,1.0000031,0.99598706
0.366,20.325916,0.40000477,-2.4946007e-07,0.39999938,1.0000018,0.99199617,1.0000031,0.995987
0.368,20.325907,0.40000477,-2.505878e-07,0.39999938,1.0000018,0.99199617,1.0000031,0.995987
0.37,20.3259,0.40000474,-2.5171252e-07,0.39999938,1.0000018,0.99199617,1.0000031,0.995987
0.372,20.32589,0.40000474,-2.528343e-07,0.39999938,1.0000018,0.99199617,1.0000031,0.995987
0.374,20.325882,0.4000047,-2.5395312e-07,0.39999938,1.0000018,0.9919961,1.0000031,0.995987
0.376,20.325872,0.4000047,-2.55069e-07,0.39999938,1.0000018,0.9919961,1.0000031,0.995987
0.378,20.325863,0.40000468,-2.5618192e-07,0.39999938,1.0000018,0.9919961,1.000003,0.995987
0.38,20.325855,0.40000468,-2.5729187e-07,0.39999938,1.0000018,0.9919961,1.000003,0.995987
0.382,20.325846,0.40000468,-2.583989e-07,0.39999938,1.0000018,0.9919961,1.000003,0.995987
0.384,20.325838,0.40000466,-2.5950294e-07,0.39999938,1.0000018,0.9919961,1.000003,0.995987
0.386,20.325829,0.40000466,-2.6060405e-07,0.39999938,1.0000018,0.9919961,1.000003,0.99598694
0.388,20.32582,0.40000463,-2.6170218e-07,0.39999938,1.0000018,0.9919961,1.000003,0.99598694
0.39,20.32581,0.40000463,-2.6279739e-07,0.39999938,1.0000018,0.9919961,1.000003,0.99598694
0.392,20.325802,0.4000046,-2.638896e-07,0.39999938,1.0000018,0.9919961,1.000003,0.99598694
0.394,20.325792,0.4000046,-2.649789e-07,0.39999938,1.0000018,0.99199605,1.000003,0.99598694
0.396,20.325783,0.40000457,-2.660652e-07,0.39999938,1.0000018,0.99199605,1.000003,0.99598694
0.398,20.325773,0.40000457,-2.6714858e-07,0.39999938,1.0000018,0.99199605,1.000003,0.99598694
0.4,20.325766,0.40000454,-2.68229e-07,0.39999938,1.0000018,0.99199605,1.000003,0.99598694
0.402,20.325756,0.40000454,-2.6930644e-07,0.39999938,1.0000018,0.99199605,1.000003,0.9959869
0.404,20.325747,0.4000045,-2.7038095e-07,0.39999938,1.0000018,0.99199605,1.000003,0.9959869
0.406,20.325737,0.4000045,-2.714525e-07,0.39999938,1.0000017,0.99199605,1.000003,0.9959869
0.408,20.325727,0.40000448,-2.725211e-07,0.39999938,1.0000017,0.99199605,1.000003,0.9959869
0.41,20.325718,0.40000448,-2.7358675e-07,0.39999938,1.0000017,0.99199605,1.0000029,0.9959869
0.412,20.325708,0.40000445,-2.746494e-07,0.39999938,1.0000017,0.99199605,1.0000029,0.9959869
0.414,20.325699,0.40000445,-2.7570914e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959869
0.416,20.325691,0.40000442,-2.7676592e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959869
0.418,20.32568,0.40000442,-2.7781974e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959869
0.42,20.325672,0.4000044,-2.788706e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959868
0.422,20.32566,0.4000044,-2.799185e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959868
0.424,20.325651,0.40000436,-2.8096346e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959868
0.426,20.325642,0.40000436,-2.820055e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959868
0.428,20.325632,0.40000433,-2.8304453e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959868
0.43,20.325623,0.40000433,-2.840806e-07,0.39999938,1.0000017,0.991996,1.0000029,0.9959868
0.432,20.325613,0.4000043,-2.8511374e-07,0.39999938,1.0000017,0.99199593,1.0000029,0.9959868
0.434,20.325603,0.4000043,-2.8614392e-07,0.39999938,1.0000017,0.99199593,1.0000029,0.9959868
0.436,20.325594,0.40000427,-2.8717116e-07,0.39999938,1.0000017,0.99199593,1.0000029,0.99598676
0.438,20.325583,0.40000427,-2.8819542e-07,0.39999938,1.0000017,0.99199593,1.0000029,0.99598676
0.44,20.325573,0.40000424,-2.8921673e-07,0.39999938,1.0000017,0.99199593,1.0000027,0.99598676
0.442,20.325562,0.40000424,-2.902351e-07,0.39999938,1.0000017,0.99199593,1.0000027,0.99598676
0.444,20.325554,0.4000042,-2.912505e-07,0.39999938,1.0000017,0.99199593,1.0000027,0.99598676
0.446,20.325544,0.4000042,-2.9226294e-07,0.39999938,1.0000017,0.99199593,1.0000027,0.99598676
0.448,20.325533,0.40000418,-2.9327245e-07,0.39999938,1.0000017,0.99199593,1.0000027,0.99598676
0.45,20.325523,0.40000418,-2.9427898e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.99598676
0.452,20.325512,0.40000415,-2.9528258e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.454,20.325502,0.40000415,-2.9628322e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.456,20.325493,0.40000412,-2.9728088e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.458,20.325481,0.40000412,-2.982756e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.46,20.325472,0.4000041,-2.9926736e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.462,20.32546,0.4000041,-3.0025618e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.464,20.325449,0.40000406,-3.0124204e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.466,20.32544,0.40000406,-3.0222495e-07,0.39999938,1.0000017,0.9919959,1.0000027,0.9959867
0.468,20.32543,0.40000403,-3.0320487e-07,0.39999938,1.0000017,0.9919958,1.0000026,0.99598664
0.47,20.325418,0.400004,-3.0418187e-07,0.39999938,1.0000015,0.9919958,1.0000026,0.99598664
0.472,20.325409,0.400004,-3.051559e-07,0.39999938,1.0000015,0.9919958,1.0000026,0.99598664
0.474,20.325397,0.40000397,-3.06127e-07,0.39999938,1.0000015,0.9919958,1.0000026,0.99598664
0.476,20.325386,0.40000397,-3.0709512e-07,0.39999938,1.0000015,0.9919958,1.0000026,0.99598664
0.478,20.325377,0.40000394,-3.080603e-07,0.39999938,1.0000015,0.9919958,1.0000026,0.99598664
0.48,20.325365,0.40000394,-3.090225e-07,0.39999938,1.0000015,0.9919958,1.0000026,0.99598664
0.482,20.325354,0.4000039,-3.0998177e-07,0.39999938,1.0000015,0.9919958,1.0000026,0.9959866
0.484,20.325344,0.4000039,-3.1093808e-07,0.39999938,1.0000015,0.99199575,1.0000026,0.9959866
0.486,20.325333,0.40000388,-3.1189143e-07,0.39999938,1.0000015,0.99199575,1.0000026,0.9959866
0.488,20.325321,0.40000385,-3.1284182e-07,0.39999938,1.0000015,0.99199575,1.0000026,0.9959866
0.49,20.32531,0.40000385,-3.1378926e-07,0.39999938,1.0000015,0.99199575,1.0000026,0.9959866
0.492,20.3253,0.40000382,-3.1473377e-07,0.39999938,1.0000015,0.99199575,1.0000026,0.9959866
0.494,20.325289,0.40000382,-3.156753e-07,0.39999938,1.0000015,0.99199575,1.0000025,0.9959866
0.496,20.325277,0.4000038,-3.1661386e-07,0.39999938,1.0000015,0.99199575,1.0000025,0.9959866
0.498,20.325266,0.4000038,-3.1754948e-07,0.39999938,1.0000015,0.99199575,1.0000025,0.9959865
0.5,20.325254,0.40000376,-3.1848217e-07,0.39999938,1.0000015,0.99199575,1.0000025,0.9959865
0.502,20.325243,0.40000373,-3.1941187e-07,0.39999938,1.0000015,0.9919957,1.0000025,0.9959865
0.504,20.325233,0.40000373,-3.2033861e-07,0.39999938,1.0000015,0.9919957,1.0000025,0.9959865
