Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,pSS2B.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
6.204,6988.6313,2.42556e-05,0.17951137,0.1,0.031148808,1.2544514e-29,0.012824165,0.0064120824
6.206,6995.095,2.4200757e-05,0.1795906,0.1,0.031113574,1.2664989e-29,0.012824165,0.0064120824
6.208,7001.562,2.414604e-05,0.17966981,0.1,0.03107838,6.993622e-30,0.012824165,0.0064120824
6.21,7008.0317,2.4091445e-05,0.17974903,0.1,0.031043226,4.7554168e-29,0.012824165,0.0064120824
6.212,7014.504,2.4036975e-05,0.17982824,0.1,0.031008113,8.596781e-18,0.012824165,0.0064120824
6.214,7020.979,2.3982628e-05,0.17990744,0.1,0.03097304,8.475251e-29,0.012824165,0.0064120824
6.216,7027.4575,2.3928405e-05,0.17998664,0.1,0.030938005,7.604585e-18,0.012824165,0.0064120824
6.218,7033.9385,2.3874305e-05,0.18006584,0.1,0.03090301,3.509365e-17,0.012824165,0.0064120824
6.22,7040.422,2.3820327e-05,0.18014503,0.1,0.030868055,9.9435625e-29,0.012824165,0.0064120824
6.222,7046.908,2.376647e-05,0.18022421,0.1,0.03083314,2.2632472e-29,0.012824165,0.0064120824
6.224,7053.398,2.3712737e-05,0.18030338,0.1,0.030798266,1.8720097e-28,0.012824165,0.0064120824
6.226,7059.89,2.3659124e-05,0.18038256,0.1,0.03076343,1.1840395e-28,0.012824165,0.0064120824
6.228,7066.3857,2.3605635e-05,0.18046173,0.1,0.030728634,1.9974041e-17,0.012824165,0.0064120824
6.23,7072.884,2.3552266e-05,0.18054089,0.1,0.030693877,2.0228324e-29,0.012824165,0.0064120824
6.232,7079.385,2.3499017e-05,0.18062004,0.1,0.030659162,1.2978573e-17,0.012824165,0.0064120824
6.234,7085.888,2.344589e-05,0.1806992,0.1,0.030624485,1.7372465e-28,0.012824165,0.0064120824
6.236,7092.395,2.3392882e-05,0.18077834,0.1,0.030589845,8.870004e-29,0.012824165,0.0064120824
6.238,7098.9043,2.3339995e-05,0.1808575,0.1,0.030555248,2.2539327e-28,0.012824165,0.0064120824
6.24,7105.417,2.3287228e-05,0.18093662,0.1,0.030520689,9.515019e-18,0.012824165,0.0064120824
6.242,7111.9316,2.3234581e-05,0.18101576,0.1,0.030486168,2.2748903e-17,0.012824165,0.0064120824
6.244,7118.4497,2.3182052e-05,0.18109488,0.1,0.030451687,2.0460717e-29,0.012824165,0.0064120824
6.246,7124.9707,2.3129644e-05,0.181174,0.1,0.030417247,5.1493706e-30,0.012824165,0.0064120824
6.248,7131.494,2.3077353e-05,0.18125312,0.1,0.030382844,1.120832e-17,0.012824165,0.0064120824
6.25,7138.0205,2.3025183e-05,0.18133223,0.1,0.030348482,1.787939e-17,0.012824165,0.0064120824
6.252,7144.5503,2.2973129e-05,0.18141133,0.1,0.030314157,2.3054318e-18,0.012824165,0.0064120824
6.254,7151.082,2.2921193e-05,0.18149042,0.1,0.030279871,3.783045e-29,0.012824165,0.0064120824
6.256,7157.617,2.2869375e-05,0.18156952,0.1,0.030245626,9.129372e-29,0.012824165,0.0064120824
6.258,7164.156,2.2817676e-05,0.18164861,0.1,0.030211419,7.923603e-30,0.012824165,0.0064120824
6.26,7170.6963,2.2766093e-05,0.18172769,0.1,0.03017725,1.13816494e-29,0.012824165,0.0064120824
6.262,7177.2397,2.2714627e-05,0.18180677,0.1,0.030143121,1.3508223e-29,0.012824165,0.0064120824
6.264,7183.786,2.2663278e-05,0.18188584,0.1,0.030109031,2.778789e-30,0.012824165,0.0064120824
6.266,7190.3354,2.2612046e-05,0.1819649,0.1,0.03007498,6.2928136e-30,0.012824165,0.0064120824
6.268,7196.8877,2.256093e-05,0.18204397,0.1,0.030040968,7.810402e-18,0.012824165,0.0064120824
6.27,7203.443,2.2509928e-05,0.18212304,0.1,0.030006994,7.596987e-30,0.012824165,0.0064120824
6.272,7210.0005,2.2459044e-05,0.18220209,0.1,0.029973058,4.728915e-30,0.012824165,0.0064120824
6.274,7216.561,2.2408274e-05,0.18228112,0.1,0.029939162,4.0690243e-30,0.012824165,0.0064120824
6.276,7223.1245,2.235762e-05,0.18236017,0.1,0.029905304,6.0897963e-18,0.012824165,0.0064120824
6.278,7229.6914,2.2307082e-05,0.18243921,0.1,0.029871484,5.687623e-18,0.012824165,0.0064120824
6.28,7236.2607,2.2256658e-05,0.18251823,0.1,0.029837703,2.7248153e-30,0.012824165,0.0064120824
6.282,7242.8325,2.2206346e-05,0.18259726,0.1,0.029803962,4.1050534e-18,0.012824165,0.0064120824
6.284,7249.4077,2.2156151e-05,0.18267629,0.1,0.029770257,4.3174685e-30,0.012824165,0.0064120824
6.286,7255.9854,2.2106069e-05,0.18275529,0.1,0.029736592,1.2302406e-18,0.012824165,0.0064120824
6.288,7262.566,2.2056101e-05,0.1828343,0.1,0.029702965,3.845956e-32,0.012824165,0.0064120824
6.29,7269.1494,2.2006234e-05,0.1829133,0.1,0.029669369,5.0898677e-19,0.012824165,0.0064120824
6.292,7275.736,2.1956477e-05,0.18299231,0.1,0.029635807,2.1117115e-18,0.012824165,0.0064120824
6.294,7282.3247,2.1906832e-05,0.1830713,0.1,0.029602284,1.9857748e-31,0.012824165,0.0064120824
6.296,7288.9165,2.1857299e-05,0.18315029,0.1,0.029568799,2.3556323e-18,0.012824165,0.0064120824
6.298,7295.5117,2.1807879e-05,0.18322927,0.1,0.029535351,4.2282524e-18,0.012824165,0.0064120824
6.3,7302.1094,2.175857e-05,0.18330824,0.1,0.029501941,3.3200423e-31,0.012824165,0.0064120824
6.302,7308.71,2.1709373e-05,0.18338722,0.1,0.02946857,4.293095e-18,0.012824165,0.0064120824
6.304,7315.313,2.1660288e-05,0.1834662,0.1,0.029435236,5.798359e-18,0.012824165,0.0064120824
6.306,7321.919,2.1611311e-05,0.18354516,0.1,0.02940194,4.1625365e-31,0.012824165,0.0064120824
6.308,7328.5283,2.1562448e-05,0.1836241,0.1,0.029368682,3.7414103e-18,0.012824165,0.0064120824
6.31,7335.1406,2.1513693e-05,0.18370306,0.1,0.029335462,5.1053703e-18,0.012824165,0.0064120824
6.312,7341.7554,2.146505e-05,0.18378201,0.1,0.029302279,1.0498477e-17,0.012824165,0.0064120824
6.314,7348.3726,2.1416517e-05,0.18386094,0.1,0.029269133,4.2602323e-30,0.012824165,0.0064120824
6.316,7354.9927,2.1368094e-05,0.18393989,0.1,0.029236024,4.803051e-18,0.012824165,0.0064120824
6.318,7361.616,2.131978e-05,0.1840188,0.1,0.029202953,1.5746008e-29,0.012824165,0.0064120824
6.32,7368.242,2.1271575e-05,0.18409774,0.1,0.02916992,1.0613675e-17,0.012824165,0.0064120824
6.322,7374.8716,2.1223479e-05,0.18417665,0.1,0.029136924,6.979365e-18,0.012824165,0.0064120824
6.324,7381.503,2.1175492e-05,0.18425557,0.1,0.029103966,2.5512595e-18,0.012824165,0.0064120824
6.326,7388.1377,2.1127613e-05,0.18433449,0.1,0.029071046,2.2304756e-17,0.012824165,0.0064120824
6.328,7394.775,2.1079844e-05,0.18441339,0.1,0.029038161,7.291706e-18,0.012824165,0.0064120824
6.33,7401.415,2.1032181e-05,0.18449229,0.1,0.029005315,1.1969634e-28,0.012824165,0.0064120824
6.332,7408.0586,2.0984628e-05,0.18457118,0.1,0.028972505,6.9909955e-18,0.012824165,0.0064120824
6.334,7414.7046,2.0937181e-05,0.18465006,0.1,0.028939733,7.989666e-29,0.012824165,0.0064120824
6.336,7421.3535,2.0889842e-05,0.18472895,0.1,0.028906997,1.9304794e-17,0.012824165,0.0064120824
6.338,7428.005,2.084261e-05,0.18480782,0.1,0.0288743,1.9103367e-28,0.012824165,0.0064120824
6.34,7434.6597,2.0795484e-05,0.1848867,0.1,0.028841639,3.8933338e-28,0.012824165,0.0064120824
6.342,7441.3164,2.0748465e-05,0.18496557,0.1,0.028809015,6.271971e-18,0.012824165,0.0064120824
6.344,7447.9766,2.0701553e-05,0.18504444,0.1,0.028776428,3.288799e-18,0.012824165,0.0064120824
6.346,7454.64,2.0654747e-05,0.1851233,0.1,0.028743878,8.722389e-29,0.012824165,0.0064120824
6.348,7461.3057,2.0608046e-05,0.18520214,0.1,0.028711364,4.589896e-29,0.012824165,0.0064120824
6.35,7467.9746,2.056145e-05,0.185281,0.1,0.028678888,2.3059418e-17,0.012824165,0.0064120824
6.352,7474.646,2.051496e-05,0.18535982,0.1,0.028646449,4.9286576e-29,0.012824165,0.0064120824
6.354,7481.3203,2.0468577e-05,0.18543866,0.1,0.028614044,1.0015358e-17,0.012824165,0.0064120824
6.356,7487.998,2.0422298e-05,0.18551749,0.1,0.028581679,3.3412002e-29,0.012824165,0.0064120824
6.358,7494.678,2.0376123e-05,0.18559632,0.1,0.028549349,1.6380724e-17,0.012824165,0.0064120824
6.36,7501.361,2.0330053e-05,0.18567514,0.1,0.028517056,7.0889304e-29,0.012824165,0.0064120824
6.362,7508.0464,2.0284087e-05,0.18575396,0.1,0.028484799,2.4119877e-29,0.012824165,0.0064120824
6.364,7514.735,2.0238225e-05,0.18583277,0.1,0.028452579,2.9562023e-29,0.012824165,0.0064120824
6.366,7521.4263,2.0192467e-05,0.18591157,0.1,0.028420396,1.19589885e-17,0.012824165,0.0064120824
6.368,7528.1206,2.0146812e-05,0.18599036,0.1,0.028388249,1.574045e-17,0.012824165,0.0064120824
6.37,7534.8174,2.010126e-05,0.18606916,0.1,0.028356139,9.9571246e-18,0.012824165,0.0064120824
6.372,7541.5176,2.0055813e-05,0.18614796,0.1,0.028324064,7.332571e-18,0.012824165,0.0064120824
6.374,7548.2207,2.0010468e-05,0.18622674,0.1,0.028292025,7.314643e-18,0.012824165,0.0064120824
6.376,7554.9253,1.9965224e-05,0.18630552,0.1,0.028260024,1.0368746e-28,0.012824165,0.0064120824
6.378,7561.635,1.9920084e-05,0.18638429,0.1,0.028228058,1.0471432e-29,0.012824165,0.0064120824
6.38,7568.345,1.9875046e-05,0.18646306,0.1,0.028196128,1.4958772e-29,0.012824165,0.0064120824
6.382,7575.0596,1.983011e-05,0.18654183,0.1,0.028164236,3.4379738e-30,0.012824165,0.0064120824
6.384,7581.777,1.9785273e-05,0.18662058,0.1,0.028132379,7.569843e-30,0.012824165,0.0064120824
6.386,7588.496,1.974054e-05,0.18669933,0.1,0.028100558,3.0662445e-30,0.012824165,0.0064120824
6.388,7595.2188,1.9695908e-05,0.18677808,0.1,0.028068773,1.6576844e-18,0.012824165,0.0064120824
6.39,7601.9443,1.9651376e-05,0.18685682,0.1,0.028037025,3.0768681e-30,0.012824165,0.0064120824
6.392,7608.6724,1.9606945e-05,0.18693556,0.1,0.028005311,9.729483e-31,0.012824165,0.0064120824
6.394,7615.4033,1.9562616e-05,0.18701428,0.1,0.027973633,8.289169e-19,0.012824165,0.0064120824
6.396,7622.138,1.9518386e-05,0.18709302,0.1,0.027941993,5.8878105e-31,0.012824165,0.0064120824
6.398,7628.874,1.9474257e-05,0.18717174,0.1,0.027910387,2.3562157e-31,0.012824165,0.0064120824
6.4,7635.614,1.9430227e-05,0.18725045,0.1,0.027878817,1.0190216e-18,0.012824165,0.0064120824
6.402,7642.3564,1.9386296e-05,0.18732916,0.1,0.027847284,1.4468658e-18,0.012824165,0.0064120824
6.404,7649.102,1.9342466e-05,0.18740787,0.1,0.027815785,8.1519816e-32,0.012824165,0.0064120824
6.406,7655.8496,1.9298734e-05,0.18748657,0.1,0.027784323,1.2878214e-18,0.012824165,0.0064120824
6.408,7662.6006,1.92551e-05,0.18756527,0.1,0.027752897,9.667153e-19,0.012824165,0.0064120824
6.41,7669.3545,1.9211566e-05,0.18764396,0.1,0.027721506,8.030974e-19,0.012824165,0.0064120824
6.412,7676.111,1.916813e-05,0.18772264,0.1,0.02769015,1.4080332e-30,0.012824165,0.0064120824
6.414,7682.8706,1.9124793e-05,0.18780132,0.1,0.02765883,4.0216156e-30,0.012824165,0.0064120824
6.416,7689.633,1.9081554e-05,0.18788,0.1,0.027627544,1.3838367e-18,0.012824165,0.0064120824
6.418,7696.398,1.9038413e-05,0.18795866,0.1,0.027596297,1.6639967e-30,0.012824165,0.0064120824
6.42,7703.1655,1.8995368e-05,0.18803732,0.1,0.027565083,1.4459767e-30,0.012824165,0.0064120824
6.422,7709.937,1.8952422e-05,0.18811598,0.1,0.027533904,7.4412155e-30,0.012824165,0.0064120824
6.424,7716.71,1.8909574e-05,0.18819463,0.1,0.02750276,6.5285217e-18,0.012824165,0.0064120824
6.426,7723.4863,1.886682e-05,0.18827328,0.1,0.027471652,7.334893e-18,0.012824165,0.0064120824
6.428,7730.266,1.8824165e-05,0.18835193,0.1,0.02744058,1.7389605e-17,0.012824165,0.0064120824
6.43,7737.048,1.8781606e-05,0.18843056,0.1,0.027409542,6.578702e-29,0.012824165,0.0064120824
6.432,7743.833,1.8739143e-05,0.1885092,0.1,0.02737854,1.5951604e-29,0.012824165,0.0064120824
6.434,7750.6206,1.8696775e-05,0.18858783,0.1,0.027347572,3.0765626e-29,0.012824165,0.0064120824
6.436,7757.411,1.8654506e-05,0.18866645,0.1,0.027316641,1.7331332e-29,0.012824165,0.0064120824
6.438,7764.204,1.8612329e-05,0.18874507,0.1,0.027285744,3.8702465e-30,0.012824165,0.0064120824
6.44,7771.0005,1.857025e-05,0.18882369,0.1,0.027254881,1.367249e-17,0.012824165,0.0064120824
6.442,7777.8,1.8528266e-05,0.18890229,0.1,0.027224055,8.1501503e-29,0.012824165,0.0064120824
6.444,7784.6016,1.8486375e-05,0.18898089,0.1,0.027193261,1.3306206e-17,0.012824165,0.0064120824
6.446,7791.4062,1.844458e-05,0.18905948,0.1,0.027162505,1.6533539e-17,0.012824165,0.0064120824
6.448,7798.214,1.840288e-05,0.18913807,0.1,0.027131783,6.2384647e-18,0.012824165,0.0064120824
6.45,7805.0244,1.8361274e-05,0.18921666,0.1,0.027101094,2.2701321e-28,0.012824165,0.0064120824
6.452,7811.8374,1.8319763e-05,0.18929525,0.1,0.027070442,2.1202942e-17,0.012824165,0.0064120824
6.454,7818.6533,1.8278344e-05,0.18937382,0.1,0.027039824,4.7304904e-18,0.012824165,0.0064120824
6.456,7825.4727,1.823702e-05,0.1894524,0.1,0.02700924,1.4569847e-17,0.012824165,0.0064120824
6.458,7832.2944,1.819579e-05,0.18953095,0.1,0.02697869,3.1035078e-30,0.012824165,0.0064120824
6.46,7839.119,1.8154651e-05,0.18960951,0.1,0.026948176,5.208226e-29,0.012824165,0.0064120824
6.462,7845.9463,1.8113607e-05,0.18968807,0.1,0.026917698,4.8103998e-18,0.012824165,0.0064120824
6.464,7852.776,1.8072657e-05,0.18976662,0.1,0.026887251,4.0643158e-29,0.012824165,0.0064120824
6.466,7859.6094,1.8031797e-05,0.18984516,0.1,0.026856842,5.2547744e-18,0.012824165,0.0064120824
6.468,7866.445,1.7991031e-05,0.1899237,0.1,0.026826466,1.1104114e-17,0.012824165,0.0064120824
6.47,7873.2837,1.7950357e-05,0.19000223,0.1,0.026796123,1.5780311e-17,0.012824165,0.0064120824
6.472,7880.1255,1.7909775e-05,0.19008076,0.1,0.026765816,1.3164142e-17,0.012824165,0.0064120824
6.474,7886.969,1.7869284e-05,0.19015929,0.1,0.026735542,9.095681e-29,0.012824165,0.0064120824
6.476,7893.8164,1.7828885e-05,0.1902378,0.1,0.026705304,7.413065e-18,0.012824165,0.0064120824
6.478,7900.6665,1.7788578e-05,0.19031632,0.1,0.0266751,1.3080798e-30,0.012824165,0.0064120824
6.48,7907.5195,1.7748362e-05,0.19039483,0.1,0.026644928,1.742874e-17,0.012824165,0.0064120824
6.482,7914.375,1.7708237e-05,0.19047333,0.1,0.026614793,1.0037372e-29,0.012824165,0.0064120824
6.484,7921.2334,1.7668202e-05,0.19055183,0.1,0.02658469,9.465513e-18,0.012824165,0.0064120824
6.486,7928.0947,1.762826e-05,0.19063033,0.1,0.026554622,1.29237e-17,0.012824165,0.0064120824
6.488,7934.9595,1.7588405e-05,0.19070882,0.1,0.026524588,1.9759614e-29,0.012824165,0.0064120824
6.49,7941.8257,1.7548642e-05,0.1907873,0.1,0.026494589,1.5444804e-29,0.012824165,0.0064120824
6.492,7948.696,1.750897e-05,0.19086577,0.1,0.026464622,3.5709983e-18,0.012824165,0.0064120824
6.494,7955.5684,1.7469385e-05,0.19094425,0.1,0.026434692,2.4613573e-29,0.012824165,0.0064120824
6.496,7962.4434,1.7429891e-05,0.19102271,0.1,0.026404792,1.01132136e-17,0.012824165,0.0064120824
6.498,7969.3223,1.7390486e-05,0.19110118,0.1,0.026374929,3.6127455e-30,0.012824165,0.0064120824
6.5,7976.2026,1.7351173e-05,0.19117963,0.1,0.026345098,1.4282829e-30,0.012824165,0.0064120824
6.502,7983.087,1.7311946e-05,0.19125809,0.1,0.026315302,2.4806246e-31,0.012824165,0.0064120824
6.504,7989.973,1.7272809e-05,0.19133653,0.1,0.02628554,5.398888e-18,0.012824165,0.0064120824
6.506,7996.8633,1.7233759e-05,0.19141497,0.1,0.02625581,5.8308706e-19,0.012824165,0.0064120824
6.508,8003.7554,1.7194798e-05,0.1914934,0.1,0.026226114,2.3443895e-18,0.012824165,0.0064120824
6.51,8010.6504,1.7155926e-05,0.19157185,0.1,0.026196454,1.7426501e-18,0.012824165,0.0064120824
6.512,8017.5483,1.7117141e-05,0.19165027,0.1,0.026166825,8.791443e-32,0.012824165,0.0064120824
6.514,8024.449,1.7078444e-05,0.19172868,0.1,0.02613723,2.1325181e-31,0.012824165,0.0064120824
6.516,8031.353,1.7039834e-05,0.1918071,0.1,0.02610767,8.507604e-19,0.012824165,0.0064120824
6.518,8038.26,1.7001314e-05,0.19188552,0.1,0.026078142,8.904345e-19,0.012824165,0.0064120824
6.52,8045.169,1.6962878e-05,0.19196393,0.1,0.02604865,6.4890815e-31,0.012824165,0.0064120824
6.522,8052.081,1.692453e-05,0.19204232,0.1,0.026019188,3.8287225e-18,0.012824165,0.0064120824
6.524,8058.9956,1.688627e-05,0.19212072,0.1,0.025989762,1.4159229e-30,0.012824165,0.0064120824
6.526,8065.9136,1.6848095e-05,0.19219911,0.1,0.025960367,1.9673854e-30,0.012824165,0.0064120824
6.528,8072.8345,1.6810007e-05,0.19227749,0.1,0.025931006,2.0124104e-30,0.012824165,0.0064120824
6.53,8079.758,1.6772005e-05,0.19235587,0.1,0.025901679,4.2873947e-30,0.012824165,0.0064120824
6.532,8086.6836,1.673409e-05,0.19243424,0.1,0.025872385,4.9596898e-30,0.012824165,0.0064120824
6.534,8093.613,1.669626e-05,0.19251262,0.1,0.025843125,3.624716e-30,0.012824165,0.0064120824
6.536,8100.545,1.6658514e-05,0.19259098,0.1,0.025813896,6.8440283e-18,0.012824165,0.0064120824
6.538,8107.4795,1.6620856e-05,0.19266933,0.1,0.025784701,1.2784205e-17,0.012824165,0.0064120824
6.54,8114.417,1.6583283e-05,0.19274768,0.1,0.02575554,7.111195e-29,0.012824165,0.0064120824
6.542,8121.357,1.6545793e-05,0.19282603,0.1,0.025726411,8.259983e-18,0.012824165,0.0064120824
6.544,8128.3003,1.650839e-05,0.19290438,0.1,0.025697317,1.7952881e-29,0.012824165,0.0064120824
6.546,8135.246,1.647107e-05,0.19298272,0.1,0.025668254,2.2855145e-28,0.012824165,0.0064120824
6.548,8142.195,1.6433834e-05,0.19306105,0.1,0.025639225,2.9483864e-18,0.012824165,0.0064120824
6.55,8149.147,1.6396685e-05,0.19313937,0.1,0.025610227,4.184998e-28,0.012824165,0.0064120824
6.552,8156.101,1.6359618e-05,0.19321771,0.1,0.025581265,7.559783e-18,0.012824165,0.0064120824
6.554,8163.0586,1.6322636e-05,0.19329602,0.1,0.025552332,5.7484036e-18,0.012824165,0.0064120824
6.556,8170.0186,1.6285736e-05,0.19337434,0.1,0.025523435,1.9530807e-28,0.012824165,0.0064120824
6.558,8176.981,1.6248921e-05,0.19345264,0.1,0.02549457,6.513617e-29,0.012824165,0.0064120824
6.56,8183.9473,1.6212189e-05,0.19353095,0.1,0.025465736,3.4718243e-18,0.012824165,0.0064120824
6.562,8190.916,1.617554e-05,0.19360924,0.1,0.025436938,3.66565e-18,0.012824165,0.0064120824
6.564,8197.888,1.6138974e-05,0.19368753,0.1,0.02540817,1.8592014e-17,0.012824165,0.0064120824
6.566,8204.861,1.6102491e-05,0.19376582,0.1,0.025379434,6.253544e-18,0.012824165,0.0064120824
6.568,8211.838,1.606609e-05,0.19384411,0.1,0.025350733,1.9097351e-29,0.012824165,0.0064120824
6.57,8218.818,1.6029771e-05,0.19392239,0.1,0.025322063,7.8996245e-18,0.012824165,0.0064120824
6.572,8225.801,1.5993535e-05,0.19400065,0.1,0.025293427,3.4643733e-29,0.012824165,0.0064120824
6.574,8232.786,1.5957381e-05,0.19407892,0.1,0.02526482,1.7826514e-29,0.012824165,0.0064120824
6.576,8239.774,1.5921309e-05,0.19415718,0.1,0.025236249,2.6396537e-18,0.012824165,0.0064120824
6.578,8246.765,1.5885318e-05,0.19423544,0.1,0.02520771,9.202736e-18,0.012824165,0.0064120824
6.58,8253.759,1.5849408e-05,0.19431369,0.1,0.025179202,3.718658e-18,0.012824165,0.0064120824
6.582,8260.756,1.581358e-05,0.19439194,0.1,0.025150726,5.7887887e-29,0.012824165,0.0064120824
6.584,8267.755,1.5777832e-05,0.19447018,0.1,0.025122283,1.9520723e-29,0.012824165,0.0064120824
6.586,8274.758,1.5742167e-05,0.19454841,0.1,0.025093872,2.3176304e-17,0.012824165,0.0064120824
6.588,8281.763,1.5706582e-05,0.19462664,0.1,0.025065493,1.2400265e-17,0.012824165,0.0064120824
6.59,8288.7705,1.5671078e-05,0.19470488,0.1,0.025037147,1.5085794e-17,0.012824165,0.0064120824
6.592,8295.781,1.5635653e-05,0.19478309,0.1,0.025008833,1.1463523e-29,0.012824165,0.0064120824
6.594,8302.796,1.5600308e-05,0.19486131,0.1,0.02498055,7.629718e-18,0.012824165,0.0064120824
6.596,8309.812,1.5565043e-05,0.19493951,0.1,0.0249523,1.4215519e-17,0.012824165,0.0064120824
6.598,8316.831,1.5529859e-05,0.19501773,0.1,0.024924083,1.270513e-29,0.012824165,0.0064120824
6.6,8323.854,1.5494754e-05,0.19509593,0.1,0.024895897,7.5531166e-30,0.012824165,0.0064120824
6.602,8330.878,1.545973e-05,0.19517411,0.1,0.024867743,5.566704e-18,0.012824165,0.0064120824
6.604,8337.905,1.5424783e-05,0.1952523,0.1,0.024839621,5.7165335e-18,0.012824165,0.0064120824
6.606,8344.936,1.5389916e-05,0.19533049,0.1,0.02481153,1.8724854e-30,0.012824165,0.0064120824
6.608,8351.97,1.5355128e-05,0.19540867,0.1,0.024783472,1.8729993e-31,0.012824165,0.0064120824
6.61,8359.006,1.5320418e-05,0.19548684,0.1,0.024755444,9.653756e-31,0.012824165,0.0064120824
6.612,8366.044,1.5285787e-05,0.19556502,0.1,0.02472745,3.992084e-18,0.012824165,0.0064120824
6.614,8373.086,1.5251235e-05,0.19564317,0.1,0.024699487,1.4174957e-30,0.012824165,0.0064120824
6.616,8380.13,1.521676e-05,0.19572134,0.1,0.024671555,4.0440964e-18,0.012824165,0.0064120824
6.618,8387.178,1.5182364e-05,0.19579948,0.1,0.024643656,6.814124e-31,0.012824165,0.0064120824
6.62,8394.228,1.5148045e-05,0.19587764,0.1,0.024615787,2.1994164e-18,0.012824165,0.0064120824
6.622,8401.281,1.5113805e-05,0.19595578,0.1,0.02458795,7.3599507e-19,0.012824165,0.0064120824
6.624,8408.337,1.5079641e-05,0.19603392,0.1,0.024560146,5.829494e-20,0.012824165,0.0064120824
6.626,8415.3955,1.5045554e-05,0.19611205,0.1,0.02453237,5.38718e-31,0.012824165,0.0064120824
6.628,8422.457,1.5011545e-05,0.1961902,0.1,0.024504628,9.858497e-31,0.012824165,0.0064120824
6.63,8429.521,1.49776115e-05,0.1962683,0.1,0.024476916,2.5562638e-18,0.012824165,0.0064120824
6.632,8436.589,1.4943755e-05,0.19634643,0.1,0.024449237,2.603473e-18,0.012824165,0.0064120824
6.634,8443.658,1.4909975e-05,0.19642454,0.1,0.024421588,2.5980885e-18,0.012824165,0.0064120824
6.636,8450.73,1.4876271e-05,0.19650266,0.1,0.024393968,1.780416e-18,0.012824165,0.0064120824
6.638,8457.806,1.4842644e-05,0.19658075,0.1,0.024366383,2.7018846e-18,0.012824165,0.0064120824
6.64,8464.885,1.4809093e-05,0.19665885,0.1,0.024338828,1.0447047e-18,0.012824165,0.0064120824
6.642,8471.966,1.4775618e-05,0.19673695,0.1,0.024311304,6.007832e-29,0.012824165,0.0064120824
6.644,8479.05,1.4742218e-05,0.19681503,0.1,0.024283811,1.5276993e-30,0.012824165,0.0064120824
6.646,8486.137,1.4708894e-05,0.19689311,0.1,0.024256349,4.4492806e-29,0.012824165,0.0064120824
6.648,8493.226,1.4675646e-05,0.1969712,0.1,0.02422892,8.549016e-31,0.012824165,0.0064120824
6.65,8500.318,1.4642473e-05,0.19704926,0.1,0.02420152,9.331899e-29,0.012824165,0.0064120824
6.652,8507.414,1.4609374e-05,0.19712733,0.1,0.02417415,1.6588694e-18,0.012824165,0.0064120824
6.654,8514.512,1.4576351e-05,0.1972054,0.1,0.024146814,3.4829623e-18,0.012824165,0.0064120824
6.656,8521.612,1.4543401e-05,0.19728345,0.1,0.024119508,9.039066e-18,0.012824165,0.0064120824
6.658,8528.716,1.4510528e-05,0.1973615,0.1,0.024092231,3.9060333e-29,0.012824165,0.0064120824
6.66,8535.823,1.4477728e-05,0.19743955,0.1,0.024064986,5.951491e-29,0.012824165,0.0064120824
6.662,8542.932,1.4445002e-05,0.19751759,0.1,0.024037773,1.9495403e-17,0.012824165,0.0064120824
6.664,8550.044,1.44123505e-05,0.19759563,0.1,0.02401059,1.3105166e-17,0.012824165,0.0064120824
6.666,8557.158,1.4379772e-05,0.19767366,0.1,0.023983438,2.3607174e-18,0.012824165,0.0064120824
6.668,8564.276,1.4347269e-05,0.19775169,0.1,0.023956316,1.2697507e-17,0.012824165,0.0064120824
6.67,8571.396,1.4314838e-05,0.19782971,0.1,0.023929225,6.6002817e-29,0.012824165,0.0064120824
6.672,8578.5205,1.4282481e-05,0.19790773,0.1,0.023902165,9.115119e-18,0.012824165,0.0064120824
6.674,8585.646,1.4250197e-05,0.19798574,0.1,0.023875136,6.001923e-18,0.012824165,0.0064120824
6.676,8592.775,1.4217986e-05,0.19806375,0.1,0.023848137,8.700411e-18,0.012824165,0.0064120824
6.678,8599.906,1.4185848e-05,0.19814175,0.1,0.02382117,2.4315555e-29,0.012824165,0.0064120824
6.68,8607.041,1.4153782e-05,0.19821975,0.1,0.023794232,7.596632e-18,0.012824165,0.0064120824
6.682,8614.179,1.412179e-05,0.19829774,0.1,0.023767324,1.1511926e-17,0.012824165,0.0064120824
6.684,8621.318,1.4089869e-05,0.19837573,0.1,0.023740448,2.6803044e-29,0.012824165,0.0064120824
6.686,8628.462,1.40580205e-05,0.19845371,0.1,0.023713602,7.9892975e-18,0.012824165,0.0064120824
6.688,8635.607,1.4026245e-05,0.19853169,0.1,0.023686785,3.087466e-17,0.012824165,0.0064120824
6.69,8642.756,1.39945405e-05,0.19860965,0.1,0.02366,5.71712e-30,0.012824165,0.0064120824
6.692,8649.907,1.3962907e-05,0.19868761,0.1,0.023633245,3.2368775e-18,0.012824165,0.0064120824
6.694,8657.062,1.3931346e-05,0.19876558,0.1,0.02360652,4.2964786e-29,0.012824165,0.0064120824
6.696,8664.218,1.3899857e-05,0.19884354,0.1,0.023579825,2.656735e-29,0.012824165,0.0064120824
6.698,8671.378,1.3868438e-05,0.19892149,0.1,0.023553161,4.6023527e-29,0.012824165,0.0064120824
6.7,8678.54,1.3837091e-05,0.19899943,0.1,0.023526527,6.3021456e-18,0.012824165,0.0064120824
