Time(s); gENROE.delta; gENROE.PELEC; sT5B.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
2.27898; 50.105; 0.735383; 2.55984; 0.4; 0.00131515; 0.0128366; 0.0136699; 0.025; 0.958962
2.27998; 50.1284; 0.73569; 2.55942; 0.4; 0.00127589; 0.0128345; 0.0135672; 0.025; 0.959412
2.28098; 50.151; 0.735982; 2.5589; 0.4; 0.0012366; 0.0128319; 0.0134669; 0.025; 0.959857
2.28198; 50.1729; 0.73626; 2.5583; 0.4; 0.00119727; 0.0128289; 0.0133689; 0.025; 0.960296
2.28298; 50.1941; 0.736524; 2.55759; 0.4; 0.00115792; 0.0128254; 0.0132731; 0.025; 0.960731
2.28398; 50.2146; 0.736773; 2.5568; 0.4; 0.00111854; 0.0128214; 0.0131796; 0.025; 0.96116
2.28498; 50.2343; 0.737007; 2.55594; 0.4; 0.00107913; 0.0128171; 0.0130881; 0.025; 0.961584
2.28598; 50.2534; 0.737227; 2.55497; 0.4; 0.00103969; 0.0128123; 0.0129987; 0.025; 0.962003
2.28698; 50.2718; 0.737433; 2.55392; 0.4; 0.00100024; 0.012807; 0.0129112; 0.025; 0.962418
2.28798; 50.2894; 0.737625; 2.55279; 0.4; 0.000960761; 0.0128014; 0.0128257; 0.025; 0.962828
2.28898; 50.3064; 0.737802; 2.55156; 0.4; 0.000921264; 0.0127952; 0.012742; 0.025; 0.963234
2.28998; 50.3226; 0.737965; 2.55025; 0.4; 0.000881748; 0.0127887; 0.0126601; 0.025; 0.963635
2.29098; 50.3381; 0.738113; 2.54884; 0.4; 0.000842217; 0.0127816; 0.01258; 0.025; 0.964032
2.29198; 50.3529; 0.738247; 2.54734; 0.4; 0.000802671; 0.0127741; 0.0125015; 0.0249947; 0.964425
2.29298; 50.367; 0.738367; 2.54578; 0.4; 0.000763111; 0.0127663; 0.0124246; 0.0249838; 0.964814
2.29398; 50.3804; 0.738473; 2.5441; 0.4; 0.000723541; 0.012758; 0.0123493; 0.024973; 0.965198
2.29498; 50.3931; 0.738565; 2.54236; 0.4; 0.00068396; 0.0127492; 0.0122755; 0.0249622; 0.965579
2.29598; 50.405; 0.738642; 2.54053; 0.4; 0.000644372; 0.0127401; 0.0122032; 0.0249514; 0.965956
2.29698; 50.4162; 0.738705; 2.53862; 0.4; 0.000604777; 0.0127306; 0.0121323; 0.0249406; 0.966329
2.29798; 50.4268; 0.738755; 2.53665; 0.4; 0.000565178; 0.0127207; 0.0120628; 0.0249298; 0.966699
2.29898; 50.4366; 0.738789; 2.53459; 0.4; 0.000525576; 0.0127104; 0.0119947; 0.024919; 0.967065
2.29998; 50.4457; 0.73881; 2.53243; 0.4; 0.000485972; 0.0126996; 0.0119278; 0.0249082; 0.967427
2.30098; 50.4541; 0.738817; 2.5302; 0.4; 0.000446368; 0.0126885; 0.0118621; 0.0248975; 0.967786
2.30198; 50.4618; 0.73881; 2.52792; 0.4; 0.000406766; 0.0126771; 0.0117977; 0.0248867; 0.968142
2.30298; 50.4687; 0.738789; 2.52553; 0.4; 0.000367168; 0.0126651; 0.0117344; 0.0248759; 0.968494
2.30398; 50.475; 0.738754; 2.52308; 0.4; 0.000327575; 0.0126529; 0.0116722; 0.0248651; 0.968844
2.30498; 50.4805; 0.738705; 2.52056; 0.4; 0.000287988; 0.0126403; 0.0116111; 0.0248543; 0.96919
2.30598; 50.4854; 0.738642; 2.51795; 0.4; 0.000248411; 0.0126273; 0.011551; 0.0248435; 0.969533
2.30698; 50.4895; 0.738565; 2.5153; 0.4; 0.000208843; 0.012614; 0.011492; 0.0248327; 0.969873
2.30798; 50.4929; 0.738473; 2.51256; 0.4; 0.000169286; 0.0126003; 0.0114339; 0.0248218; 0.970211
2.30898; 50.4956; 0.738369; 2.50976; 0.4; 0.000129743; 0.0125863; 0.0113767; 0.024811; 0.970545
2.30998; 50.4975; 0.73825; 2.50688; 0.4; 9.02154e-05; 0.0125719; 0.0113205; 0.0248001; 0.970877
2.31098; 50.4988; 0.738117; 2.50394; 0.4; 5.07038e-05; 0.0125572; 0.0112651; 0.0247892; 0.971206
2.31198; 50.4994; 0.737971; 2.50092; 0.4; 1.12104e-05; 0.0125421; 0.0112105; 0.0247782; 0.971532
2.31298; 50.4992; 0.737811; 2.49786; 0.4; -2.82632e-05; 0.0125268; 0.0111567; 0.0247673; 0.971856
2.31398; 50.4984; 0.737637; 2.49473; 0.4; -6.77155e-05; 0.0125112; 0.0111038; 0.0247563; 0.972178
2.31498; 50.4968; 0.737449; 2.49151; 0.4; -0.000107145; 0.0124951; 0.0110515; 0.0247453; 0.972497
2.31598; 50.4945; 0.737248; 2.48825; 0.4; -0.00014655; 0.0124788; 0.011; 0.0247342; 0.972813
2.31698; 50.4915; 0.737033; 2.48493; 0.4; -0.000185928; 0.0124622; 0.0109491; 0.0247232; 0.973127
2.31798; 50.4878; 0.736804; 2.48153; 0.4; -0.000225279; 0.0124452; 0.0108989; 0.0247121; 0.973439
2.31898; 50.4834; 0.736562; 2.47809; 0.4; -0.0002646; 0.012428; 0.0108494; 0.0247009; 0.973749
2.31998; 50.4783; 0.736306; 2.4746; 0.4; -0.000303891; 0.0124105; 0.0108005; 0.0246897; 0.974056
2.32098; 50.4724; 0.736036; 2.47101; 0.4; -0.000343149; 0.0123926; 0.0107521; 0.0246785; 0.974362
2.32197; 50.4659; 0.735753; 2.46741; 0.4; -0.000382373; 0.0123746; 0.0107043; 0.0246672; 0.974665
2.32297; 50.4587; 0.735456; 2.46375; 0.4; -0.000421561; 0.0123563; 0.0106571; 0.0246559; 0.974966
2.32397; 50.4507; 0.735146; 2.46001; 0.4; -0.000460712; 0.0123376; 0.0106104; 0.0246446; 0.975266
2.32497; 50.4421; 0.734822; 2.45624; 0.4; -0.000499824; 0.0123187; 0.0105642; 0.0246332; 0.975563
2.32597; 50.4328; 0.734485; 2.4524; 0.4; -0.000538895; 0.0122995; 0.0105184; 0.0246218; 0.975859
2.32697; 50.4227; 0.734134; 2.44851; 0.4; -0.000577925; 0.0122801; 0.0104731; 0.0246103; 0.976152
2.32797; 50.4119; 0.73377; 2.4446; 0.4; -0.000616911; 0.0122606; 0.0104283; 0.0245987; 0.976444
2.32897; 50.4005; 0.733393; 2.4406; 0.4; -0.000655852; 0.0122406; 0.0103838; 0.0245872; 0.976734
2.32997; 50.3883; 0.733002; 2.43657; 0.4; -0.000694746; 0.0122204; 0.0103398; 0.0245755; 0.977023
2.33097; 50.3755; 0.732598; 2.43248; 0.4; -0.000733592; 0.0122; 0.0102961; 0.0245638; 0.977309
2.33197; 50.3619; 0.73218; 2.42836; 0.4; -0.000772388; 0.0121794; 0.0102529; 0.0245521; 0.977595
2.33297; 50.3477; 0.731749; 2.42418; 0.4; -0.000811132; 0.0121584; 0.0102099; 0.0245403; 0.977878
2.33397; 50.3327; 0.731305; 2.41997; 0.4; -0.000849824; 0.0121374; 0.0101673; 0.0245284; 0.97816
2.33497; 50.3171; 0.730848; 2.41571; 0.4; -0.000888461; 0.0121161; 0.0101251; 0.0245165; 0.97844
2.33597; 50.3007; 0.730378; 2.41141; 0.4; -0.000927043; 0.0120946; 0.0100831; 0.0245046; 0.97872
2.33697; 50.2837; 0.729894; 2.40704; 0.4; -0.000965566; 0.0120728; 0.0100414; 0.0244925; 0.978997
2.33797; 50.266; 0.729397; 2.40265; 0.4; -0.00100403; 0.0120508; 0.00999995; 0.0244804; 0.979273
2.33897; 50.2476; 0.728887; 2.39822; 0.4; -0.00104244; 0.0120287; 0.00995882; 0.0244683; 0.979548
2.33997; 50.2285; 0.728364; 2.39375; 0.4; -0.00108078; 0.0120063; 0.00991791; 0.0244561; 0.979821
2.34097; 50.2087; 0.727828; 2.38924; 0.4; -0.00111906; 0.0119837; 0.00987724; 0.0244438; 0.980093
2.34197; 50.1882; 0.727279; 2.3847; 0.4; -0.00115727; 0.0119611; 0.00983682; 0.0244315; 0.980364
2.34297; 50.167; 0.726717; 2.3801; 0.4; -0.00119541; 0.0119381; 0.00979658; 0.0244191; 0.980634
2.34397; 50.1451; 0.726141; 2.37548; 0.4; -0.00123349; 0.011915; 0.00975657; 0.0244066; 0.980902
2.34497; 50.1226; 0.725553; 2.37083; 0.4; -0.0012715; 0.0118917; 0.00971675; 0.0243941; 0.981169
2.34597; 50.0994; 0.724952; 2.36613; 0.4; -0.00130944; 0.0118682; 0.0096771; 0.0243815; 0.981435
2.34697; 50.0754; 0.724338; 2.36142; 0.4; -0.0013473; 0.0118446; 0.00963764; 0.0243688; 0.9817
2.34797; 50.0508; 0.723711; 2.35664; 0.4; -0.00138509; 0.0118208; 0.0095983; 0.024356; 0.981964
2.34897; 50.0256; 0.723071; 2.35187; 0.4; -0.00142281; 0.0117969; 0.00955918; 0.0243432; 0.982226
2.34997; 49.9996; 0.722419; 2.34703; 0.4; -0.00146044; 0.0117727; 0.00952014; 0.0243304; 0.982488
2.35097; 49.973; 0.721753; 2.34217; 0.4; -0.001498; 0.0117484; 0.00948125; 0.0243174; 0.982748
2.35197; 49.9457; 0.721075; 2.3373; 0.4; -0.00153548; 0.0117241; 0.00944255; 0.0243044; 0.983008
2.35297; 49.9177; 0.720384; 2.33238; 0.4; -0.00157288; 0.0116995; 0.00940391; 0.0242913; 0.983266
2.35397; 49.8891; 0.719681; 2.32743; 0.4; -0.00161019; 0.0116747; 0.00936538; 0.0242781; 0.983523
2.35497; 49.8598; 0.718965; 2.32247; 0.4; -0.00164742; 0.0116499; 0.009327; 0.0242649; 0.98378
2.35597; 49.8298; 0.718236; 2.31746; 0.4; -0.00168456; 0.0116248; 0.00928866; 0.0242516; 0.984036
2.35697; 49.7991; 0.717495; 2.31245; 0.4; -0.00172162; 0.0115998; 0.00925049; 0.0242382; 0.98429
2.35797; 49.7678; 0.716741; 2.30738; 0.4; -0.00175858; 0.0115744; 0.00921233; 0.0242248; 0.984544
2.35897; 49.7358; 0.715975; 2.30232; 0.4; -0.00179546; 0.0115491; 0.00917431; 0.0242112; 0.984797
2.35997; 49.7032; 0.715196; 2.2972; 0.4; -0.00183224; 0.0115235; 0.00913631; 0.0241976; 0.985049
2.36097; 49.6698; 0.714404; 2.29209; 0.4; -0.00186893; 0.011498; 0.00909843; 0.0241839; 0.9853
2.36197; 49.6359; 0.7136; 2.28694; 0.4; -0.00190553; 0.0114722; 0.00906059; 0.0241702; 0.98555
2.36297; 49.6012; 0.712784; 2.28178; 0.4; -0.00194202; 0.0114464; 0.00902284; 0.0241563; 0.9858
2.36397; 49.566; 0.711956; 2.27658; 0.4; -0.00197842; 0.0114204; 0.00898511; 0.0241424; 0.986049
2.36497; 49.53; 0.711115; 2.27137; 0.4; -0.00201473; 0.0113943; 0.00894744; 0.0241284; 0.986297
2.36597; 49.4934; 0.710261; 2.26613; 0.4; -0.00205093; 0.0113682; 0.00890981; 0.0241144; 0.986544
2.36697; 49.4562; 0.709396; 2.26089; 0.4; -0.00208703; 0.011342; 0.00887226; 0.0241002; 0.98679
2.36797; 49.4183; 0.708518; 2.25564; 0.4; -0.00212302; 0.0113157; 0.00883476; 0.024086; 0.987036
2.36897; 49.3797; 0.707628; 2.25035; 0.4; -0.00215891; 0.0112892; 0.00879725; 0.0240717; 0.987281
2.36997; 49.3406; 0.706726; 2.24505; 0.4; -0.0021947; 0.0112627; 0.0087598; 0.0240573; 0.987525
2.37097; 49.3007; 0.705812; 2.23972; 0.4; -0.00223037; 0.0112361; 0.00872236; 0.0240428; 0.987768
2.37197; 49.2603; 0.704886; 2.2344; 0.4; -0.00226594; 0.0112095; 0.008685; 0.0240283; 0.988011
2.37297; 49.2192; 0.703948; 2.22901; 0.4; -0.00230139; 0.0111825; 0.00864755; 0.0240137; 0.988253
2.37397; 49.1774; 0.702998; 2.22368; 0.4; -0.00233674; 0.0111558; 0.00861026; 0.023999; 0.988495
2.37497; 49.135; 0.702036; 2.21829; 0.4; -0.00237197; 0.0111289; 0.00857292; 0.0239842; 0.988736
2.37597; 49.092; 0.701062; 2.21291; 0.4; -0.00240709; 0.011102; 0.00853563; 0.0239694; 0.988976
2.37697; 49.0484; 0.700076; 2.20749; 0.4; -0.00244209; 0.0110749; 0.00849832; 0.0239544; 0.989215
2.37797; 49.0041; 0.699078; 2.20209; 0.4; -0.00247697; 0.0110479; 0.00846108; 0.0239394; 0.989454
2.37897; 48.9592; 0.698069; 2.19666; 0.4; -0.00251173; 0.0110207; 0.00842381; 0.0239243; 0.989692
2.37997; 48.9137; 0.697047; 2.19122; 0.4; -0.00254638; 0.0109935; 0.00838657; 0.0239091; 0.98993
2.38097; 48.8675; 0.696014; 2.18578; 0.4; -0.0025809; 0.0109663; 0.00834935; 0.0238939; 0.990167
2.38197; 48.8208; 0.694969; 2.18031; 0.4; -0.0026153; 0.0109389; 0.00831212; 0.0238785; 0.990403
2.38297; 48.7734; 0.693913; 2.17486; 0.4; -0.00264957; 0.0109117; 0.00827494; 0.0238631; 0.990639
2.38397; 48.7254; 0.692845; 2.16939; 0.4; -0.00268372; 0.0108843; 0.00823774; 0.0238476; 0.990874
2.38497; 48.6768; 0.691766; 2.16392; 0.4; -0.00271774; 0.0108569; 0.00820058; 0.023832; 0.991109
2.38597; 48.6276; 0.690675; 2.15841; 0.4; -0.00275164; 0.0108294; 0.00816337; 0.0238164; 0.991343
2.38697; 48.5777; 0.689572; 2.15292; 0.4; -0.0027854; 0.0108019; 0.00812621; 0.0238006; 0.991576
2.38797; 48.5273; 0.688458; 2.14744; 0.4; -0.00281903; 0.0107745; 0.00808909; 0.0237848; 0.991809
2.38897; 48.4762; 0.687333; 2.14194; 0.4; -0.00285254; 0.010747; 0.00805195; 0.0237689; 0.992041
2.38997; 48.4246; 0.686197; 2.13645; 0.4; -0.0028859; 0.0107195; 0.00801485; 0.023753; 0.992273
2.39097; 48.3723; 0.685049; 2.13092; 0.4; -0.00291913; 0.0106919; 0.00797769; 0.0237369; 0.992504
2.39197; 48.3195; 0.68389; 2.12543; 0.4; -0.00295223; 0.0106644; 0.00794061; 0.0237208; 0.992735
2.39297; 48.2661; 0.68272; 2.11991; 0.4; -0.00298519; 0.0106368; 0.00790351; 0.0237046; 0.992965
2.39397; 48.212; 0.681538; 2.11439; 0.4; -0.00301801; 0.0106092; 0.00786641; 0.0236883; 0.993194
2.39497; 48.1574; 0.680346; 2.10889; 0.4; -0.00305068; 0.0105817; 0.00782937; 0.0236719; 0.993423
2.39597; 48.1022; 0.679142; 2.10336; 0.4; -0.00308322; 0.010554; 0.00779228; 0.0236554; 0.993652
2.39697; 48.0464; 0.677928; 2.09785; 0.4; -0.00311562; 0.0105265; 0.00775525; 0.0236389; 0.99388
2.39797; 47.99; 0.676702; 2.09233; 0.4; -0.00314787; 0.0104988; 0.00771821; 0.0236223; 0.994107
2.39897; 47.9331; 0.675466; 2.08681; 0.4; -0.00317997; 0.0104712; 0.00768118; 0.0236056; 0.994334
2.39997; 47.8756; 0.674219; 2.0813; 0.4; -0.00321193; 0.0104437; 0.00764418; 0.0235889; 0.99456
2.40097; 47.8175; 0.67296; 2.0758; 0.4; -0.00324374; 0.0104161; 0.00760723; 0.023572; 0.994786
2.40197; 47.7588; 0.671692; 2.07028; 0.4; -0.0032754; 0.0103885; 0.00757024; 0.0235551; 0.995011
2.40297; 47.6995; 0.670412; 2.06479; 0.4; -0.00330691; 0.010361; 0.00753332; 0.0235381; 0.995235
2.40397; 47.6397; 0.669122; 2.05926; 0.4; -0.00333827; 0.0103334; 0.00749635; 0.0235211; 0.995459
2.40497; 47.5794; 0.667821; 2.05378; 0.4; -0.00336948; 0.010306; 0.00745949; 0.0235039; 0.995683
2.40597; 47.5184; 0.66651; 2.0483; 0.4; -0.00340053; 0.0102785; 0.00742263; 0.0234867; 0.995906
2.40697; 47.4569; 0.665188; 2.0428; 0.4; -0.00343143; 0.0102511; 0.00738578; 0.0234694; 0.996128
2.40797; 47.3949; 0.663856; 2.03732; 0.4; -0.00346217; 0.0102236; 0.00734894; 0.023452; 0.99635
2.40897; 47.3323; 0.662514; 2.03187; 0.4; -0.00349276; 0.0101964; 0.00731221; 0.0234346; 0.996571
2.40997; 47.2691; 0.661161; 2.02638; 0.4; -0.00352318; 0.0101689; 0.0072754; 0.0234171; 0.996792
2.41097; 47.2055; 0.659798; 2.02092; 0.4; -0.00355344; 0.0101416; 0.00723868; 0.0233995; 0.997012
2.41197; 47.1412; 0.658424; 2.0155; 0.4; -0.00358355; 0.0101144; 0.00720205; 0.0233818; 0.997232
2.41297; 47.0765; 0.657041; 2.01006; 0.4; -0.00361349; 0.0100872; 0.00716541; 0.0233641; 0.997451
2.41397; 47.0111; 0.655647; 2.00461; 0.4; -0.00364327; 0.01006; 0.00712878; 0.0233462; 0.997669
2.41497; 46.9453; 0.654243; 1.99921; 0.4; -0.00367288; 0.0100329; 0.00709225; 0.0233284; 0.997887
2.41597; 46.8789; 0.65283; 1.99379; 0.4; -0.00370232; 0.0100058; 0.00705573; 0.0233104; 0.998105
2.41697; 46.812; 0.651406; 1.98839; 0.4; -0.0037316; 0.0099788; 0.00701925; 0.0232924; 0.998322
2.41797; 46.7446; 0.649973; 1.983; 0.4; -0.00376071; 0.00995184; 0.00698283; 0.0232743; 0.998538
2.41897; 46.6766; 0.64853; 1.97763; 0.4; -0.00378966; 0.00992496; 0.00694647; 0.0232561; 0.998754
2.41997; 46.6081; 0.647077; 1.97226; 0.4; -0.00381843; 0.0098981; 0.00691016; 0.0232379; 0.998969
2.42097; 46.5392; 0.645614; 1.96691; 0.4; -0.00384703; 0.00987133; 0.0068739; 0.0232195; 0.999183
2.42197; 46.4696; 0.644142; 1.96156; 0.4; -0.00387545; 0.00984458; 0.00683768; 0.0232012; 0.999397
2.42297; 46.3996; 0.64266; 1.95623; 0.4; -0.00390371; 0.00981791; 0.00680154; 0.0231827; 0.999611
2.42397; 46.3291; 0.641169; 1.95094; 0.4; -0.00393178; 0.00979145; 0.0067655; 0.0231642; 0.999823
2.42497; 46.2581; 0.639668; 1.94563; 0.4; -0.00395969; 0.00976488; 0.00672946; 0.0231456; 1.00004
2.42597; 46.1866; 0.638158; 1.94035; 0.4; -0.00398741; 0.00973844; 0.00669351; 0.023127; 1.00025
2.42697; 46.1145; 0.636638; 1.93511; 0.4; -0.00401496; 0.00971219; 0.00665768; 0.0231083; 1.00046
2.42797; 46.042; 0.63511; 1.92985; 0.4; -0.00404232; 0.00968589; 0.00662187; 0.0230895; 1.00067
2.42897; 45.969; 0.633572; 1.92461; 0.4; -0.00406951; 0.00965966; 0.00658613; 0.0230706; 1.00088
2.42997; 45.8955; 0.632025; 1.91938; 0.4; -0.00409652; 0.00963352; 0.00655046; 0.0230517; 1.00109
2.43097; 45.8215; 0.630469; 1.91419; 0.4; -0.00412334; 0.00960754; 0.00651491; 0.0230327; 1.0013
2.43197; 45.7471; 0.628904; 1.90901; 0.4; -0.00414998; 0.00958163; 0.00647943; 0.0230137; 1.0015
2.43297; 45.6721; 0.62733; 1.90385; 0.4; -0.00417643; 0.00955576; 0.00644402; 0.0229946; 1.00171
2.43397; 45.5967; 0.625747; 1.89869; 0.4; -0.0042027; 0.00952997; 0.00640869; 0.0229754; 1.00192
2.43497; 45.5208; 0.624156; 1.89357; 0.4; -0.00422878; 0.00950436; 0.00637348; 0.0229562; 1.00212
2.43597; 45.4445; 0.622555; 1.88846; 0.4; -0.00425468; 0.00947877; 0.00633834; 0.0229369; 1.00233
2.43697; 45.3677; 0.620947; 1.8834; 0.4; -0.00428038; 0.00945345; 0.00630337; 0.0229176; 1.00253
2.43797; 45.2904; 0.619329; 1.87831; 0.4; -0.0043059; 0.00942796; 0.00626839; 0.0228982; 1.00274
2.43897; 45.2127; 0.617703; 1.87327; 0.4; -0.00433122; 0.00940274; 0.00623357; 0.0228787; 1.00294
2.43997; 45.1345; 0.616069; 1.86824; 0.4; -0.00435636; 0.00937756; 0.00619883; 0.0228592; 1.00314
2.44097; 45.0558; 0.614426; 1.86324; 0.4; -0.0043813; 0.00935252; 0.00616421; 0.0228396; 1.00335
2.44197; 44.9767; 0.612775; 1.85826; 0.4; -0.00440605; 0.00932762; 0.00612972; 0.0228199; 1.00355
2.44297; 44.8972; 0.611116; 1.85331; 0.4; -0.0044306; 0.00930286; 0.00609535; 0.0228003; 1.00375
2.44397; 44.8172; 0.609449; 1.84835; 0.4; -0.00445496; 0.00927802; 0.00606101; 0.0227805; 1.00395
2.44497; 44.7368; 0.607773; 1.84344; 0.4; -0.00447912; 0.00925342; 0.00602684; 0.0227607; 1.00415
2.44597; 44.656; 0.60609; 1.83855; 0.4; -0.00450308; 0.00922895; 0.0059928; 0.0227408; 1.00435
2.44697; 44.5747; 0.604399; 1.83368; 0.4; -0.00452685; 0.0092046; 0.00595888; 0.0227209; 1.00454
2.44797; 44.493; 0.6027; 1.82884; 0.4; -0.00455041; 0.00918037; 0.00592509; 0.0227009; 1.00474
2.44897; 44.4109; 0.600993; 1.82402; 0.4; -0.00457378; 0.00915624; 0.00589142; 0.0226809; 1.00494
2.44997; 44.3284; 0.599278; 1.81921; 0.4; -0.00459695; 0.00913214; 0.00585783; 0.0226609; 1.00513
2.45097; 44.2454; 0.597556; 1.81445; 0.4; -0.00461991; 0.00910836; 0.00582446; 0.0226407; 1.00533
2.45197; 44.162; 0.595827; 1.80972; 0.4; -0.00464267; 0.00908468; 0.00579122; 0.0226206; 1.00552
2.45297; 44.0783; 0.59409; 1.80497; 0.4; -0.00466523; 0.00906087; 0.00575801; 0.0226003; 1.00571
2.45397; 43.9941; 0.592345; 1.80027; 0.4; -0.00468758; 0.00903738; 0.00572501; 0.0225801; 1.00591
2.45497; 43.9095; 0.590593; 1.7956; 0.4; -0.00470973; 0.00901399; 0.00569215; 0.0225597; 1.0061
2.45597; 43.8245; 0.588834; 1.79097; 0.4; -0.00473167; 0.00899079; 0.00565946; 0.0225394; 1.00629
2.45697; 43.7392; 0.587068; 1.78635; 0.4; -0.0047534; 0.00896767; 0.00562689; 0.022519; 1.00648
2.45797; 43.6534; 0.585295; 1.78177; 0.4; -0.00477493; 0.00894474; 0.0055945; 0.0224985; 1.00667
2.45897; 43.5673; 0.583515; 1.7772; 0.4; -0.00479625; 0.00892187; 0.00556223; 0.022478; 1.00686
2.45996; 43.4807; 0.581728; 1.77267; 0.4; -0.00481736; 0.0088992; 0.00553013; 0.0224574; 1.00705
2.46096; 43.3938; 0.579934; 1.76818; 0.4; -0.00483826; 0.00887669; 0.00549821; 0.0224369; 1.00723
2.46196; 43.3066; 0.578134; 1.76367; 0.4; -0.00485895; 0.00885413; 0.00546637; 0.0224162; 1.00742
2.46296; 43.2189; 0.576327; 1.75924; 0.4; -0.00487942; 0.00883196; 0.00543479; 0.0223955; 1.00761
2.46396; 43.1309; 0.574513; 1.7548; 0.4; -0.00489969; 0.00880972; 0.00540329; 0.0223748; 1.00779
2.46496; 43.0425; 0.572693; 1.75043; 0.4; -0.00491974; 0.00878786; 0.00537206; 0.0223541; 1.00797
2.46596; 42.9538; 0.570866; 1.74603; 0.4; -0.00493957; 0.00876581; 0.00534085; 0.0223333; 1.00816
2.46696; 42.8647; 0.569033; 1.7417; 0.4; -0.00495919; 0.00874415; 0.00530992; 0.0223124; 1.00834
2.46796; 42.7753; 0.567194; 1.7374; 0.4; -0.0049786; 0.00872261; 0.00527915; 0.0222915; 1.00852
2.46896; 42.6855; 0.565349; 1.73313; 0.4; -0.00499779; 0.00870121; 0.00524856; 0.0222706; 1.0087
2.46996; 42.5953; 0.563498; 1.7289; 0.4; -0.00501677; 0.00868005; 0.00521818; 0.0222497; 1.00888
2.47096; 42.5049; 0.56164; 1.72468; 0.4; -0.00503552; 0.00865891; 0.00518792; 0.0222287; 1.00906
2.47196; 42.4141; 0.559777; 1.72048; 0.4; -0.00505406; 0.00863788; 0.00515784; 0.0222077; 1.00924
2.47296; 42.3229; 0.557908; 1.7163; 0.4; -0.00507238; 0.00861698; 0.00512793; 0.0221866; 1.00941
2.47396; 42.2314; 0.556034; 1.7122; 0.4; -0.00509048; 0.00859642; 0.00509828; 0.0221655; 1.00959
2.47496; 42.1397; 0.554154; 1.70811; 0.4; -0.00510836; 0.00857595; 0.00506879; 0.0221444; 1.00977
2.47596; 42.0475; 0.552268; 1.70404; 0.4; -0.00512602; 0.00855558; 0.00503948; 0.0221232; 1.00994
2.47696; 41.9551; 0.550377; 1.70002; 0.4; -0.00514345; 0.00853542; 0.00501038; 0.022102; 1.01011
2.47796; 41.8624; 0.54848; 1.69601; 0.4; -0.00516067; 0.00851536; 0.00498145; 0.0220808; 1.01029
2.47896; 41.7693; 0.546579; 1.69207; 0.4; -0.00517766; 0.0084956; 0.00495279; 0.0220596; 1.01046
2.47996; 41.676; 0.544672; 1.68811; 0.4; -0.00519443; 0.0084758; 0.00492424; 0.0220383; 1.01063
2.48096; 41.5823; 0.54276; 1.6842; 0.4; -0.00521097; 0.0084562; 0.0048959; 0.022017; 1.0108
2.48196; 41.4884; 0.540843; 1.68037; 0.4; -0.00522729; 0.00843702; 0.00486788; 0.0219957; 1.01097
2.48296; 41.3941; 0.538921; 1.67653; 0.4; -0.00524339; 0.00841777; 0.00483997; 0.0219743; 1.01113
2.48396; 41.2996; 0.536995; 1.67272; 0.4; -0.00525926; 0.0083987; 0.00481227; 0.0219529; 1.0113
2.48496; 41.2048; 0.535063; 1.66894; 0.4; -0.0052749; 0.00837979; 0.00478479; 0.0219315; 1.01147
2.48596; 41.1097; 0.533127; 1.6652; 0.4; -0.00529032; 0.00836106; 0.00475751; 0.0219101; 1.01163
2.48696; 41.0143; 0.531187; 1.6615; 0.4; -0.00530551; 0.0083425; 0.00473045; 0.0218886; 1.0118
2.48796; 40.9187; 0.529242; 1.65784; 0.4; -0.00532047; 0.00832419; 0.00470364; 0.0218671; 1.01196
2.48896; 40.8228; 0.527293; 1.65417; 0.4; -0.00533521; 0.00830581; 0.00467695; 0.0218456; 1.01212
2.48996; 40.7266; 0.52534; 1.6506; 0.4; -0.00534971; 0.00828791; 0.00465061; 0.0218241; 1.01228
2.49096; 40.6302; 0.523382; 1.64701; 0.4; -0.00536399; 0.00826992; 0.00462438; 0.0218026; 1.01244
2.49196; 40.5335; 0.52142; 1.64347; 0.4; -0.00537804; 0.00825218; 0.00459841; 0.021781; 1.0126
2.49296; 40.4366; 0.519455; 1.63998; 0.4; -0.00539186; 0.0082347; 0.00457269; 0.0217594; 1.01276
2.49396; 40.3394; 0.517485; 1.63651; 0.4; -0.00540544; 0.00821733; 0.00454718; 0.0217378; 1.01292
2.49496; 40.242; 0.515512; 1.63309; 0.4; -0.0054188; 0.00820019; 0.00452193; 0.0217162; 1.01307
2.49596; 40.1443; 0.513535; 1.62967; 0.4; -0.00543192; 0.00818307; 0.00449683; 0.0216946; 1.01323
2.49696; 40.0465; 0.511555; 1.6263; 0.4; -0.00544481; 0.00816616; 0.00447198; 0.0216729; 1.01338
2.49796; 39.9483; 0.509571; 1.62294; 0.4; -0.00545747; 0.00814937; 0.00444734; 0.0216512; 1.01353
2.49896; 39.85; 0.507584; 1.61964; 0.4; -0.0054699; 0.00813281; 0.00442295; 0.0216296; 1.01369
2.49996; 39.7514; 0.505594; 1.61638; 0.4; -0.0054821; 0.00811646; 0.00439881; 0.0216079; 1.01384
2.50096; 39.6526; 0.5036; 1.61316; 0.4; -0.00549406; 0.00810032; 0.00437492; 0.0215862; 1.01399
2.50196; 39.5536; 0.501603; 1.60995; 0.4; -0.00550579; 0.00808427; 0.00435123; 0.0215644; 1.01414
2.50296; 39.4544; 0.499604; 1.60679; 0.4; -0.00551728; 0.00806843; 0.00432779; 0.0215427; 1.01428
