Time(s); gENROE.delta; gENROE.PELEC; sT5B.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
6.59582; 34.342; 0.396101; 1.41403; 0.4; -0.000313612; 0.00709882; 0.00684587; 0.00660586; 1.00021
6.60082; 34.3139; 0.395592; 1.41381; 0.4; -0.00031111; 0.00709771; 0.00684456; 0.00660626; 1.00022
6.60582; 34.286; 0.39509; 1.41361; 0.4; -0.000308314; 0.00709669; 0.0068434; 0.00660666; 1.00023
6.61082; 34.2584; 0.394597; 1.41343; 0.4; -0.000305228; 0.00709578; 0.00684238; 0.00660708; 1.00024
6.61582; 34.231; 0.394113; 1.41325; 0.4; -0.000301857; 0.00709486; 0.00684142; 0.00660749; 1.00024
6.62082; 34.204; 0.393638; 1.41308; 0.4; -0.000298207; 0.00709403; 0.0068406; 0.00660791; 1.00025
6.62582; 34.1774; 0.393172; 1.41294; 0.4; -0.000294283; 0.00709332; 0.00683992; 0.00660833; 1.00026
6.63082; 34.1511; 0.392717; 1.41282; 0.4; -0.00029009; 0.0070927; 0.00683939; 0.00660878; 1.00027
6.63582; 34.1251; 0.392272; 1.41272; 0.4; -0.000285636; 0.00709218; 0.00683899; 0.00660923; 1.00027
6.64082; 34.0996; 0.391838; 1.41261; 0.4; -0.000280926; 0.00709165; 0.00683865; 0.00660969; 1.00028
6.64582; 34.0746; 0.391415; 1.41253; 0.4; -0.000275966; 0.00709124; 0.00683848; 0.00661017; 1.00028
6.65082; 34.0499; 0.391003; 1.41247; 0.4; -0.000270764; 0.00709091; 0.00683841; 0.00661066; 1.00029
6.65582; 34.0258; 0.390603; 1.41242; 0.4; -0.000265326; 0.00709065; 0.00683848; 0.00661117; 1.00029
6.66082; 34.0022; 0.390216; 1.41238; 0.4; -0.000259659; 0.00709046; 0.00683863; 0.00661169; 1.00029
6.66582; 33.9791; 0.38984; 1.41237; 0.4; -0.000253771; 0.00709039; 0.00683897; 0.00661224; 1.0003
6.67082; 33.9565; 0.389478; 1.41236; 0.4; -0.000247668; 0.00709031; 0.0068393; 0.0066128; 1.0003
6.67582; 33.9345; 0.389128; 1.41238; 0.4; -0.000241359; 0.0070904; 0.00683991; 0.00661339; 1.0003
6.68082; 33.913; 0.388792; 1.41241; 0.4; -0.000234851; 0.00709053; 0.00684051; 0.006614; 1.0003
6.68582; 33.8922; 0.388469; 1.41244; 0.4; -0.000228151; 0.00709068; 0.00684125; 0.00661463; 1.0003
6.69082; 33.8719; 0.388159; 1.4125; 0.4; -0.000221269; 0.00709097; 0.00684213; 0.00661529; 1.0003
6.69582; 33.8523; 0.387864; 1.41256; 0.4; -0.000214211; 0.00709127; 0.00684304; 0.00661596; 1.0003
6.70082; 33.8334; 0.387583; 1.41264; 0.4; -0.000206987; 0.00709165; 0.0068441; 0.00661667; 1.0003
6.70582; 33.8151; 0.387316; 1.41274; 0.4; -0.000199604; 0.00709216; 0.00684529; 0.00661741; 1.0003
6.71082; 33.7974; 0.387063; 1.41285; 0.4; -0.000192072; 0.00709268; 0.00684652; 0.00661817; 1.00029
6.71582; 33.7805; 0.386825; 1.41297; 0.4; -0.000184398; 0.00709328; 0.00684789; 0.00661896; 1.00029
6.72082; 33.7642; 0.386602; 1.41311; 0.4; -0.00017659; 0.00709397; 0.00684936; 0.00661978; 1.00029
6.72582; 33.7487; 0.386394; 1.41327; 0.4; -0.000168659; 0.00709476; 0.00685096; 0.00662063; 1.00029
6.73082; 33.7339; 0.386202; 1.41342; 0.4; -0.000160612; 0.00709552; 0.00685256; 0.00662151; 1.00028
6.73582; 33.7198; 0.386023; 1.41341; 0.4; -0.00015246; 0.00709548; 0.00685342; 0.0066223; 1.00028
6.74082; 33.7064; 0.38586; 1.41356; 0.4; -0.000144209; 0.00709621; 0.0068552; 0.00662323; 1.00027
6.74582; 33.6938; 0.385711; 1.41384; 0.4; -0.000135869; 0.00709763; 0.00685722; 0.00662421; 1.00027
6.75082; 33.682; 0.385578; 1.41408; 0.4; -0.000127449; 0.00709882; 0.00685928; 0.00662522; 1.00026
6.75582; 33.6709; 0.38546; 1.41433; 0.4; -0.000118957; 0.00710002; 0.00686138; 0.00662626; 1.00026
6.76082; 33.6606; 0.385357; 1.41458; 0.4; -0.000110403; 0.0071013; 0.00686363; 0.00662735; 1.00025
6.76582; 33.651; 0.38527; 1.41484; 0.4; -0.000101795; 0.00710256; 0.00686589; 0.00662846; 1.00024
6.77082; 33.6422; 0.385197; 1.41511; 0.4; -9.31422e-05; 0.00710391; 0.00686829; 0.00662962; 1.00023
6.77582; 33.6342; 0.38514; 1.41538; 0.4; -8.44537e-05; 0.00710527; 0.00687069; 0.0066308; 1.00023
6.78082; 33.627; 0.385098; 1.41566; 0.4; -7.57383e-05; 0.00710667; 0.0068732; 0.00663203; 1.00022
6.78582; 33.6206; 0.385071; 1.41596; 0.4; -6.70047e-05; 0.00710816; 0.00687577; 0.00663329; 1.00021
6.79082; 33.615; 0.385059; 1.41625; 0.4; -5.82617e-05; 0.00710961; 0.00687835; 0.00663459; 1.0002
6.79582; 33.6101; 0.385061; 1.41656; 0.4; -4.95181e-05; 0.00711115; 0.00688103; 0.00663593; 1.00019
6.80082; 33.606; 0.385079; 1.41689; 0.4; -4.07823e-05; 0.00711279; 0.00688378; 0.0066373; 1.00018
6.80582; 33.6028; 0.385111; 1.41721; 0.4; -3.20632e-05; 0.0071144; 0.00688655; 0.00663871; 1.00017
6.81082; 33.6003; 0.385157; 1.41753; 0.4; -2.33691e-05; 0.00711602; 0.00688935; 0.00664015; 1.00016
6.81582; 33.5986; 0.385218; 1.41787; 0.4; -1.47085e-05; 0.00711771; 0.00689221; 0.00664163; 1.00015
6.82082; 33.5976; 0.385293; 1.41823; 0.4; -6.08965e-06; 0.00711948; 0.00689514; 0.00664316; 1.00014
6.82582; 33.5975; 0.385383; 1.41858; 0.4; 2.47927e-06; 0.00712122; 0.00689806; 0.00664471; 1.00013
6.83082; 33.5981; 0.385486; 1.41894; 0.4; 1.09897e-05; 0.00712302; 0.00690105; 0.0066463; 1.00012
6.83582; 33.5994; 0.385602; 1.4193; 0.4; 1.94342e-05; 0.00712483; 0.00690403; 0.00664793; 1.00011
6.84082; 33.6016; 0.385732; 1.41967; 0.4; 2.78045e-05; 0.0071267; 0.00690709; 0.0066496; 1.00009
6.84582; 33.6045; 0.385875; 1.42006; 0.4; 3.60932e-05; 0.00712863; 0.00691019; 0.0066513; 1.00008
6.85082; 33.6081; 0.386032; 1.42045; 0.4; 4.42924e-05; 0.00713057; 0.00691332; 0.00665305; 1.00007
6.85582; 33.6124; 0.3862; 1.42083; 0.4; 5.23946e-05; 0.00713248; 0.00691641; 0.00665481; 1.00006
6.86082; 33.6175; 0.386382; 1.42121; 0.4; 6.03927e-05; 0.0071344; 0.00691954; 0.00665662; 1.00005
6.86582; 33.6233; 0.386577; 1.42161; 0.4; 6.82794e-05; 0.00713637; 0.00692267; 0.00665846; 1.00004
6.87082; 33.6298; 0.386783; 1.42182; 0.4; 7.60458e-05; 0.00713743; 0.00692492; 0.00666021; 1.00002
6.87582; 33.637; 0.387; 1.42217; 0.4; 8.36876e-05; 0.00713918; 0.006928; 0.00666209; 1.00001
6.88082; 33.6449; 0.387228; 1.42263; 0.4; 9.11975e-05; 0.0071415; 0.00693114; 0.00666402; 0.999998
6.88582; 33.6534; 0.387467; 1.42305; 0.4; 9.8569e-05; 0.00714358; 0.00693431; 0.00666598; 0.999985
6.89082; 33.6626; 0.387717; 1.42347; 0.4; 0.000105796; 0.00714571; 0.00693747; 0.00666798; 0.999972
6.89582; 33.6725; 0.387978; 1.42388; 0.4; 0.000112872; 0.00714774; 0.0069406; 0.00667; 0.999959
6.90082; 33.6829; 0.388248; 1.42429; 0.4; 0.000119791; 0.00714979; 0.00694374; 0.00667205; 0.999946
6.90582; 33.694; 0.388528; 1.42471; 0.4; 0.000126548; 0.00715191; 0.00694695; 0.00667414; 0.999933
6.91082; 33.7057; 0.388817; 1.42513; 0.4; 0.000133137; 0.00715399; 0.00695008; 0.00667626; 0.999919
6.91582; 33.718; 0.389116; 1.42554; 0.4; 0.000139552; 0.00715605; 0.00695323; 0.00667841; 0.999906
6.92083; 33.7309; 0.389423; 1.42595; 0.4; 0.000145789; 0.0071581; 0.00695634; 0.00668058; 0.999893
6.92583; 33.7443; 0.389738; 1.42636; 0.4; 0.000151843; 0.00716018; 0.00695948; 0.00668279; 0.99988
6.93083; 33.7582; 0.390062; 1.42678; 0.4; 0.000157709; 0.00716225; 0.00696258; 0.00668502; 0.999867
6.93583; 33.7727; 0.390392; 1.42718; 0.4; 0.000163382; 0.00716428; 0.00696564; 0.00668727; 0.999853
6.94083; 33.7876; 0.39073; 1.4276; 0.4; 0.000168858; 0.00716635; 0.00696873; 0.00668956; 0.99984
6.94583; 33.8031; 0.391075; 1.42802; 0.4; 0.000174134; 0.00716845; 0.00697181; 0.00669188; 0.999827
6.95083; 33.819; 0.391426; 1.42842; 0.4; 0.000179205; 0.00717046; 0.00697479; 0.00669421; 0.999814
6.95583; 33.8353; 0.391783; 1.42882; 0.4; 0.000184068; 0.00717247; 0.00697778; 0.00669657; 0.999801
6.96083; 33.8521; 0.392146; 1.42924; 0.4; 0.00018872; 0.00717458; 0.00698082; 0.00669897; 0.999788
6.96583; 33.8693; 0.392514; 1.42964; 0.4; 0.000193157; 0.00717659; 0.00698374; 0.00670137; 0.999775
6.97083; 33.8869; 0.392887; 1.43003; 0.4; 0.000197376; 0.00717856; 0.00698663; 0.0067038; 0.999762
6.97583; 33.9049; 0.393264; 1.43043; 0.4; 0.000201376; 0.00718057; 0.00698953; 0.00670626; 0.999749
6.98083; 33.9232; 0.393645; 1.43082; 0.4; 0.000205153; 0.00718252; 0.00699234; 0.00670873; 0.999737
6.98583; 33.9418; 0.39403; 1.43121; 0.4; 0.000208705; 0.00718448; 0.00699516; 0.00671122; 0.999724
6.99083; 33.9607; 0.394418; 1.4316; 0.4; 0.000212031; 0.00718641; 0.00699789; 0.00671373; 0.999712
6.99583; 33.98; 0.394809; 1.43197; 0.4; 0.000215128; 0.00718826; 0.00700056; 0.00671625; 0.9997
7.00083; 33.9995; 0.395202; 1.43235; 0.4; 0.000217996; 0.00719019; 0.00700327; 0.0067188; 0.999688
7.00583; 34.0192; 0.395597; 1.43272; 0.4; 0.000220632; 0.00719205; 0.00700585; 0.00672135; 0.999676
7.01083; 34.0392; 0.395994; 1.43309; 0.4; 0.000223037; 0.0071939; 0.00700845; 0.00672393; 0.999664
7.01583; 34.0594; 0.396392; 1.43345; 0.4; 0.000225209; 0.0071957; 0.00701093; 0.00672651; 0.999653
7.02083; 34.0797; 0.39679; 1.4338; 0.4; 0.000227147; 0.00719747; 0.00701341; 0.00672911; 0.999642
7.02583; 34.1003; 0.39719; 1.43416; 0.4; 0.000228852; 0.00719924; 0.00701581; 0.00673172; 0.999631
7.03083; 34.1209; 0.397589; 1.4345; 0.4; 0.000230324; 0.00720095; 0.00701815; 0.00673434; 0.99962
7.03583; 34.1417; 0.397988; 1.43482; 0.4; 0.000231562; 0.00720259; 0.0070204; 0.00673696; 0.999609
7.04083; 34.1626; 0.398385; 1.43515; 0.4; 0.000232566; 0.00720424; 0.00702263; 0.0067396; 0.999599
7.04583; 34.1836; 0.398782; 1.43548; 0.4; 0.000233339; 0.00720587; 0.0070248; 0.00674225; 0.999589
7.05083; 34.2046; 0.399178; 1.4358; 0.4; 0.00023388; 0.00720748; 0.00702692; 0.0067449; 0.999579
7.05583; 34.2257; 0.399571; 1.4361; 0.4; 0.00023419; 0.00720902; 0.00702895; 0.00674755; 0.999569
7.06083; 34.2468; 0.399962; 1.4364; 0.4; 0.000234271; 0.0072105; 0.00703091; 0.00675021; 0.99956
7.06583; 34.2679; 0.400351; 1.43668; 0.4; 0.000234124; 0.00721191; 0.00703275; 0.00675287; 0.999551
7.07083; 34.289; 0.400736; 1.43696; 0.4; 0.000233751; 0.00721334; 0.00703461; 0.00675554; 0.999542
7.07583; 34.31; 0.401118; 1.43725; 0.4; 0.000233154; 0.00721477; 0.00703638; 0.00675821; 0.999534
7.08083; 34.3309; 0.401496; 1.43751; 0.4; 0.000232335; 0.00721607; 0.00703804; 0.00676087; 0.999525
7.08583; 34.3518; 0.401871; 1.43777; 0.4; 0.000231296; 0.00721738; 0.00703967; 0.00676353; 0.999518
7.09083; 34.3726; 0.402241; 1.43801; 0.4; 0.00023004; 0.00721861; 0.00704118; 0.00676619; 0.99951
7.09583; 34.3932; 0.402606; 1.43824; 0.4; 0.000228569; 0.00721975; 0.0070426; 0.00676884; 0.999503
7.10083; 34.4137; 0.402966; 1.43847; 0.4; 0.000226887; 0.0072209; 0.00704398; 0.00677149; 0.999496
7.10583; 34.4341; 0.403321; 1.43868; 0.4; 0.000224997; 0.00722199; 0.00704527; 0.00677413; 0.99949
7.11083; 34.4542; 0.40367; 1.43889; 0.4; 0.000222901; 0.00722302; 0.00704646; 0.00677676; 0.999483
7.11583; 34.4742; 0.404013; 1.43909; 0.4; 0.000220604; 0.00722404; 0.00704762; 0.0067794; 0.999478
7.12083; 34.494; 0.40435; 1.43928; 0.4; 0.000218108; 0.00722498; 0.00704866; 0.00678201; 0.999472
7.12583; 34.5135; 0.40468; 1.43945; 0.4; 0.000215418; 0.00722586; 0.00704963; 0.00678462; 0.999467
7.13083; 34.5327; 0.405004; 1.43962; 0.4; 0.000212538; 0.00722673; 0.00705055; 0.00678722; 0.999462
7.13583; 34.5517; 0.40532; 1.43978; 0.4; 0.000209471; 0.00722752; 0.00705134; 0.0067898; 0.999458
7.14083; 34.5704; 0.405629; 1.43993; 0.4; 0.000206223; 0.00722825; 0.00705207; 0.00679237; 0.999453
7.14583; 34.5889; 0.40593; 1.44007; 0.4; 0.000202796; 0.00722897; 0.00705275; 0.00679493; 0.99945
7.15083; 34.607; 0.406224; 1.44019; 0.4; 0.000199197; 0.00722957; 0.00705327; 0.00679747; 0.999447
7.15583; 34.6247; 0.40651; 1.44029; 0.4; 0.00019543; 0.0072301; 0.00705372; 0.00679999; 0.999443
7.16083; 34.6421; 0.406787; 1.4404; 0.4; 0.000191499; 0.00723065; 0.00705413; 0.00680249; 0.999441
7.16583; 34.6592; 0.407055; 1.4405; 0.4; 0.00018741; 0.00723116; 0.00705447; 0.00680498; 0.999439
7.17083; 34.6759; 0.407315; 1.44057; 0.4; 0.000183167; 0.00723154; 0.00705466; 0.00680745; 0.999437
7.17583; 34.6922; 0.407566; 1.44064; 0.4; 0.000178776; 0.00723189; 0.00705482; 0.00680989; 0.999435
7.18083; 34.7081; 0.407808; 1.4407; 0.4; 0.000174242; 0.00723219; 0.00705485; 0.00681232; 0.999434
7.18583; 34.7236; 0.408041; 1.44075; 0.4; 0.00016957; 0.00723244; 0.00705484; 0.00681472; 0.999434
7.19083; 34.7386; 0.408264; 1.44078; 0.4; 0.000164767; 0.00723261; 0.0070547; 0.00681709; 0.999433
7.19583; 34.7532; 0.408477; 1.44082; 0.4; 0.000159837; 0.00723279; 0.00705456; 0.00681945; 0.999433
7.20083; 34.7674; 0.408681; 1.44084; 0.4; 0.000154786; 0.00723288; 0.00705427; 0.00682178; 0.999434
7.20583; 34.7811; 0.408873; 1.44083; 0.4; 0.00014962; 0.00723288; 0.00705391; 0.00682408; 0.999432
7.21083; 34.7943; 0.409057; 1.44102; 0.4; 0.000144347; 0.00723382; 0.00705443; 0.00682649; 0.999433
7.21583; 34.8071; 0.409231; 1.44104; 0.4; 0.00013897; 0.0072339; 0.00705388; 0.00682875; 0.999434
7.22083; 34.8193; 0.409395; 1.44092; 0.4; 0.000133495; 0.00723335; 0.00705324; 0.00683097; 0.999436
7.22583; 34.8311; 0.409548; 1.44087; 0.4; 0.000127929; 0.00723306; 0.00705251; 0.00683317; 0.999439
7.23083; 34.8424; 0.409691; 1.44079; 0.4; 0.000122278; 0.00723268; 0.00705171; 0.00683533; 0.999441
7.23583; 34.8531; 0.409824; 1.44073; 0.4; 0.000116548; 0.00723238; 0.00705088; 0.00683747; 0.999444
7.24083; 34.8633; 0.409946; 1.44064; 0.4; 0.000110744; 0.00723194; 0.00704989; 0.00683956; 0.999448
7.24583; 34.8731; 0.410058; 1.44055; 0.4; 0.000104874; 0.00723149; 0.00704888; 0.00684163; 0.999452
7.25083; 34.8822; 0.410159; 1.44045; 0.4; 9.89422e-05; 0.00723101; 0.00704777; 0.00684367; 0.999456
7.25583; 34.8909; 0.410249; 1.44034; 0.4; 9.29565e-05; 0.00723046; 0.00704659; 0.00684567; 0.99946
7.26083; 34.899; 0.410329; 1.44023; 0.4; 8.69224e-05; 0.00722992; 0.00704539; 0.00684764; 0.999465
7.26583; 34.9065; 0.410398; 1.44011; 0.4; 8.08462e-05; 0.00722932; 0.00704409; 0.00684957; 0.99947
7.27083; 34.9135; 0.410457; 1.43998; 0.4; 7.47342e-05; 0.00722866; 0.00704273; 0.00685147; 0.999476
7.27583; 34.92; 0.410505; 1.43984; 0.4; 6.85926e-05; 0.00722797; 0.00704133; 0.00685334; 0.999482
7.28083; 34.9259; 0.410542; 1.43968; 0.4; 6.24274e-05; 0.00722717; 0.00703978; 0.00685516; 0.999488
7.28583; 34.9312; 0.410569; 1.43953; 0.4; 5.62451e-05; 0.00722641; 0.00703829; 0.00685696; 0.999494
7.29083; 34.936; 0.410585; 1.43936; 0.4; 5.00517e-05; 0.00722558; 0.00703666; 0.00685871; 0.999501
7.29583; 34.9402; 0.41059; 1.43918; 0.4; 4.38534e-05; 0.00722471; 0.00703504; 0.00686044; 0.999508
7.30083; 34.9439; 0.410586; 1.439; 0.4; 3.76562e-05; 0.0072238; 0.00703332; 0.00686212; 0.999515
7.30583; 34.947; 0.410571; 1.43881; 0.4; 3.14662e-05; 0.00722284; 0.00703157; 0.00686377; 0.999523
7.31083; 34.9495; 0.410545; 1.43861; 0.4; 2.52895e-05; 0.00722182; 0.00702973; 0.00686537; 0.99953
7.31583; 34.9515; 0.41051; 1.4384; 0.4; 1.91321e-05; 0.00722082; 0.0070279; 0.00686695; 0.999538
7.32083; 34.953; 0.410465; 1.4382; 0.4; 1.29995e-05; 0.00721982; 0.00702606; 0.00686849; 0.999547
7.32583; 34.9539; 0.410409; 1.43798; 0.4; 6.89809e-06; 0.00721869; 0.00702408; 0.00686999; 0.999555
7.33083; 34.9542; 0.410344; 1.43775; 0.4; 8.3313e-07; 0.00721757; 0.00702214; 0.00687146; 0.999564
7.33583; 34.954; 0.410269; 1.43752; 0.4; -5.18942e-06; 0.00721642; 0.0070201; 0.00687288; 0.999573
7.34083; 34.9533; 0.410185; 1.43728; 0.4; -1.11642e-05; 0.00721523; 0.00701807; 0.00687427; 0.999582
7.34583; 34.952; 0.410091; 1.43705; 0.4; -1.70854e-05; 0.00721403; 0.00701599; 0.00687562; 0.999591
7.35083; 34.9502; 0.409988; 1.43679; 0.4; -2.29477e-05; 0.00721277; 0.00701387; 0.00687694; 0.999601
7.35583; 34.9479; 0.409876; 1.43655; 0.4; -2.87458e-05; 0.00721156; 0.00701179; 0.00687822; 0.999611
7.36084; 34.945; 0.409755; 1.4363; 0.4; -3.44743e-05; 0.0072103; 0.00700963; 0.00687947; 0.999621
7.36584; 34.9417; 0.409625; 1.43603; 0.4; -4.01284e-05; 0.00720896; 0.00700743; 0.00688067; 0.999631
7.37084; 34.9378; 0.409487; 1.43577; 0.4; -4.57027e-05; 0.00720764; 0.00700524; 0.00688184; 0.999641
7.37584; 34.9334; 0.40934; 1.4355; 0.4; -5.11924e-05; 0.00720633; 0.00700304; 0.00688298; 0.999651
7.38084; 34.9286; 0.409186; 1.43523; 0.4; -5.65929e-05; 0.00720496; 0.00700081; 0.00688408; 0.999662
7.38584; 34.9233; 0.409023; 1.43495; 0.4; -6.18992e-05; 0.00720357; 0.00699854; 0.00688514; 0.999672
7.39084; 34.9174; 0.408853; 1.43468; 0.4; -6.71072e-05; 0.00720222; 0.00699633; 0.00688618; 0.999683
7.39584; 34.9112; 0.408675; 1.4344; 0.4; -7.2212e-05; 0.00720083; 0.00699406; 0.00688718; 0.999693
7.40084; 34.9044; 0.408489; 1.43412; 0.4; -7.72096e-05; 0.00719941; 0.00699181; 0.00688814; 0.999704
7.40584; 34.8973; 0.408297; 1.43385; 0.4; -8.20956e-05; 0.00719804; 0.00698957; 0.00688908; 0.999715
7.41084; 34.8897; 0.408096; 1.43356; 0.4; -8.68662e-05; 0.00719659; 0.00698728; 0.00688997; 0.999723
7.41584; 34.8816; 0.40789; 1.43347; 0.4; -9.15154e-05; 0.00719616; 0.00698601; 0.00689098; 0.999734
7.42084; 34.8732; 0.407678; 1.43324; 0.4; -9.60421e-05; 0.00719501; 0.00698384; 0.00689184; 0.999745
7.42584; 34.8643; 0.40746; 1.43289; 0.4; -0.000100442; 0.00719323; 0.0069816; 0.00689266; 0.999755
7.43084; 34.8551; 0.407236; 1.4326; 0.4; -0.000104712; 0.00719178; 0.00697942; 0.00689345; 0.999766
7.43584; 34.8455; 0.407007; 1.43229; 0.4; -0.000108849; 0.00719026; 0.00697719; 0.00689421; 0.999777
7.44084; 34.8355; 0.406772; 1.43201; 0.4; -0.000112849; 0.00718881; 0.00697502; 0.00689494; 0.999788
7.44584; 34.8252; 0.406532; 1.43172; 0.4; -0.000116709; 0.0071874; 0.00697286; 0.00689565; 0.999798
7.45084; 34.8145; 0.406288; 1.43145; 0.4; -0.000120427; 0.00718603; 0.00697075; 0.00689633; 0.999809
7.45584; 34.8035; 0.406039; 1.43117; 0.4; -0.000124; 0.00718462; 0.00696861; 0.00689698; 0.99982
7.46084; 34.7921; 0.405786; 1.43088; 0.4; -0.000127425; 0.00718319; 0.00696648; 0.0068976; 0.999831
7.46584; 34.7805; 0.405529; 1.43061; 0.4; -0.0001307; 0.00718183; 0.00696442; 0.0068982; 0.999841
7.47084; 34.7686; 0.405268; 1.43034; 0.4; -0.000133824; 0.00718045; 0.00696234; 0.00689877; 0.999852
7.47584; 34.7564; 0.405004; 1.43008; 0.4; -0.000136793; 0.00717915; 0.00696038; 0.00689932; 0.999862
7.48084; 34.744; 0.404737; 1.42981; 0.4; -0.000139606; 0.0071778; 0.00695834; 0.00689984; 0.999873
7.48584; 34.7313; 0.404467; 1.42954; 0.4; -0.000142262; 0.00717644; 0.00695638; 0.00690034; 0.999883
7.49084; 34.7184; 0.404194; 1.42928; 0.4; -0.000144758; 0.00717516; 0.00695446; 0.00690083; 0.999893
7.49584; 34.7052; 0.403919; 1.42903; 0.4; -0.000147094; 0.0071739; 0.00695259; 0.00690129; 0.999903
7.50084; 34.6919; 0.403643; 1.42877; 0.4; -0.000149269; 0.0071726; 0.0069507; 0.00690173; 0.999913
7.50584; 34.6784; 0.403364; 1.42852; 0.4; -0.00015128; 0.00717136; 0.00694892; 0.00690215; 0.999923
7.51084; 34.6647; 0.403084; 1.42829; 0.4; -0.000153128; 0.0071702; 0.00694719; 0.00690256; 0.999932
7.51584; 34.6508; 0.402803; 1.42804; 0.4; -0.000154812; 0.00716895; 0.00694542; 0.00690294; 0.999942
7.52084; 34.6368; 0.402522; 1.42781; 0.4; -0.000156331; 0.00716777; 0.00694375; 0.00690331; 0.999951
7.52584; 34.6226; 0.40224; 1.42759; 0.4; -0.000157685; 0.00716668; 0.00694216; 0.00690367; 0.99996
7.53084; 34.6084; 0.401957; 1.42736; 0.4; -0.000158874; 0.0071655; 0.00694053; 0.006904; 0.999969
7.53584; 34.594; 0.401675; 1.42714; 0.4; -0.000159897; 0.00716441; 0.00693902; 0.00690433; 0.999978
7.54084; 34.5796; 0.401392; 1.42692; 0.4; -0.000160755; 0.00716332; 0.00693751; 0.00690464; 0.999986
7.54584; 34.5651; 0.401111; 1.42672; 0.4; -0.000161448; 0.0071623; 0.00693611; 0.00690494; 0.999995
7.55084; 34.5505; 0.40083; 1.42652; 0.4; -0.000161977; 0.00716129; 0.00693471; 0.00690522; 1
7.55584; 34.5359; 0.400551; 1.42632; 0.4; -0.000162342; 0.00716029; 0.00693338; 0.0069055; 1.00001
7.56084; 34.5213; 0.400272; 1.42613; 0.4; -0.000162544; 0.00715932; 0.00693209; 0.00690576; 1.00002
7.56584; 34.5067; 0.399996; 1.42594; 0.4; -0.000162584; 0.00715839; 0.00693086; 0.00690602; 1.00003
7.57084; 34.492; 0.399721; 1.42577; 0.4; -0.000162462; 0.00715755; 0.00692974; 0.00690628; 1.00003
7.57584; 34.4774; 0.399449; 1.42561; 0.4; -0.000162182; 0.0071567; 0.00692864; 0.00690652; 1.00004
7.58084; 34.4628; 0.399179; 1.42544; 0.4; -0.000161742; 0.00715588; 0.00692759; 0.00690676; 1.00005
7.58584; 34.4483; 0.398912; 1.42528; 0.4; -0.000161146; 0.00715509; 0.00692661; 0.00690699; 1.00005
7.59084; 34.4338; 0.398647; 1.42514; 0.4; -0.000160395; 0.00715438; 0.00692572; 0.00690722; 1.00006
7.59584; 34.4194; 0.398386; 1.425; 0.4; -0.00015949; 0.00715366; 0.00692485; 0.00690745; 1.00007
7.60084; 34.4051; 0.398128; 1.42486; 0.4; -0.000158434; 0.00715295; 0.00692402; 0.00690767; 1.00007
7.60584; 34.3909; 0.397874; 1.42474; 0.4; -0.000157229; 0.00715234; 0.0069233; 0.00690789; 1.00008
7.61084; 34.3768; 0.397624; 1.42462; 0.4; -0.000155876; 0.00715175; 0.00692264; 0.00690811; 1.00008
7.61584; 34.3628; 0.397378; 1.4245; 0.4; -0.000154379; 0.00715115; 0.00692198; 0.00690832; 1.00009
7.62084; 34.349; 0.397136; 1.4244; 0.4; -0.00015274; 0.00715061; 0.00692141; 0.00690854; 1.00009
7.62584; 34.3353; 0.396899; 1.42431; 0.4; -0.000150961; 0.00715015; 0.00692094; 0.00690877; 1.0001
7.63084; 34.3218; 0.396666; 1.42421; 0.4; -0.000149045; 0.00714969; 0.00692048; 0.00690899; 1.0001
7.63584; 34.3085; 0.396438; 1.42413; 0.4; -0.000146995; 0.00714926; 0.00692011; 0.00690921; 1.0001
7.64084; 34.2954; 0.396216; 1.42406; 0.4; -0.000144814; 0.00714889; 0.00691979; 0.00690944; 1.00011
7.64584; 34.2824; 0.395998; 1.42398; 0.4; -0.000142505; 0.00714852; 0.00691952; 0.00690967; 1.00011
7.65084; 34.2697; 0.395786; 1.42393; 0.4; -0.000140071; 0.00714824; 0.00691934; 0.00690991; 1.00011
7.65584; 34.2572; 0.39558; 1.42388; 0.4; -0.000137515; 0.007148; 0.00691921; 0.00691015; 1.00012
7.66084; 34.2449; 0.39538; 1.42383; 0.4; -0.000134842; 0.00714774; 0.00691912; 0.0069104; 1.00012
7.66584; 34.2329; 0.395187; 1.4238; 0.4; -0.000132053; 0.00714759; 0.00691913; 0.00691066; 1.00013
7.67084; 34.2212; 0.394999; 1.42359; 0.4; -0.000129155; 0.00714651; 0.00691825; 0.00691079; 1.00013
7.67584; 34.2097; 0.394816; 1.42351; 0.4; -0.000126149; 0.00714615; 0.00691829; 0.00691104; 1.00013
7.68084; 34.1985; 0.39464; 1.42358; 0.4; -0.000123039; 0.00714649; 0.00691852; 0.00691132; 1.00013
7.68584; 34.1875; 0.394471; 1.4236; 0.4; -0.000119828; 0.00714656; 0.00691878; 0.00691161; 1.00013
7.69084; 34.1769; 0.394308; 1.42362; 0.4; -0.000116521; 0.00714668; 0.00691909; 0.0069119; 1.00013
7.69584; 34.1665; 0.394152; 1.42364; 0.4; -0.000113122; 0.00714675; 0.00691944; 0.00691221; 1.00013
7.70084; 34.1565; 0.394003; 1.42366; 0.4; -0.000109635; 0.00714684; 0.00691983; 0.00691252; 1.00013
7.70584; 34.1468; 0.39386; 1.42369; 0.4; -0.000106063; 0.00714699; 0.00692031; 0.00691285; 1.00013
