Time(s), gENROE.delta, gENROE.PELEC, eSAC1A.EFD, gENROE.PMECH, gENROE.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
1.295, 34.4037, 0.4, 1.43142, 0.4, 4.55216e-09, 1, 0.991993, 1, 0.995984
1.3, 34.4037, 0.4, 1.43142, 0.4, 4.56956e-09, 1, 0.991993, 1, 0.995984
1.305, 34.4037, 0.4, 1.43142, 0.4, 4.58697e-09, 1, 0.991993, 1, 0.995984
1.31, 34.4037, 0.4, 1.43142, 0.4, 4.60438e-09, 1, 0.991993, 1, 0.995984
1.315, 34.4037, 0.4, 1.43142, 0.4, 4.62179e-09, 1, 0.991993, 1, 0.995984
1.32, 34.4037, 0.4, 1.43142, 0.4, 4.6392e-09, 1, 0.991993, 1, 0.995984
1.325, 34.4037, 0.4, 1.43142, 0.4, 4.6566e-09, 1, 0.991993, 1, 0.995984
1.33, 34.4037, 0.4, 1.43142, 0.4, 4.67401e-09, 1, 0.991993, 1, 0.995984
1.335, 34.4037, 0.4, 1.43142, 0.4, 4.69142e-09, 1, 0.991993, 1, 0.995984
1.34, 34.4037, 0.4, 1.43142, 0.4, 4.70883e-09, 1, 0.991993, 1, 0.995984
1.345, 34.4037, 0.4, 1.43142, 0.4, 4.72624e-09, 1, 0.991993, 1, 0.995984
1.35, 34.4037, 0.4, 1.43142, 0.4, 4.74364e-09, 1, 0.991993, 1, 0.995984
1.355, 34.4037, 0.4, 1.43142, 0.4, 4.76105e-09, 1, 0.991993, 1, 0.995984
1.36, 34.4037, 0.4, 1.43142, 0.4, 4.77846e-09, 1, 0.991993, 1, 0.995984
1.365, 34.4037, 0.4, 1.43142, 0.4, 4.79587e-09, 1, 0.991993, 1, 0.995984
1.37, 34.4037, 0.4, 1.43142, 0.4, 4.81327e-09, 1, 0.991993, 1, 0.995984
1.375, 34.4037, 0.4, 1.43142, 0.4, 4.83068e-09, 1, 0.991993, 1, 0.995984
1.38, 34.4037, 0.4, 1.43142, 0.4, 4.84809e-09, 1, 0.991993, 1, 0.995984
1.385, 34.4037, 0.4, 1.43142, 0.4, 4.8655e-09, 1, 0.991993, 1, 0.995984
1.39, 34.4037, 0.4, 1.43142, 0.4, 4.88291e-09, 1, 0.991993, 1, 0.995984
1.395, 34.4037, 0.4, 1.43142, 0.4, 4.90031e-09, 1, 0.991993, 1, 0.995984
1.4, 34.4037, 0.4, 1.43142, 0.4, 4.91772e-09, 1, 0.991993, 1, 0.995984
1.405, 34.4037, 0.4, 1.43142, 0.4, 4.93513e-09, 1, 0.991993, 1, 0.995984
1.41, 34.4037, 0.4, 1.43142, 0.4, 4.95254e-09, 1, 0.991993, 1, 0.995984
1.415, 34.4037, 0.4, 1.43142, 0.4, 4.96995e-09, 1, 0.991993, 1, 0.995984
1.42, 34.4037, 0.4, 1.43142, 0.4, 4.98735e-09, 1, 0.991993, 1, 0.995984
1.425, 34.4037, 0.4, 1.43142, 0.4, 5.00476e-09, 1, 0.991993, 1, 0.995984
1.43, 34.4037, 0.4, 1.43142, 0.4, 5.02217e-09, 1, 0.991993, 1, 0.995984
1.435, 34.4037, 0.4, 1.43142, 0.4, 5.03958e-09, 1, 0.991993, 1, 0.995984
1.44, 34.4037, 0.4, 1.43142, 0.4, 5.05698e-09, 1, 0.991993, 1, 0.995984
1.445, 34.4037, 0.4, 1.43142, 0.4, 5.07439e-09, 1, 0.991993, 1, 0.995984
1.45, 34.4037, 0.4, 1.43142, 0.4, 5.0918e-09, 1, 0.991993, 1, 0.995984
1.455, 34.4037, 0.4, 1.43142, 0.4, 5.10921e-09, 1, 0.991993, 1, 0.995984
1.46, 34.4037, 0.4, 1.43142, 0.4, 5.12662e-09, 1, 0.991993, 1, 0.995984
1.465, 34.4037, 0.4, 1.43142, 0.4, 5.14402e-09, 1, 0.991993, 1, 0.995984
1.47, 34.4037, 0.4, 1.43142, 0.4, 5.16143e-09, 1, 0.991993, 1, 0.995984
1.475, 34.4037, 0.4, 1.43142, 0.4, 5.17884e-09, 1, 0.991993, 1, 0.995984
1.48, 34.4037, 0.4, 1.43142, 0.4, 5.19625e-09, 1, 0.991993, 1, 0.995984
1.485, 34.4037, 0.4, 1.43142, 0.4, 5.21366e-09, 1, 0.991993, 1, 0.995984
1.49, 34.4037, 0.4, 1.43142, 0.4, 5.23106e-09, 1, 0.991993, 1, 0.995984
1.495, 34.4037, 0.4, 1.43142, 0.4, 5.24847e-09, 1, 0.991993, 1, 0.995984
1.5, 34.4037, 0.4, 1.43142, 0.4, 5.26588e-09, 1, 0.991993, 1, 0.995984
1.505, 34.4037, 0.4, 1.43142, 0.4, 5.28329e-09, 1, 0.991993, 1, 0.995984
1.51, 34.4037, 0.4, 1.43142, 0.4, 5.30069e-09, 1, 0.991993, 1, 0.995984
1.515, 34.4037, 0.4, 1.43142, 0.4, 5.3181e-09, 1, 0.991993, 1, 0.995984
1.52, 34.4037, 0.4, 1.43142, 0.4, 5.33551e-09, 1, 0.991993, 1, 0.995984
1.525, 34.4037, 0.4, 1.43142, 0.4, 5.35292e-09, 1, 0.991993, 1, 0.995984
1.53, 34.4037, 0.4, 1.43142, 0.4, 5.37033e-09, 1, 0.991993, 1, 0.995984
1.535, 34.4037, 0.4, 1.43142, 0.4, 5.38773e-09, 1, 0.991993, 1, 0.995984
1.54, 34.4037, 0.4, 1.43142, 0.4, 5.40514e-09, 1, 0.991993, 1, 0.995984
1.545, 34.4037, 0.4, 1.43142, 0.4, 5.42255e-09, 1, 0.991993, 1, 0.995984
1.55, 34.4037, 0.4, 1.43142, 0.4, 5.43996e-09, 1, 0.991993, 1, 0.995984
1.555, 34.4037, 0.4, 1.43142, 0.4, 5.45737e-09, 1, 0.991993, 1, 0.995984
1.56, 34.4037, 0.4, 1.43142, 0.4, 5.47477e-09, 1, 0.991993, 1, 0.995984
1.565, 34.4037, 0.4, 1.43142, 0.4, 5.49218e-09, 1, 0.991993, 1, 0.995984
1.57, 34.4037, 0.4, 1.43142, 0.4, 5.50959e-09, 1, 0.991993, 1, 0.995984
1.575, 34.4037, 0.4, 1.43142, 0.4, 5.527e-09, 1, 0.991993, 1, 0.995984
1.58, 34.4037, 0.4, 1.43142, 0.4, 5.5444e-09, 1, 0.991993, 1, 0.995984
1.585, 34.4037, 0.4, 1.43142, 0.4, 5.56181e-09, 1, 0.991993, 1, 0.995984
1.59, 34.4037, 0.4, 1.43142, 0.4, 5.57922e-09, 1, 0.991993, 1, 0.995984
1.595, 34.4037, 0.4, 1.43142, 0.4, 5.59663e-09, 1, 0.991993, 1, 0.995984
1.6, 34.4037, 0.4, 1.43142, 0.4, 5.61404e-09, 1, 0.991993, 1, 0.995984
1.605, 34.4037, 0.4, 1.43142, 0.4, 5.63144e-09, 1, 0.991993, 1, 0.995984
1.61, 34.4037, 0.4, 1.43142, 0.4, 5.64885e-09, 1, 0.991993, 1, 0.995984
1.615, 34.4037, 0.4, 1.43142, 0.4, 5.66626e-09, 1, 0.991993, 1, 0.995984
1.62, 34.4037, 0.4, 1.43142, 0.4, 5.68367e-09, 1, 0.991993, 1, 0.995984
1.625, 34.4037, 0.4, 1.43142, 0.4, 5.70108e-09, 1, 0.991993, 1, 0.995984
1.63, 34.4037, 0.4, 1.43142, 0.4, 5.71848e-09, 1, 0.991993, 1, 0.995984
1.635, 34.4037, 0.4, 1.43142, 0.4, 5.73589e-09, 1, 0.991993, 1, 0.995984
1.64, 34.4037, 0.4, 1.43142, 0.4, 5.7533e-09, 1, 0.991993, 1, 0.995984
1.645, 34.4037, 0.4, 1.43142, 0.4, 5.77071e-09, 1, 0.991993, 1, 0.995984
1.65, 34.4037, 0.4, 1.43142, 0.4, 5.78811e-09, 1, 0.991993, 1, 0.995984
1.655, 34.4037, 0.4, 1.43142, 0.4, 5.80552e-09, 1, 0.991993, 1, 0.995984
1.66, 34.4037, 0.4, 1.43142, 0.4, 5.82293e-09, 1, 0.991993, 1, 0.995984
1.665, 34.4037, 0.4, 1.43142, 0.4, 5.84034e-09, 1, 0.991993, 1, 0.995984
1.67, 34.4037, 0.4, 1.43142, 0.4, 5.85775e-09, 1, 0.991993, 1, 0.995984
1.675, 34.4037, 0.4, 1.43142, 0.4, 5.87515e-09, 1, 0.991993, 1, 0.995984
1.68, 34.4037, 0.4, 1.43142, 0.4, 5.89256e-09, 1, 0.991993, 1, 0.995984
1.685, 34.4037, 0.4, 1.43142, 0.4, 5.90997e-09, 1, 0.991993, 1, 0.995984
1.69, 34.4037, 0.4, 1.43142, 0.4, 5.92738e-09, 1, 0.991993, 1, 0.995984
1.695, 34.4037, 0.4, 1.43142, 0.4, 5.94479e-09, 1, 0.991993, 1, 0.995984
1.7, 34.4037, 0.4, 1.43142, 0.4, 5.96219e-09, 1, 0.991993, 1, 0.995984
1.705, 34.4037, 0.4, 1.43142, 0.4, 5.9796e-09, 1, 0.991993, 1, 0.995984
1.71, 34.4037, 0.4, 1.43142, 0.4, 5.99701e-09, 1, 0.991993, 1, 0.995984
1.715, 34.4037, 0.4, 1.43142, 0.4, 6.01442e-09, 1, 0.991993, 1, 0.995984
1.72, 34.4037, 0.4, 1.43142, 0.4, 6.03182e-09, 1, 0.991993, 1, 0.995984
1.725, 34.4037, 0.4, 1.43142, 0.4, 6.04923e-09, 1, 0.991993, 1, 0.995984
1.73, 34.4037, 0.4, 1.43142, 0.4, 6.06664e-09, 1, 0.991993, 1, 0.995984
1.735, 34.4037, 0.4, 1.43142, 0.4, 6.08405e-09, 1, 0.991993, 1, 0.995984
1.74, 34.4037, 0.4, 1.43142, 0.4, 6.10146e-09, 1, 0.991993, 1, 0.995984
1.745, 34.4037, 0.4, 1.43142, 0.4, 6.11886e-09, 1, 0.991993, 1, 0.995984
1.75, 34.4037, 0.4, 1.43142, 0.4, 6.13627e-09, 1, 0.991993, 1, 0.995984
1.755, 34.4037, 0.4, 1.43142, 0.4, 6.15368e-09, 1, 0.991993, 1, 0.995984
1.76, 34.4037, 0.4, 1.43142, 0.4, 6.17109e-09, 1, 0.991993, 1, 0.995984
1.765, 34.4037, 0.4, 1.43142, 0.4, 6.1885e-09, 1, 0.991993, 1, 0.995984
1.77, 34.4037, 0.4, 1.43142, 0.4, 6.2059e-09, 1, 0.991993, 1, 0.995984
1.775, 34.4037, 0.4, 1.43142, 0.4, 6.22331e-09, 1, 0.991993, 1, 0.995984
1.78, 34.4037, 0.4, 1.43142, 0.4, 6.24072e-09, 1, 0.991993, 1, 0.995984
1.785, 34.4037, 0.4, 1.43142, 0.4, 6.25813e-09, 1, 0.991993, 1, 0.995984
1.79, 34.4037, 0.4, 1.43142, 0.4, 6.27553e-09, 1, 0.991993, 1, 0.995984
1.795, 34.4037, 0.4, 1.43142, 0.4, 6.29294e-09, 1, 0.991993, 1, 0.995984
1.8, 34.4037, 0.4, 1.43142, 0.4, 6.31035e-09, 1, 0.991993, 1, 0.995984
1.805, 34.4037, 0.4, 1.43142, 0.4, 6.32776e-09, 1, 0.991993, 1, 0.995984
1.81, 34.4037, 0.4, 1.43142, 0.4, 6.34517e-09, 1, 0.991993, 1, 0.995984
1.815, 34.4037, 0.4, 1.43142, 0.4, 6.36257e-09, 1, 0.991993, 1, 0.995984
1.82, 34.4037, 0.4, 1.43142, 0.4, 6.37998e-09, 1, 0.991993, 1, 0.995984
1.825, 34.4037, 0.4, 1.43142, 0.4, 6.39739e-09, 1, 0.991993, 1, 0.995984
1.83, 34.4037, 0.4, 1.43142, 0.4, 6.4148e-09, 1, 0.991993, 1, 0.995984
1.835, 34.4037, 0.4, 1.43142, 0.4, 6.4322e-09, 1, 0.991993, 1, 0.995984
1.84, 34.4037, 0.4, 1.43142, 0.4, 6.44961e-09, 1, 0.991993, 1, 0.995984
1.845, 34.4037, 0.4, 1.43142, 0.4, 6.46702e-09, 1, 0.991993, 1, 0.995984
1.85, 34.4037, 0.4, 1.43142, 0.4, 6.48443e-09, 1, 0.991993, 1, 0.995984
1.855, 34.4037, 0.4, 1.43142, 0.4, 6.50184e-09, 1, 0.991993, 1, 0.995984
1.86, 34.4037, 0.4, 1.43142, 0.4, 6.51924e-09, 1, 0.991993, 1, 0.995984
1.865, 34.4037, 0.4, 1.43142, 0.4, 6.53665e-09, 1, 0.991993, 1, 0.995984
1.87, 34.4037, 0.4, 1.43142, 0.4, 6.55406e-09, 1, 0.991993, 1, 0.995984
1.875, 34.4037, 0.4, 1.43142, 0.4, 6.57147e-09, 1, 0.991993, 1, 0.995984
1.88, 34.4037, 0.4, 1.43142, 0.4, 6.58888e-09, 1, 0.991993, 1, 0.995984
1.885, 34.4037, 0.4, 1.43142, 0.4, 6.60628e-09, 1, 0.991993, 1, 0.995984
1.89, 34.4037, 0.4, 1.43142, 0.4, 6.62369e-09, 1, 0.991993, 1, 0.995984
1.895, 34.4037, 0.4, 1.43142, 0.4, 6.6411e-09, 1, 0.991993, 1, 0.995984
1.9, 34.4037, 0.4, 1.43142, 0.4, 6.65851e-09, 1, 0.991993, 1, 0.995984
1.905, 34.4037, 0.4, 1.43142, 0.4, 6.67591e-09, 1, 0.991993, 1, 0.995984
1.91, 34.4037, 0.4, 1.43142, 0.4, 6.69332e-09, 1, 0.991993, 1, 0.995984
1.915, 34.4037, 0.4, 1.43142, 0.4, 6.71073e-09, 1, 0.991993, 1, 0.995984
1.92, 34.4037, 0.4, 1.43142, 0.4, 6.72814e-09, 1, 0.991993, 1, 0.995984
1.925, 34.4037, 0.4, 1.43142, 0.4, 6.74555e-09, 1, 0.991993, 1, 0.995984
1.93, 34.4037, 0.4, 1.43142, 0.4, 6.76295e-09, 1, 0.991993, 1, 0.995984
1.935, 34.4037, 0.4, 1.43142, 0.4, 6.78036e-09, 1, 0.991993, 1, 0.995984
1.94, 34.4037, 0.4, 1.43142, 0.4, 6.79777e-09, 1, 0.991993, 1, 0.995984
1.945, 34.4037, 0.4, 1.43142, 0.4, 6.81518e-09, 1, 0.991993, 1, 0.995984
1.95, 34.4037, 0.4, 1.43142, 0.4, 6.83259e-09, 1, 0.991993, 1, 0.995984
1.955, 34.4037, 0.4, 1.43142, 0.4, 6.84999e-09, 1, 0.991993, 1, 0.995984
1.96, 34.4037, 0.4, 1.43142, 0.4, 6.8674e-09, 1, 0.991993, 1, 0.995984
1.965, 34.4037, 0.4, 1.43142, 0.4, 6.88481e-09, 1, 0.991993, 1, 0.995984
1.97, 34.4037, 0.4, 1.43142, 0.4, 6.90222e-09, 1, 0.991993, 1, 0.995984
1.975, 34.4037, 0.4, 1.43142, 0.4, 6.91962e-09, 1, 0.991993, 1, 0.995984
1.98, 34.4037, 0.4, 1.43142, 0.4, 6.93703e-09, 1, 0.991993, 1, 0.995984
1.985, 34.4037, 0.4, 1.43142, 0.4, 6.95444e-09, 1, 0.991993, 1, 0.995984
1.99, 34.4037, 0.4, 1.43142, 0.4, 6.97185e-09, 1, 0.991993, 1, 0.995984
1.995, 34.4037, 0.4, 1.43142, 0.4, 6.98926e-09, 1, 0.991993, 1, 0.995984
2, 34.4037, 0.4, 1.43142, 0.4, 7.00666e-09, 1, 0.991993, 1, 0.995984
2, 34.4037, 0.0913377, 1.43142, 0.4, 7.00666e-09, 0.621517, 0.230955, 0.31179, 2.71364e-07
2.001, 34.4037, 0.0910996, 1.35978, 0.4, 2.7051e-05, 0.618747, 0.230205, 0.311603, 2.70897e-07
2.002, 34.4044, 0.090722, 1.35798, 0.4, 7.21642e-05, 0.614218, 0.22899, 0.3113, 2.70138e-07
2.003, 34.4061, 0.0904409, 1.3564, 0.4, 0.000108312, 0.610724, 0.228055, 0.311067, 2.69555e-07
2.004, 34.4084, 0.0901667, 1.35543, 0.4, 0.000144486, 0.607292, 0.227135, 0.310838, 2.6898e-07
2.005, 34.4113, 0.0899023, 1.35446, 0.4, 0.00018069, 0.603929, 0.226233, 0.310613, 2.68418e-07
2.006, 34.4149, 0.0896471, 1.35349, 0.4, 0.000216923, 0.600635, 0.22535, 0.310392, 2.67866e-07
2.007, 34.4192, 0.0894011, 1.35253, 0.4, 0.000253183, 0.597408, 0.224484, 0.310176, 2.67325e-07
2.008, 34.424, 0.089164, 1.35158, 0.4, 0.00028947, 0.594247, 0.223635, 0.309964, 2.66795e-07
2.009, 34.4296, 0.0889355, 1.35064, 0.4, 0.000325782, 0.59115, 0.222803, 0.309756, 2.66276e-07
2.01, 34.4358, 0.0887154, 1.3497, 0.4, 0.000362118, 0.588115, 0.221988, 0.309553, 2.65766e-07
2.011, 34.4426, 0.0885035, 1.34878, 0.4, 0.000398478, 0.585142, 0.221188, 0.309353, 2.65267e-07
2.012, 34.4501, 0.0882997, 1.34787, 0.4, 0.000434861, 0.582229, 0.220405, 0.309157, 2.64777e-07
2.013, 34.4583, 0.0881036, 1.34697, 0.4, 0.000471265, 0.579374, 0.219637, 0.308965, 2.64297e-07
2.014, 34.4671, 0.0879152, 1.34608, 0.4, 0.00050769, 0.576577, 0.218884, 0.308777, 2.63827e-07
2.015, 34.4765, 0.0877342, 1.3452, 0.4, 0.000544135, 0.573837, 0.218146, 0.308592, 2.63365e-07
2.016, 34.4867, 0.0875604, 1.34433, 0.4, 0.000580599, 0.571151, 0.217422, 0.308411, 2.62913e-07
2.017, 34.4974, 0.0873937, 1.34348, 0.4, 0.000617081, 0.568519, 0.216713, 0.308233, 2.62469e-07
2.018, 34.5089, 0.0872338, 1.34264, 0.4, 0.000653581, 0.56594, 0.216017, 0.308059, 2.62034e-07
2.019, 34.521, 0.0870807, 1.34182, 0.4, 0.000690097, 0.563413, 0.215335, 0.307888, 2.61607e-07
2.02, 34.5337, 0.0869341, 1.34101, 0.4, 0.000726629, 0.560935, 0.214667, 0.30772, 2.61189e-07
2.021, 34.5471, 0.0867939, 1.34021, 0.4, 0.000763176, 0.558507, 0.214011, 0.307556, 2.60778e-07
2.022, 34.5612, 0.0866599, 1.33943, 0.4, 0.000799737, 0.556128, 0.213368, 0.307395, 2.60375e-07
2.023, 34.5759, 0.0865321, 1.33866, 0.4, 0.000836312, 0.553795, 0.212737, 0.307236, 2.5998e-07
2.024, 34.5913, 0.0864103, 1.33791, 0.4, 0.0008729, 0.551509, 0.212118, 0.307081, 2.59593e-07
2.025, 34.6073, 0.0862942, 1.33717, 0.4, 0.000909499, 0.549268, 0.211512, 0.306929, 2.59213e-07
2.026, 34.624, 0.0861837, 1.33644, 0.4, 0.000946111, 0.547071, 0.210917, 0.306779, 2.5884e-07
2.027, 34.6414, 0.0860789, 1.33573, 0.4, 0.000982733, 0.544917, 0.210333, 0.306633, 2.58474e-07
2.028, 34.6594, 0.0859795, 1.33504, 0.4, 0.00101937, 0.542805, 0.20976, 0.306489, 2.58115e-07
2.029, 34.6781, 0.0858853, 1.33435, 0.4, 0.00105601, 0.540735, 0.209198, 0.306347, 2.57763e-07
2.03, 34.6974, 0.0857964, 1.33368, 0.4, 0.00109266, 0.538705, 0.208647, 0.306209, 2.57417e-07
2.031, 34.7174, 0.0857125, 1.33303, 0.4, 0.00112932, 0.536715, 0.208107, 0.306073, 2.57078e-07
2.032, 34.7381, 0.0856335, 1.33239, 0.4, 0.00116598, 0.534764, 0.207576, 0.305939, 2.56745e-07
2.033, 34.7594, 0.0855594, 1.33176, 0.4, 0.00120266, 0.532851, 0.207055, 0.305808, 2.56418e-07
2.034, 34.7814, 0.08549, 1.33115, 0.4, 0.00123934, 0.530974, 0.206544, 0.305679, 2.56097e-07
2.035, 34.804, 0.0854252, 1.33055, 0.4, 0.00127603, 0.529134, 0.206043, 0.305553, 2.55782e-07
2.036, 34.8273, 0.085365, 1.32996, 0.4, 0.00131272, 0.52733, 0.205551, 0.305429, 2.55473e-07
2.037, 34.8513, 0.0853091, 1.32939, 0.4, 0.00134942, 0.525559, 0.205068, 0.305307, 2.5517e-07
2.038, 34.8759, 0.0852577, 1.32883, 0.4, 0.00138612, 0.523824, 0.204594, 0.305187, 2.54872e-07
2.039, 34.9012, 0.0852105, 1.32828, 0.4, 0.00142283, 0.522121, 0.204129, 0.30507, 2.54579e-07
2.04, 34.9271, 0.0851674, 1.32774, 0.4, 0.00145954, 0.520451, 0.203672, 0.304954, 2.54292e-07
2.041, 34.9537, 0.0851285, 1.32722, 0.4, 0.00149625, 0.518812, 0.203224, 0.304841, 2.5401e-07
2.042, 34.981, 0.0850935, 1.32671, 0.4, 0.00153297, 0.517205, 0.202783, 0.304729, 2.53733e-07
2.043, 35.0089, 0.0850623, 1.32622, 0.4, 0.00156968, 0.515628, 0.202351, 0.30462, 2.5346e-07
2.044, 35.0375, 0.0850351, 1.32573, 0.4, 0.0016064, 0.514081, 0.201927, 0.304512, 2.53193e-07
2.045, 35.0667, 0.0850115, 1.32526, 0.4, 0.00164312, 0.512563, 0.20151, 0.304407, 2.5293e-07
2.04599, 35.0966, 0.0849917, 1.3248, 0.4, 0.00167985, 0.511073, 0.201101, 0.304303, 2.52672e-07
2.04699, 35.1272, 0.0849755, 1.32435, 0.4, 0.00171657, 0.509612, 0.200698, 0.304201, 2.52419e-07
2.04799, 35.1584, 0.0849628, 1.32391, 0.4, 0.00175329, 0.508177, 0.200304, 0.304101, 2.5217e-07
2.04899, 35.1903, 0.0849535, 1.32349, 0.4, 0.00179001, 0.506769, 0.199916, 0.304002, 2.51925e-07
2.04999, 35.2229, 0.0849477, 1.32307, 0.4, 0.00182673, 0.505388, 0.199534, 0.303905, 2.51684e-07
2.05099, 35.2561, 0.0849452, 1.32267, 0.4, 0.00186345, 0.504032, 0.19916, 0.30381, 2.51448e-07
2.05199, 35.29, 0.084946, 1.32227, 0.4, 0.00190017, 0.502701, 0.198792, 0.303716, 2.51215e-07
2.05299, 35.3245, 0.08495, 1.32189, 0.4, 0.00193688, 0.501394, 0.198431, 0.303624, 2.50987e-07
2.05399, 35.3597, 0.0849572, 1.32152, 0.4, 0.0019736, 0.500111, 0.198075, 0.303534, 2.50762e-07
2.05499, 35.3956, 0.0849674, 1.32116, 0.4, 0.00201031, 0.498852, 0.197726, 0.303444, 2.50541e-07
2.05599, 35.4321, 0.0849807, 1.3208, 0.4, 0.00204702, 0.497616, 0.197383, 0.303357, 2.50324e-07
2.05699, 35.4692, 0.084997, 1.32046, 0.4, 0.00208372, 0.496402, 0.197046, 0.303271, 2.50111e-07
2.05799, 35.5071, 0.0850162, 1.32013, 0.4, 0.00212042, 0.495209, 0.196714, 0.303186, 2.499e-07
2.05899, 35.5456, 0.0850383, 1.31981, 0.4, 0.00215712, 0.494039, 0.196388, 0.303102, 2.49694e-07
2.05999, 35.5847, 0.0850632, 1.31949, 0.4, 0.00219381, 0.492889, 0.196067, 0.30302, 2.4949e-07
2.06099, 35.6246, 0.085091, 1.31919, 0.4, 0.0022305, 0.49176, 0.195752, 0.30294, 2.4929e-07
2.06199, 35.665, 0.0851214, 1.31889, 0.4, 0.00226718, 0.49065, 0.195442, 0.30286, 2.49094e-07
2.06299, 35.7062, 0.0851545, 1.31861, 0.4, 0.00230385, 0.489561, 0.195137, 0.302782, 2.489e-07
2.06399, 35.748, 0.0851903, 1.31833, 0.4, 0.00234053, 0.48849, 0.194837, 0.302705, 2.48709e-07
2.06499, 35.7904, 0.0852287, 1.31806, 0.4, 0.00237719, 0.487439, 0.194542, 0.302629, 2.48522e-07
2.06599, 35.8336, 0.0852697, 1.3178, 0.4, 0.00241385, 0.486406, 0.194252, 0.302554, 2.48337e-07
2.06699, 35.8773, 0.0853132, 1.31755, 0.4, 0.0024505, 0.48539, 0.193966, 0.302481, 2.48155e-07
2.06799, 35.9218, 0.0853591, 1.31731, 0.4, 0.00248715, 0.484393, 0.193685, 0.302408, 2.47976e-07
2.06899, 35.9669, 0.0854075, 1.31707, 0.4, 0.00252378, 0.483412, 0.193409, 0.302337, 2.478e-07
2.06999, 36.0126, 0.0854583, 1.31684, 0.4, 0.00256041, 0.482449, 0.193137, 0.302266, 2.47627e-07
2.07099, 36.0591, 0.0855115, 1.31662, 0.4, 0.00259704, 0.481502, 0.192869, 0.302197, 2.47456e-07
2.07199, 36.1061, 0.0855669, 1.31641, 0.4, 0.00263365, 0.480571, 0.192605, 0.302129, 2.47287e-07
2.07299, 36.1539, 0.0856248, 1.31621, 0.4, 0.00267026, 0.479655, 0.192345, 0.302062, 2.47121e-07
2.07399, 36.2023, 0.0856848, 1.31601, 0.4, 0.00270685, 0.478756, 0.19209, 0.301995, 2.46958e-07
2.07499, 36.2513, 0.085747, 1.31582, 0.4, 0.00274344, 0.477871, 0.191838, 0.30193, 2.46797e-07
2.07599, 36.301, 0.0858115, 1.31563, 0.4, 0.00278002, 0.477001, 0.19159, 0.301865, 2.46638e-07
2.07699, 36.3514, 0.0858782, 1.31546, 0.4, 0.00281659, 0.476145, 0.191345, 0.301802, 2.46481e-07
2.07799, 36.4024, 0.085947, 1.31529, 0.4, 0.00285315, 0.475304, 0.191105, 0.301739, 2.46327e-07
2.07899, 36.4541, 0.0860179, 1.31512, 0.4, 0.0028897, 0.474476, 0.190868, 0.301677, 2.46175e-07
2.07999, 36.5064, 0.0860907, 1.31497, 0.4, 0.00292624, 0.473662, 0.190634, 0.301616, 2.46025e-07
2.08099, 36.5594, 0.0861657, 1.31481, 0.4, 0.00296277, 0.472862, 0.190404, 0.301556, 2.45877e-07
2.08199, 36.6131, 0.0862427, 1.31467, 0.4, 0.00299929, 0.472074, 0.190177, 0.301497, 2.45731e-07
2.08299, 36.6674, 0.0863217, 1.31453, 0.4, 0.0030358, 0.471298, 0.189953, 0.301438, 2.45587e-07
2.08399, 36.7224, 0.0864026, 1.3144, 0.4, 0.0030723, 0.470536, 0.189732, 0.30138, 2.45445e-07
2.08499, 36.778, 0.0864855, 1.31427, 0.4, 0.00310879, 0.469785, 0.189515, 0.301323, 2.45305e-07
2.08599, 36.8343, 0.0865702, 1.31415, 0.4, 0.00314526, 0.469046, 0.189301, 0.301266, 2.45166e-07
2.08699, 36.8913, 0.0866569, 1.31404, 0.4, 0.00318172, 0.468319, 0.189089, 0.301211, 2.4503e-07
2.08799, 36.9489, 0.0867454, 1.31393, 0.4, 0.00321818, 0.467603, 0.18888, 0.301156, 2.44895e-07
2.08899, 37.0071, 0.0868357, 1.31382, 0.4, 0.00325461, 0.466898, 0.188675, 0.301101, 2.44762e-07
2.08999, 37.066, 0.0869279, 1.31373, 0.4, 0.00329104, 0.466204, 0.188472, 0.301047, 2.4463e-07
2.09099, 37.1256, 0.0870218, 1.31363, 0.4, 0.00332746, 0.465521, 0.188271, 0.300994, 2.445e-07
2.09199, 37.1858, 0.0871175, 1.31354, 0.4, 0.00336386, 0.464848, 0.188074, 0.300942, 2.44372e-07
2.09299, 37.2467, 0.087215, 1.31346, 0.4, 0.00340025, 0.464185, 0.187878, 0.30089, 2.44245e-07
2.09399, 37.3082, 0.0873141, 1.31338, 0.4, 0.00343662, 0.463532, 0.187686, 0.300839, 2.4412e-07
2.09499, 37.3704, 0.0874149, 1.31331, 0.4, 0.00347298, 0.462889, 0.187495, 0.300788, 2.43996e-07
2.09599, 37.4332, 0.0875174, 1.31324, 0.4, 0.00350933, 0.462256, 0.187308, 0.300738, 2.43873e-07
2.09699, 37.4967, 0.0876216, 1.31318, 0.4, 0.00354567, 0.461631, 0.187122, 0.300688, 2.43752e-07
2.09799, 37.5609, 0.0877275, 1.31312, 0.4, 0.00358199, 0.461016, 0.186939, 0.300639, 2.43633e-07
2.09899, 37.6257, 0.0878349, 1.31306, 0.4, 0.00361829, 0.46041, 0.186758, 0.30059, 2.43514e-07
2.09999, 37.6911, 0.0879439, 1.31301, 0.4, 0.00365459, 0.459812, 0.186579, 0.300542, 2.43397e-07
2.10099, 37.7573, 0.0880545, 1.31297, 0.4, 0.00369086, 0.459223, 0.186402, 0.300494, 2.43282e-07
