Time(s) " generator.delta" " generator.PELEC" " eSAC2A.EFD" " generator.PMECH" " generator.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
4.95578 " 31.605" " 0.36243" " 1.40586" " 0.4" " 0.000448667" " 1.00206" " 0.993419" " 1.00087" " 0.997122"
4.95678 " 31.6131" " 0.362628" " 1.40605" " 0.4" " 0.000453024" " 1.00205" " 0.993413" " 1.00087" " 0.997117"
4.95778 " 31.6213" " 0.362826" " 1.40624" " 0.4" " 0.000457357" " 1.00204" " 0.993406" " 1.00087" " 0.997112"
4.95878 " 31.6296" " 0.363026" " 1.40643" " 0.4" " 0.000461667" " 1.00203" " 0.993399" " 1.00086" " 0.997106"
4.95978 " 31.6379" " 0.363227" " 1.40662" " 0.4" " 0.000465953" " 1.00202" " 0.993393" " 1.00086" " 0.997101"
4.96078 " 31.6464" " 0.363429" " 1.40681" " 0.4" " 0.000470215" " 1.00201" " 0.993386" " 1.00085" " 0.997096"
4.96178 " 31.6549" " 0.363632" " 1.407" " 0.4" " 0.000474454" " 1.002" " 0.993379" " 1.00085" " 0.997091"
4.96278 " 31.6634" " 0.363836" " 1.40719" " 0.4" " 0.000478668" " 1.00199" " 0.993372" " 1.00085" " 0.997085"
4.96378 " 31.6721" " 0.364041" " 1.40738" " 0.4" " 0.000482858" " 1.00198" " 0.993366" " 1.00084" " 0.99708"
4.96478 " 31.6808" " 0.364248" " 1.40756" " 0.4" " 0.000487025" " 1.00197" " 0.993359" " 1.00084" " 0.997075"
4.96578 " 31.6896" " 0.364455" " 1.40775" " 0.4" " 0.000491166" " 1.00196" " 0.993352" " 1.00083" " 0.997069"
4.96678 " 31.6985" " 0.364664" " 1.40794" " 0.4" " 0.000495284" " 1.00195" " 0.993345" " 1.00083" " 0.997064"
4.96778 " 31.7075" " 0.364874" " 1.40813" " 0.4" " 0.000499376" " 1.00194" " 0.993339" " 1.00083" " 0.997059"
4.96878 " 31.7165" " 0.365085" " 1.40832" " 0.4" " 0.000503444" " 1.00193" " 0.993332" " 1.00082" " 0.997053"
4.96978 " 31.7256" " 0.365296" " 1.40851" " 0.4" " 0.000507487" " 1.00192" " 0.993325" " 1.00082" " 0.997048"
4.97078 " 31.7348" " 0.365509" " 1.40869" " 0.4" " 0.000511505" " 1.00191" " 0.993318" " 1.00081" " 0.997043"
4.97178 " 31.744" " 0.365723" " 1.40888" " 0.4" " 0.000515498" " 1.0019" " 0.993311" " 1.00081" " 0.997037"
4.97278 " 31.7533" " 0.365939" " 1.40907" " 0.4" " 0.000519466" " 1.00189" " 0.993304" " 1.00081" " 0.997032"
4.97378 " 31.7627" " 0.366155" " 1.40925" " 0.4" " 0.000523408" " 1.00188" " 0.993298" " 1.0008" " 0.997027"
4.97478 " 31.7722" " 0.366372" " 1.40944" " 0.4" " 0.000527325" " 1.00187" " 0.993291" " 1.0008" " 0.997021"
4.97578 " 31.7817" " 0.36659" " 1.40963" " 0.4" " 0.000531216" " 1.00186" " 0.993284" " 1.00079" " 0.997016"
4.97678 " 31.7913" " 0.366809" " 1.40981" " 0.4" " 0.000535081" " 1.00185" " 0.993277" " 1.00079" " 0.99701"
4.97778 " 31.801" " 0.367029" " 1.41" " 0.4" " 0.000538921" " 1.00184" " 0.99327" " 1.00078" " 0.997005"
4.97878 " 31.8107" " 0.36725" " 1.41018" " 0.4" " 0.000542734" " 1.00183" " 0.993263" " 1.00078" " 0.997"
4.97978 " 31.8205" " 0.367472" " 1.41037" " 0.4" " 0.000546522" " 1.00182" " 0.993256" " 1.00078" " 0.996994"
4.98078 " 31.8304" " 0.367695" " 1.41056" " 0.4" " 0.000550284" " 1.00181" " 0.993249" " 1.00077" " 0.996989"
4.98178 " 31.8403" " 0.367918" " 1.41074" " 0.4" " 0.000554019" " 1.0018" " 0.993243" " 1.00077" " 0.996983"
4.98278 " 31.8503" " 0.368143" " 1.41093" " 0.4" " 0.000557728" " 1.00179" " 0.993236" " 1.00076" " 0.996978"
4.98378 " 31.8604" " 0.368369" " 1.41111" " 0.4" " 0.00056141" " 1.00178" " 0.993229" " 1.00076" " 0.996972"
4.98478 " 31.8705" " 0.368596" " 1.41129" " 0.4" " 0.000565066" " 1.00177" " 0.993222" " 1.00076" " 0.996967"
4.98578 " 31.8807" " 0.368823" " 1.41148" " 0.4" " 0.000568695" " 1.00176" " 0.993215" " 1.00075" " 0.996962"
4.98678 " 31.891" " 0.369051" " 1.41166" " 0.4" " 0.000572297" " 1.00175" " 0.993208" " 1.00075" " 0.996956"
4.98778 " 31.9013" " 0.369281" " 1.41184" " 0.4" " 0.000575872" " 1.00174" " 0.993201" " 1.00074" " 0.996951"
4.98878 " 31.9117" " 0.369511" " 1.41203" " 0.4" " 0.00057942" " 1.00173" " 0.993194" " 1.00074" " 0.996945"
4.98978 " 31.9222" " 0.369742" " 1.41221" " 0.4" " 0.000582942" " 1.00172" " 0.993187" " 1.00074" " 0.99694"
4.99078 " 31.9327" " 0.369974" " 1.41239" " 0.4" " 0.000586436" " 1.00171" " 0.99318" " 1.00073" " 0.996934"
4.99178 " 31.9433" " 0.370207" " 1.41257" " 0.4" " 0.000589902" " 1.0017" " 0.993173" " 1.00073" " 0.996929"
4.99278 " 31.9539" " 0.37044" " 1.41276" " 0.4" " 0.000593342" " 1.00169" " 0.993166" " 1.00072" " 0.996923"
4.99378 " 31.9647" " 0.370675" " 1.41294" " 0.4" " 0.000596754" " 1.00168" " 0.993159" " 1.00072" " 0.996918"
4.99478 " 31.9754" " 0.37091" " 1.41312" " 0.4" " 0.000600138" " 1.00167" " 0.993152" " 1.00071" " 0.996912"
4.99578 " 31.9863" " 0.371145" " 1.4133" " 0.4" " 0.000603494" " 1.00166" " 0.993145" " 1.00071" " 0.996907"
4.99678 " 31.9972" " 0.371382" " 1.41348" " 0.4" " 0.000606823" " 1.00165" " 0.993138" " 1.00071" " 0.996901"
4.99778 " 32.0081" " 0.37162" " 1.41366" " 0.4" " 0.000610124" " 1.00164" " 0.993131" " 1.0007" " 0.996896"
4.99878 " 32.0191" " 0.371858" " 1.41384" " 0.4" " 0.000613397" " 1.00163" " 0.993124" " 1.0007" " 0.99689"
4.99978 " 32.0302" " 0.372097" " 1.41402" " 0.4" " 0.000616642" " 1.00162" " 0.993117" " 1.00069" " 0.996885"
5.00078 " 32.0413" " 0.372337" " 1.4142" " 0.4" " 0.000619859" " 1.00161" " 0.99311" " 1.00069" " 0.996879"
5.00078 " 32.0413" " 0.372337" " 1.41418" " 0.4" " 0.000619859" " 1.00161" " 0.99311" " 1.00069" " 0.996879"
5.00578 " 32.1194" " 0.374018" " 1.41519" " 0.4" " 0.000642264" " 1.00154" " 0.99306" " 1.00066" " 0.99684"
5.01078 " 32.1783" " 0.375257" " 1.41605" " 0.4" " 0.000656797" " 1.00149" " 0.993025" " 1.00064" " 0.996812"
5.01578 " 32.238" " 0.376507" " 1.41692" " 0.4" " 0.000670732" " 1.00144" " 0.992989" " 1.00062" " 0.996784"
5.02078 " 32.299" " 0.37777" " 1.41778" " 0.4" " 0.000683932" " 1.00139" " 0.992953" " 1.0006" " 0.996756"
5.02578 " 32.3612" " 0.379046" " 1.41864" " 0.4" " 0.000696386" " 1.00134" " 0.992917" " 1.00058" " 0.996728"
5.03078 " 32.4244" " 0.380334" " 1.4195" " 0.4" " 0.000708089" " 1.00129" " 0.992882" " 1.00055" " 0.9967"
5.03578 " 32.4887" " 0.38163" " 1.42034" " 0.4" " 0.000719033" " 1.00125" " 0.992846" " 1.00053" " 0.996672"
5.04078 " 32.5539" " 0.382936" " 1.42117" " 0.4" " 0.000729215" " 1.0012" " 0.99281" " 1.00051" " 0.996644"
5.04578 " 32.6199" " 0.384248" " 1.422" " 0.4" " 0.00073863" " 1.00115" " 0.992774" " 1.00049" " 0.996616"
5.05078 " 32.6869" " 0.385566" " 1.42281" " 0.4" " 0.000747274" " 1.0011" " 0.992738" " 1.00047" " 0.996587"
5.05578 " 32.7545" " 0.386889" " 1.42362" " 0.4" " 0.000755145" " 1.00105" " 0.992702" " 1.00045" " 0.996559"
5.06078 " 32.8228" " 0.388214" " 1.42441" " 0.4" " 0.00076224" " 1.00101" " 0.992666" " 1.00043" " 0.996531"
5.06578 " 32.8917" " 0.389542" " 1.4252" " 0.4" " 0.000768558" " 1.00096" " 0.992631" " 1.00041" " 0.996503"
5.07078 " 32.9612" " 0.39087" " 1.42597" " 0.4" " 0.000774099" " 1.00091" " 0.992595" " 1.00038" " 0.996475"
5.07578 " 33.0311" " 0.392197" " 1.42674" " 0.4" " 0.000778862" " 1.00087" " 0.99256" " 1.00036" " 0.996447"
5.08078 " 33.1014" " 0.393522" " 1.42749" " 0.4" " 0.00078285" " 1.00082" " 0.992525" " 1.00034" " 0.996419"
5.08578 " 33.1721" " 0.394844" " 1.42823" " 0.4" " 0.000786064" " 1.00078" " 0.992489" " 1.00032" " 0.996391"
5.09078 " 33.2429" " 0.396161" " 1.42897" " 0.4" " 0.000788506" " 1.00073" " 0.992455" " 1.0003" " 0.996364"
5.09578 " 33.314" " 0.397472" " 1.42968" " 0.4" " 0.000790179" " 1.00069" " 0.99242" " 1.00028" " 0.996337"
5.10078 " 33.3852" " 0.398776" " 1.43039" " 0.4" " 0.000791088" " 1.00064" " 0.992386" " 1.00026" " 0.996309"
5.10578 " 33.4565" " 0.400072" " 1.43109" " 0.4" " 0.000791237" " 1.0006" " 0.992352" " 1.00024" " 0.996283"
5.11078 " 33.5277" " 0.401358" " 1.43177" " 0.4" " 0.000790632" " 1.00056" " 0.992318" " 1.00022" " 0.996256"
5.11578 " 33.5988" " 0.402634" " 1.43244" " 0.4" " 0.000789278" " 1.00052" " 0.992285" " 1.0002" " 0.996229"
5.12078 " 33.6698" " 0.403898" " 1.4331" " 0.4" " 0.000787183" " 1.00048" " 0.992252" " 1.00018" " 0.996203"
5.12578 " 33.7405" " 0.405149" " 1.43375" " 0.4" " 0.000784354" " 1.00044" " 0.992219" " 1.00016" " 0.996177"
5.13078 " 33.811" " 0.406386" " 1.43438" " 0.4" " 0.000780798" " 1.0004" " 0.992187" " 1.00014" " 0.996152"
5.13578 " 33.8811" " 0.407608" " 1.435" " 0.4" " 0.000776525" " 1.00036" " 0.992155" " 1.00012" " 0.996127"
5.14078 " 33.9508" " 0.408813" " 1.4356" " 0.4" " 0.000771544" " 1.00032" " 0.992124" " 1.0001" " 0.996102"
5.14578 " 34.02" " 0.410001" " 1.43619" " 0.4" " 0.000765864" " 1.00028" " 0.992094" " 1.00008" " 0.996078"
5.15078 " 34.0887" " 0.411171" " 1.43677" " 0.4" " 0.000759497" " 1.00025" " 0.992064" " 1.00006" " 0.996054"
5.15578 " 34.1567" " 0.412322" " 1.43733" " 0.4" " 0.000752453" " 1.00021" " 0.992034" " 1.00005" " 0.99603"
5.16078 " 34.2242" " 0.413453" " 1.43788" " 0.4" " 0.000744745" " 1.00018" " 0.992005" " 1.00003" " 0.996007"
5.16578 " 34.2908" " 0.414562" " 1.43841" " 0.4" " 0.000736384" " 1.00014" " 0.991977" " 1.00001" " 0.995985"
5.17078 " 34.3567" " 0.415649" " 1.43893" " 0.4" " 0.000727383" " 1.00011" " 0.99195" " 0.999994" " 0.995963"
5.17579 " 34.4218" " 0.416714" " 1.43943" " 0.4" " 0.000717755" " 1.00008" " 0.991923" " 0.999978" " 0.995942"
5.18079 " 34.486" " 0.417754" " 1.43992" " 0.4" " 0.000707515" " 1.00005" " 0.991897" " 0.999962" " 0.995921"
5.18579 " 34.5492" " 0.41877" " 1.44039" " 0.4" " 0.000696677" " 1.00002" " 0.991871" " 0.999946" " 0.9959"
5.19079 " 34.6114" " 0.419761" " 1.44084" " 0.4" " 0.000685255" " 0.99999" " 0.991847" " 0.999931" " 0.995881"
5.19579 " 34.6725" " 0.420725" " 1.44128" " 0.4" " 0.000673265" " 0.999962" " 0.991823" " 0.999916" " 0.995862"
5.20079 " 34.7326" " 0.421662" " 1.4417" " 0.4" " 0.000660722" " 0.999936" " 0.9918" " 0.999902" " 0.995843"
5.20579 " 34.7915" " 0.422572" " 1.4421" " 0.4" " 0.000647642" " 0.999911" " 0.991778" " 0.999889" " 0.995826"
5.21079 " 34.8492" " 0.423453" " 1.44248" " 0.4" " 0.000634042" " 0.999887" " 0.991757" " 0.999876" " 0.995809"
5.21579 " 34.9057" " 0.424306" " 1.44285" " 0.4" " 0.000619939" " 0.999865" " 0.991737" " 0.999863" " 0.995793"
5.22079 " 34.9608" " 0.425129" " 1.44319" " 0.4" " 0.000605349" " 0.999843" " 0.991717" " 0.999851" " 0.995777"
5.22579 " 35.0146" " 0.425922" " 1.44352" " 0.4" " 0.000590291" " 0.999823" " 0.991699" " 0.99984" " 0.995762"
5.23079 " 35.0671" " 0.426683" " 1.44383" " 0.4" " 0.000574782" " 0.999804" " 0.991681" " 0.999829" " 0.995748"
5.23579 " 35.1181" " 0.427415" " 1.44412" " 0.4" " 0.000558841" " 0.999787" " 0.991665" " 0.999819" " 0.995735"
5.24079 " 35.1677" " 0.428114" " 1.44439" " 0.4" " 0.000542486" " 0.99977" " 0.991649" " 0.999809" " 0.995723"
5.24579 " 35.2158" " 0.428781" " 1.44464" " 0.4" " 0.000525735" " 0.999756" " 0.991635" " 0.9998" " 0.995711"
5.25079 " 35.2623" " 0.429415" " 1.44486" " 0.4" " 0.000508609" " 0.999742" " 0.991621" " 0.999792" " 0.995701"
5.25579 " 35.3073" " 0.430017" " 1.44507" " 0.4" " 0.000491125" " 0.99973" " 0.991609" " 0.999785" " 0.995691"
5.26079 " 35.3508" " 0.430586" " 1.44526" " 0.4" " 0.000473303" " 0.999719" " 0.991598" " 0.999778" " 0.995682"
5.26579 " 35.3926" " 0.43112" " 1.44542" " 0.4" " 0.000455163" " 0.999709" " 0.991588" " 0.999771" " 0.995674"
5.27079 " 35.4327" " 0.431621" " 1.44557" " 0.4" " 0.000436725" " 0.999701" " 0.991578" " 0.999766" " 0.995666"
5.27579 " 35.4712" " 0.432088" " 1.44569" " 0.4" " 0.000418008" " 0.999694" " 0.99157" " 0.999761" " 0.99566"
5.28079 " 35.508" " 0.432521" " 1.44579" " 0.4" " 0.000399033" " 0.999688" " 0.991563" " 0.999757" " 0.995654"
5.28579 " 35.543" " 0.432919" " 1.44586" " 0.4" " 0.00037982" " 0.999684" " 0.991557" " 0.999753" " 0.99565"
5.29079 " 35.5763" " 0.433283" " 1.44592" " 0.4" " 0.000360389" " 0.999681" " 0.991553" " 0.99975" " 0.995646"
5.29579 " 35.6079" " 0.433612" " 1.44595" " 0.4" " 0.00034076" " 0.99968" " 0.991549" " 0.999748" " 0.995643"
5.30079 " 35.6377" " 0.433906" " 1.44596" " 0.4" " 0.000320953" " 0.99968" " 0.991546" " 0.999747" " 0.995641"
5.30579 " 35.6657" " 0.434165" " 1.44594" " 0.4" " 0.000300989" " 0.999681" " 0.991545" " 0.999746" " 0.99564"
5.31079 " 35.6919" " 0.43439" " 1.4459" " 0.4" " 0.000280889" " 0.999683" " 0.991545" " 0.999746" " 0.99564"
5.31579 " 35.7162" " 0.434577" " 1.44584" " 0.4" " 0.000260673" " 0.999685" " 0.99154" " 0.999743" " 0.995637"
5.32079 " 35.7388" " 0.434733" " 1.44576" " 0.4" " 0.000240363" " 0.999691" " 0.991543" " 0.999745" " 0.995639"
5.32579 " 35.7595" " 0.434854" " 1.44565" " 0.4" " 0.000219976" " 0.999698" " 0.991547" " 0.999748" " 0.995642"
5.33079 " 35.7784" " 0.43494" " 1.44553" " 0.4" " 0.000199533" " 0.999706" " 0.991552" " 0.999751" " 0.995646"
5.33579 " 35.7954" " 0.434991" " 1.44538" " 0.4" " 0.000179055" " 0.999715" " 0.991558" " 0.999755" " 0.995651"
5.34079 " 35.8106" " 0.435009" " 1.4452" " 0.4" " 0.000158561" " 0.999726" " 0.991564" " 0.99976" " 0.995657"
5.34579 " 35.824" " 0.434993" " 1.44501" " 0.4" " 0.000138073" " 0.999738" " 0.991572" " 0.999765" " 0.995664"
5.35079 " 35.8355" " 0.434942" " 1.44478" " 0.4" " 0.000117608" " 0.999752" " 0.991582" " 0.999771" " 0.995671"
5.35579 " 35.8451" " 0.434859" " 1.44454" " 0.4" " 9.71873e-05" " 0.999766" " 0.991592" " 0.999778" " 0.995679"
5.36079 " 35.853" " 0.434742" " 1.44427" " 0.4" " 7.68301e-05" " 0.999782" " 0.991603" " 0.999785" " 0.995688"
5.36579 " 35.859" " 0.434592" " 1.44398" " 0.4" " 5.65554e-05" " 0.999799" " 0.991615" " 0.999793" " 0.995698"
5.37079 " 35.8631" " 0.43441" " 1.44367" " 0.4" " 3.63825e-05" " 0.999817" " 0.991628" " 0.999801" " 0.995709"
5.37579 " 35.8655" " 0.434194" " 1.44333" " 0.4" " 1.63301e-05" " 0.999833" " 0.991636" " 0.999807" " 0.995716"
5.38079 " 35.8661" " 0.433947" " 1.44298" " 0.4" " -3.58082e-06" " 0.999853" " 0.99165" " 0.999815" " 0.995727"
5.38579 " 35.8649" " 0.43367" " 1.4426" " 0.4" " -2.33349e-05" " 0.999874" " 0.991664" " 0.999825" " 0.995739"
5.39079 " 35.8619" " 0.433362" " 1.4422" " 0.4" " -4.29132e-05" " 0.999895" " 0.99168" " 0.999835" " 0.995752"
5.39579 " 35.8571" " 0.433024" " 1.44178" " 0.4" " -6.22982e-05" " 0.999918" " 0.991696" " 0.999846" " 0.995765"
5.40079 " 35.8506" " 0.432656" " 1.44134" " 0.4" " -8.14721e-05" " 0.999941" " 0.991713" " 0.999857" " 0.995779"
5.40579 " 35.8424" " 0.432259" " 1.44089" " 0.4" " -0.000100418" " 0.999965" " 0.991731" " 0.999868" " 0.995794"
5.41079 " 35.8326" " 0.431833" " 1.44041" " 0.4" " -0.000119119" " 0.999991" " 0.99175" " 0.99988" " 0.995809"
5.41579 " 35.821" " 0.431379" " 1.43992" " 0.4" " -0.000137559" " 1.00002" " 0.991769" " 0.999893" " 0.995825"
5.42079 " 35.8078" " 0.430898" " 1.43941" " 0.4" " -0.000155721" " 1.00004" " 0.991789" " 0.999905" " 0.995841"
5.42579 " 35.793" " 0.430391" " 1.43888" " 0.4" " -0.00017359" " 1.00007" " 0.99181" " 0.999918" " 0.995858"
5.43079 " 35.7765" " 0.429857" " 1.43834" " 0.4" " -0.00019115" " 1.0001" " 0.991831" " 0.999932" " 0.995875"
5.43579 " 35.7585" " 0.429298" " 1.43778" " 0.4" " -0.000208388" " 1.00013" " 0.991853" " 0.999946" " 0.995893"
5.44079 " 35.739" " 0.428714" " 1.43721" " 0.4" " -0.000225287" " 1.00016" " 0.991875" " 0.99996" " 0.995911"
5.44579 " 35.718" " 0.428107" " 1.43662" " 0.4" " -0.000241834" " 1.00019" " 0.991898" " 0.999975" " 0.99593"
5.45079 " 35.6955" " 0.427476" " 1.43602" " 0.4" " -0.000258016" " 1.00022" " 0.991921" " 0.99999" " 0.995949"
5.45579 " 35.6715" " 0.426823" " 1.43541" " 0.4" " -0.000273818" " 1.00025" " 0.991945" " 1" " 0.995968"
5.46079 " 35.6462" " 0.426148" " 1.43479" " 0.4" " -0.000289229" " 1.00028" " 0.991968" " 1.00002" " 0.995987"
5.46579 " 35.6194" " 0.425453" " 1.43415" " 0.4" " -0.000304236" " 1.00031" " 0.991993" " 1.00004" " 0.996007"
5.47079 " 35.5914" " 0.424737" " 1.43351" " 0.4" " -0.000318827" " 1.00034" " 0.992018" " 1.00005" " 0.996027"
5.47579 " 35.562" " 0.424002" " 1.43285" " 0.4" " -0.000332991" " 1.00037" " 0.992042" " 1.00007" " 0.996047"
5.48079 " 35.5314" " 0.423249" " 1.43219" " 0.4" " -0.000346717" " 1.00041" " 0.992068" " 1.00008" " 0.996067"
5.48579 " 35.4996" " 0.422479" " 1.43152" " 0.4" " -0.000359995" " 1.00044" " 0.992093" " 1.0001" " 0.996088"
5.49079 " 35.4666" " 0.421692" " 1.43084" " 0.4" " -0.000372814" " 1.00047" " 0.992118" " 1.00011" " 0.996109"
5.49579 " 35.4325" " 0.420889" " 1.43016" " 0.4" " -0.000385166" " 1.0005" " 0.992144" " 1.00013" " 0.996129"
5.50079 " 35.3972" " 0.420071" " 1.42948" " 0.4" " -0.000397041" " 1.00053" " 0.99217" " 1.00015" " 0.99615"
5.50579 " 35.361" " 0.419239" " 1.42879" " 0.4" " -0.000408432" " 1.00057" " 0.992195" " 1.00016" " 0.996171"
5.51079 " 35.3237" " 0.418395" " 1.42809" " 0.4" " -0.00041933" " 1.0006" " 0.992221" " 1.00018" " 0.996191"
5.51579 " 35.2855" " 0.417538" " 1.4274" " 0.4" " -0.000429729" " 1.00063" " 0.992247" " 1.00019" " 0.996212"
5.52079 " 35.2463" " 0.41667" " 1.4267" " 0.4" " -0.000439621" " 1.00066" " 0.992272" " 1.00021" " 0.996233"
5.52579 " 35.2063" " 0.415791" " 1.42601" " 0.4" " -0.000449" " 1.00069" " 0.992298" " 1.00023" " 0.996253"
5.53079 " 35.1655" " 0.414904" " 1.42531" " 0.4" " -0.000457861" " 1.00073" " 0.992323" " 1.00024" " 0.996274"
5.53579 " 35.1239" " 0.414007" " 1.42462" " 0.4" " -0.0004662" " 1.00076" " 0.992349" " 1.00026" " 0.996294"
5.54079 " 35.0815" " 0.413103" " 1.42393" " 0.4" " -0.000474009" " 1.00079" " 0.992374" " 1.00027" " 0.996314"
5.54579 " 35.0385" " 0.412193" " 1.42324" " 0.4" " -0.000481288" " 1.00082" " 0.992398" " 1.00029" " 0.996334"
5.55079 " 34.9949" " 0.411277" " 1.42256" " 0.4" " -0.000488031" " 1.00085" " 0.992423" " 1.0003" " 0.996353"
5.55579 " 34.9507" " 0.410357" " 1.42189" " 0.4" " -0.000494236" " 1.00088" " 0.992447" " 1.00032" " 0.996373"
5.56079 " 34.9059" " 0.409432" " 1.42122" " 0.4" " -0.0004999" " 1.00091" " 0.992471" " 1.00033" " 0.996392"
5.56579 " 34.8607" " 0.408505" " 1.42056" " 0.4" " -0.000505022" " 1.00094" " 0.992495" " 1.00035" " 0.99641"
5.57079 " 34.815" " 0.407576" " 1.4199" " 0.4" " -0.000509601" " 1.00096" " 0.992518" " 1.00036" " 0.996429"
5.57579 " 34.7689" " 0.406646" " 1.41926" " 0.4" " -0.000513635" " 1.00099" " 0.992541" " 1.00038" " 0.996447"
5.58079 " 34.7225" " 0.405716" " 1.41862" " 0.4" " -0.000517125" " 1.00102" " 0.992563" " 1.00039" " 0.996465"
5.58579 " 34.6758" " 0.404787" " 1.418" " 0.4" " -0.000520071" " 1.00105" " 0.992585" " 1.0004" " 0.996482"
5.59079 " 34.6289" " 0.403859" " 1.41739" " 0.4" " -0.000522473" " 1.00107" " 0.992607" " 1.00041" " 0.996499"
5.59579 " 34.5817" " 0.402935" " 1.41679" " 0.4" " -0.000524334" " 1.0011" " 0.992628" " 1.00043" " 0.996515"
5.60079 " 34.5345" " 0.402013" " 1.41621" " 0.4" " -0.000525656" " 1.00112" " 0.992648" " 1.00044" " 0.996531"
5.60579 " 34.4871" " 0.401097" " 1.41563" " 0.4" " -0.00052644" " 1.00114" " 0.992668" " 1.00045" " 0.996547"
5.6108 " 34.4397" " 0.400185" " 1.41508" " 0.4" " -0.000526689" " 1.00117" " 0.992687" " 1.00046" " 0.996562"
5.6158 " 34.3923" " 0.39928" " 1.41453" " 0.4" " -0.000526408" " 1.00119" " 0.992706" " 1.00047" " 0.996577"
5.6208 " 34.3449" " 0.398382" " 1.41401" " 0.4" " -0.0005256" " 1.00121" " 0.992724" " 1.00048" " 0.996591"
5.6258 " 34.2976" " 0.397492" " 1.4135" " 0.4" " -0.00052427" " 1.00123" " 0.992742" " 1.00049" " 0.996605"
5.6308 " 34.2505" " 0.39661" " 1.413" " 0.4" " -0.000522422" " 1.00125" " 0.992759" " 1.0005" " 0.996618"
5.6358 " 34.2036" " 0.395738" " 1.41253" " 0.4" " -0.000520063" " 1.00127" " 0.992775" " 1.00051" " 0.996631"
5.6408 " 34.1569" " 0.394876" " 1.41207" " 0.4" " -0.000517197" " 1.00128" " 0.992791" " 1.00052" " 0.996643"
5.6458 " 34.1104" " 0.394026" " 1.41163" " 0.4" " -0.000513832" " 1.0013" " 0.992806" " 1.00053" " 0.996654"
5.6508 " 34.0644" " 0.393187" " 1.41121" " 0.4" " -0.000509974" " 1.00132" " 0.992821" " 1.00054" " 0.996665"
5.6558 " 34.0186" " 0.392361" " 1.41081" " 0.4" " -0.000505631" " 1.00133" " 0.992834" " 1.00055" " 0.996676"
5.6608 " 33.9733" " 0.391548" " 1.41043" " 0.4" " -0.00050081" " 1.00134" " 0.992847" " 1.00055" " 0.996686"
5.6658 " 33.9285" " 0.390749" " 1.41007" " 0.4" " -0.000495519" " 1.00136" " 0.99286" " 1.00056" " 0.996695"
5.6708 " 33.8841" " 0.389965" " 1.40973" " 0.4" " -0.000489767" " 1.00137" " 0.992871" " 1.00057" " 0.996704"
5.6758 " 33.8403" " 0.389197" " 1.40941" " 0.4" " -0.000483563" " 1.00138" " 0.992882" " 1.00057" " 0.996712"
5.6808 " 33.797" " 0.388444" " 1.40911" " 0.4" " -0.000476916" " 1.00139" " 0.992893" " 1.00058" " 0.99672"
5.6858 " 33.7544" " 0.387709" " 1.40883" " 0.4" " -0.000469836" " 1.0014" " 0.992902" " 1.00058" " 0.996727"
5.6908 " 33.7125" " 0.38699" " 1.40858" " 0.4" " -0.000462333" " 1.00141" " 0.992911" " 1.00059" " 0.996733"
5.6958 " 33.6712" " 0.38629" " 1.40834" " 0.4" " -0.000454417" " 1.00141" " 0.99292" " 1.00059" " 0.996739"
5.7008 " 33.6306" " 0.385608" " 1.40813" " 0.4" " -0.000446099" " 1.00142" " 0.992927" " 1.0006" " 0.996745"
5.7058 " 33.5909" " 0.384945" " 1.40793" " 0.4" " -0.000437389" " 1.00142" " 0.992934" " 1.0006" " 0.99675"
5.7108 " 33.5519" " 0.384302" " 1.40776" " 0.4" " -0.000428301" " 1.00143" " 0.99294" " 1.0006" " 0.996754"
5.7158 " 33.5138" " 0.383678" " 1.40761" " 0.4" " -0.000418844" " 1.00143" " 0.992945" " 1.0006" " 0.996758"
5.7208 " 33.4765" " 0.383076" " 1.40749" " 0.4" " -0.000409032" " 1.00143" " 0.99295" " 1.00061" " 0.996761"
5.7258 " 33.4401" " 0.382494" " 1.40738" " 0.4" " -0.000398875" " 1.00144" " 0.992954" " 1.00061" " 0.996763"
5.7308 " 33.4047" " 0.381933" " 1.40729" " 0.4" " -0.000388388" " 1.00144" " 0.992958" " 1.00061" " 0.996765"
5.7358 " 33.3702" " 0.381395" " 1.40723" " 0.4" " -0.000377582" " 1.00144" " 0.99296" " 1.00061" " 0.996767"
5.7408 " 33.3367" " 0.380879" " 1.40719" " 0.4" " -0.00036647" " 1.00144" " 0.992962" " 1.00061" " 0.996768"
5.7458 " 33.3042" " 0.380385" " 1.40716" " 0.4" " -0.000355066" " 1.00143" " 0.992964" " 1.00061" " 0.996769"
5.7508 " 33.2728" " 0.379914" " 1.40716" " 0.4" " -0.000343382" " 1.00143" " 0.992964" " 1.00061" " 0.996768"
5.7558 " 33.2424" " 0.379466" " 1.40718" " 0.4" " -0.000331433" " 1.00143" " 0.992964" " 1.00061" " 0.996768"
5.7608 " 33.2131" " 0.379042" " 1.40722" " 0.4" " -0.000319233" " 1.00142" " 0.992964" " 1.00061" " 0.996767"
5.7658 " 33.1849" " 0.378642" " 1.40728" " 0.4" " -0.000306794" " 1.00142" " 0.992963" " 1.00061" " 0.996765"
5.7708 " 33.1579" " 0.378265" " 1.40736" " 0.4" " -0.000294131" " 1.00141" " 0.992961" " 1.0006" " 0.996763"
