Time(s), generator.delta, generator.PELEC, uRST5T.EFD, generator.PMECH, generator.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
6.92083, 34.0222, 0.391416, 1.43954, 0.4, 8.08173e-07, 0.999559, 0.991783, 0.999845, 0.995799
6.92583, 34.0225, 0.391493, 1.43954, 0.4, 5.80117e-06, 0.999557, 0.991781, 0.999844, 0.995798
6.93083, 34.0233, 0.391579, 1.43953, 0.4, 1.07454e-05, 0.999556, 0.99178, 0.999843, 0.995797
6.93583, 34.0244, 0.391671, 1.43953, 0.4, 1.56365e-05, 0.999554, 0.991778, 0.999842, 0.995795
6.94083, 34.0261, 0.391772, 1.43952, 0.4, 2.04699e-05, 0.999552, 0.991776, 0.999841, 0.995794
6.94583, 34.0281, 0.391879, 1.43951, 0.4, 2.52415e-05, 0.99955, 0.991774, 0.99984, 0.995792
6.95083, 34.0306, 0.391994, 1.43949, 0.4, 2.99469e-05, 0.999548, 0.991772, 0.999839, 0.995791
6.95583, 34.0335, 0.392116, 1.43948, 0.4, 3.45824e-05, 0.999545, 0.99177, 0.999837, 0.995789
6.96083, 34.0368, 0.392244, 1.43946, 0.4, 3.91437e-05, 0.999542, 0.991767, 0.999836, 0.995787
6.96583, 34.0406, 0.392379, 1.43944, 0.4, 4.3627e-05, 0.999539, 0.991764, 0.999834, 0.995785
6.97083, 34.0447, 0.39252, 1.43942, 0.4, 4.80287e-05, 0.999536, 0.991762, 0.999833, 0.995783
6.97583, 34.0492, 0.392667, 1.4394, 0.4, 5.23449e-05, 0.999533, 0.991759, 0.999831, 0.99578
6.98083, 34.0541, 0.392821, 1.43937, 0.4, 5.65722e-05, 0.999529, 0.991755, 0.999829, 0.995778
6.98583, 34.0594, 0.39298, 1.43935, 0.4, 6.0707e-05, 0.999526, 0.991752, 0.999827, 0.995775
6.99083, 34.0651, 0.393145, 1.43932, 0.4, 6.47464e-05, 0.999522, 0.991749, 0.999825, 0.995773
6.99583, 34.0711, 0.393315, 1.43929, 0.4, 6.86867e-05, 0.999518, 0.991745, 0.999823, 0.99577
7.00083, 34.0774, 0.393491, 1.43926, 0.4, 7.25251e-05, 0.999514, 0.991742, 0.999821, 0.995767
7.00583, 34.0841, 0.393671, 1.43922, 0.4, 7.62584e-05, 0.99951, 0.991738, 0.999819, 0.995764
7.01083, 34.0912, 0.393857, 1.43919, 0.4, 7.98841e-05, 0.999506, 0.991734, 0.999817, 0.995761
7.01583, 34.0985, 0.394046, 1.43915, 0.4, 8.33993e-05, 0.999501, 0.99173, 0.999815, 0.995758
7.02083, 34.1062, 0.394241, 1.43911, 0.4, 8.68015e-05, 0.999497, 0.991726, 0.999812, 0.995755
7.02583, 34.1141, 0.394441, 1.43907, 0.4, 9.00884e-05, 0.999494, 0.991727, 0.999813, 0.995756
7.03083, 34.1224, 0.394643, 1.43903, 0.4, 9.32557e-05, 0.99949, 0.991723, 0.999811, 0.995753
7.03583, 34.1309, 0.394849, 1.43899, 0.4, 9.63037e-05, 0.999485, 0.991719, 0.999809, 0.99575
7.04083, 34.1397, 0.395058, 1.43894, 0.4, 9.92297e-05, 0.99948, 0.991715, 0.999806, 0.995747
7.04583, 34.1488, 0.39527, 1.4389, 0.4, 0.000102032, 0.999476, 0.991711, 0.999804, 0.995744
7.05083, 34.1581, 0.395486, 1.43885, 0.4, 0.000104708, 0.999471, 0.991707, 0.999801, 0.99574
7.05583, 34.1677, 0.395703, 1.4388, 0.4, 0.000107258, 0.999466, 0.991702, 0.999799, 0.995737
7.06083, 34.1774, 0.395924, 1.43875, 0.4, 0.000109678, 0.999461, 0.991698, 0.999796, 0.995733
7.06583, 34.1874, 0.396147, 1.4387, 0.4, 0.000111969, 0.999455, 0.991693, 0.999794, 0.99573
7.07083, 34.1976, 0.396372, 1.43864, 0.4, 0.000114128, 0.99945, 0.991689, 0.999791, 0.995726
7.07583, 34.208, 0.396598, 1.43859, 0.4, 0.000116155, 0.999445, 0.991684, 0.999788, 0.995723
7.08083, 34.2185, 0.396827, 1.43854, 0.4, 0.000118048, 0.99944, 0.99168, 0.999786, 0.995719
7.08583, 34.2292, 0.397056, 1.43848, 0.4, 0.000119807, 0.999434, 0.991675, 0.999783, 0.995716
7.09083, 34.2401, 0.397286, 1.43842, 0.4, 0.000121432, 0.999429, 0.99167, 0.99978, 0.995712
7.09583, 34.2511, 0.397518, 1.43837, 0.4, 0.000122921, 0.999424, 0.991666, 0.999778, 0.995708
7.10083, 34.2622, 0.39775, 1.43831, 0.4, 0.000124275, 0.999418, 0.991661, 0.999775, 0.995705
7.10583, 34.2734, 0.397982, 1.43825, 0.4, 0.000125492, 0.999413, 0.991656, 0.999772, 0.995701
7.11083, 34.2848, 0.398215, 1.43819, 0.4, 0.000126573, 0.999407, 0.991652, 0.999769, 0.995697
7.11583, 34.2962, 0.398447, 1.43813, 0.4, 0.000127519, 0.999402, 0.991647, 0.999767, 0.995694
7.12083, 34.3078, 0.398679, 1.43807, 0.4, 0.000128328, 0.999397, 0.991642, 0.999764, 0.99569
7.12583, 34.3193, 0.398911, 1.438, 0.4, 0.000129001, 0.999391, 0.991638, 0.999761, 0.995686
7.13083, 34.331, 0.399142, 1.43794, 0.4, 0.00012954, 0.999386, 0.991633, 0.999758, 0.995683
7.13583, 34.3427, 0.399372, 1.43788, 0.4, 0.000129943, 0.999381, 0.991628, 0.999756, 0.995679
7.14083, 34.3544, 0.399601, 1.43782, 0.4, 0.000130212, 0.999375, 0.991624, 0.999753, 0.995676
7.14583, 34.3661, 0.399828, 1.43775, 0.4, 0.000130349, 0.99937, 0.991619, 0.99975, 0.995672
7.15083, 34.3778, 0.400054, 1.43769, 0.4, 0.000130352, 0.999365, 0.991614, 0.999748, 0.995668
7.15583, 34.3896, 0.400277, 1.43763, 0.4, 0.000130225, 0.99936, 0.99161, 0.999745, 0.995665
7.16083, 34.4013, 0.400499, 1.43756, 0.4, 0.000129967, 0.999355, 0.991606, 0.999742, 0.995661
7.16583, 34.413, 0.400719, 1.4375, 0.4, 0.00012958, 0.99935, 0.991601, 0.99974, 0.995658
7.17083, 34.4246, 0.400936, 1.43744, 0.4, 0.000129066, 0.999345, 0.991597, 0.999737, 0.995655
7.17583, 34.4362, 0.401151, 1.43737, 0.4, 0.000128425, 0.99934, 0.991593, 0.999735, 0.995651
7.18083, 34.4477, 0.401362, 1.43731, 0.4, 0.000127661, 0.999336, 0.991588, 0.999732, 0.995648
7.18583, 34.4592, 0.401571, 1.43724, 0.4, 0.000126773, 0.999331, 0.991584, 0.99973, 0.995645
7.19083, 34.4706, 0.401777, 1.43718, 0.4, 0.000125765, 0.999326, 0.99158, 0.999728, 0.995642
7.19583, 34.4818, 0.401979, 1.43712, 0.4, 0.000124638, 0.999322, 0.991576, 0.999725, 0.995639
7.20083, 34.493, 0.402178, 1.43706, 0.4, 0.000123394, 0.999318, 0.991572, 0.999723, 0.995636
7.20583, 34.5041, 0.402371, 1.43699, 0.4, 0.000122035, 0.999311, 0.991564, 0.999717, 0.995629
7.21083, 34.515, 0.402563, 1.43693, 0.4, 0.000120565, 0.999307, 0.99156, 0.999715, 0.995626
7.21583, 34.5258, 0.40275, 1.43687, 0.4, 0.000118984, 0.999303, 0.991556, 0.999713, 0.995623
7.22083, 34.5364, 0.402933, 1.43681, 0.4, 0.000117295, 0.999299, 0.991553, 0.999711, 0.99562
7.22583, 34.5469, 0.403112, 1.43675, 0.4, 0.000115501, 0.999296, 0.99155, 0.999709, 0.995618
7.23083, 34.5572, 0.403287, 1.43669, 0.4, 0.000113604, 0.999292, 0.991546, 0.999708, 0.995615
7.23583, 34.5673, 0.403457, 1.43663, 0.4, 0.000111607, 0.999289, 0.991543, 0.999706, 0.995613
7.24083, 34.5773, 0.403622, 1.43657, 0.4, 0.000109513, 0.999286, 0.99154, 0.999704, 0.995611
7.24583, 34.587, 0.403782, 1.43651, 0.4, 0.000107324, 0.999283, 0.991538, 0.999702, 0.995608
7.25083, 34.5966, 0.403937, 1.43646, 0.4, 0.000105043, 0.99928, 0.991535, 0.999701, 0.995606
7.25583, 34.606, 0.404088, 1.4364, 0.4, 0.000102674, 0.999277, 0.991532, 0.999699, 0.995604
7.26083, 34.6151, 0.404233, 1.43635, 0.4, 0.000100218, 0.999275, 0.99153, 0.999698, 0.995603
7.26583, 34.624, 0.404373, 1.43629, 0.4, 9.768e-05, 0.999272, 0.991528, 0.999697, 0.995601
7.27083, 34.6327, 0.404508, 1.43624, 0.4, 9.50623e-05, 0.99927, 0.991526, 0.999696, 0.995599
7.27583, 34.6411, 0.404637, 1.43619, 0.4, 9.23683e-05, 0.999268, 0.991524, 0.999695, 0.995598
7.28083, 34.6493, 0.40476, 1.43614, 0.4, 8.9601e-05, 0.999266, 0.991522, 0.999694, 0.995596
7.28583, 34.6572, 0.404878, 1.43609, 0.4, 8.67639e-05, 0.999265, 0.99152, 0.999693, 0.995595
7.29083, 34.6649, 0.40499, 1.43604, 0.4, 8.38602e-05, 0.999263, 0.991519, 0.999692, 0.995594
7.29583, 34.6723, 0.405097, 1.43599, 0.4, 8.08933e-05, 0.999262, 0.991517, 0.999691, 0.995593
7.30083, 34.6795, 0.405198, 1.43594, 0.4, 7.78665e-05, 0.999261, 0.991516, 0.99969, 0.995592
7.30583, 34.6864, 0.405292, 1.4359, 0.4, 7.47832e-05, 0.99926, 0.991515, 0.99969, 0.995591
7.31083, 34.693, 0.405381, 1.43585, 0.4, 7.16471e-05, 0.999259, 0.991514, 0.999689, 0.995591
7.31583, 34.6993, 0.405465, 1.43581, 0.4, 6.84614e-05, 0.999259, 0.991513, 0.999689, 0.99559
7.32083, 34.7053, 0.405541, 1.43577, 0.4, 6.52297e-05, 0.999259, 0.991513, 0.999689, 0.99559
7.32583, 34.711, 0.405612, 1.43573, 0.4, 6.19555e-05, 0.999258, 0.991512, 0.999689, 0.995589
7.33083, 34.7164, 0.405677, 1.43569, 0.4, 5.86424e-05, 0.999259, 0.991512, 0.999688, 0.995589
7.33583, 34.7216, 0.405736, 1.43565, 0.4, 5.5294e-05, 0.999259, 0.991512, 0.999688, 0.995589
7.34083, 34.7264, 0.405789, 1.43562, 0.4, 5.19137e-05, 0.999259, 0.991512, 0.999689, 0.995589
7.34583, 34.7309, 0.405836, 1.43559, 0.4, 4.8505e-05, 0.99926, 0.991512, 0.999689, 0.995589
7.35083, 34.7351, 0.405876, 1.43555, 0.4, 4.50718e-05, 0.999261, 0.991513, 0.999689, 0.99559
7.35583, 34.739, 0.405911, 1.43552, 0.4, 4.16174e-05, 0.999262, 0.991513, 0.999689, 0.99559
7.36084, 34.7426, 0.40594, 1.43549, 0.4, 3.81453e-05, 0.999263, 0.991514, 0.99969, 0.995591
7.36584, 34.7459, 0.405962, 1.43546, 0.4, 3.46591e-05, 0.999265, 0.991515, 0.99969, 0.995591
7.37084, 34.7488, 0.405978, 1.43544, 0.4, 3.11622e-05, 0.999266, 0.991516, 0.999691, 0.995592
7.37584, 34.7515, 0.405989, 1.43541, 0.4, 2.76585e-05, 0.999268, 0.991517, 0.999692, 0.995593
7.38084, 34.7538, 0.405994, 1.43539, 0.4, 2.41512e-05, 0.99927, 0.991518, 0.999693, 0.995594
7.38584, 34.7558, 0.405992, 1.43536, 0.4, 2.06437e-05, 0.999272, 0.991519, 0.999694, 0.995595
7.39084, 34.7575, 0.405985, 1.43534, 0.4, 1.71396e-05, 0.999275, 0.991521, 0.999695, 0.995597
7.39584, 34.7589, 0.405972, 1.43532, 0.4, 1.36422e-05, 0.999277, 0.991523, 0.999696, 0.995598
7.40084, 34.76, 0.405953, 1.43531, 0.4, 1.01549e-05, 0.99928, 0.991524, 0.999697, 0.9956
7.40584, 34.7608, 0.405929, 1.43529, 0.4, 6.68093e-06, 0.999283, 0.991526, 0.999698, 0.995601
7.41084, 34.7612, 0.405899, 1.43528, 0.4, 3.22364e-06, 0.999286, 0.991529, 0.9997, 0.995603
7.41584, 34.7613, 0.405863, 1.43526, 0.4, -2.13663e-07, 0.999289, 0.991531, 0.999701, 0.995605
7.42084, 34.7612, 0.405822, 1.43525, 0.4, -3.6277e-06, 0.999292, 0.991533, 0.999703, 0.995607
7.42584, 34.7607, 0.405776, 1.43524, 0.4, -7.01531e-06, 0.999296, 0.991536, 0.999704, 0.995609
7.43084, 34.7599, 0.405724, 1.43523, 0.4, -1.03735e-05, 0.9993, 0.991539, 0.999706, 0.995611
7.43584, 34.7588, 0.405667, 1.43523, 0.4, -1.36991e-05, 0.999304, 0.991541, 0.999708, 0.995613
7.44084, 34.7574, 0.405605, 1.43522, 0.4, -1.69892e-05, 0.999308, 0.991544, 0.99971, 0.995616
7.44584, 34.7557, 0.405538, 1.43522, 0.4, -2.02407e-05, 0.999312, 0.991547, 0.999712, 0.995618
7.45084, 34.7538, 0.405466, 1.43521, 0.4, -2.34509e-05, 0.999316, 0.99155, 0.999714, 0.995621
7.45584, 34.7515, 0.405389, 1.43521, 0.4, -2.6617e-05, 0.999321, 0.991554, 0.999716, 0.995623
7.46084, 34.749, 0.405308, 1.43521, 0.4, -2.97359e-05, 0.999325, 0.991557, 0.999718, 0.995626
7.46584, 34.7462, 0.405222, 1.43522, 0.4, -3.28054e-05, 0.99933, 0.991561, 0.99972, 0.995629
7.47084, 34.7431, 0.405132, 1.43522, 0.4, -3.58225e-05, 0.999335, 0.991564, 0.999722, 0.995632
7.47584, 34.7397, 0.405037, 1.43522, 0.4, -3.87846e-05, 0.99934, 0.991568, 0.999725, 0.995635
7.48084, 34.7361, 0.404938, 1.43523, 0.4, -4.16894e-05, 0.999345, 0.991572, 0.999727, 0.995638
7.48584, 34.7322, 0.404834, 1.43524, 0.4, -4.45346e-05, 0.99935, 0.991576, 0.999729, 0.995641
7.49084, 34.7281, 0.404727, 1.43525, 0.4, -4.73175e-05, 0.999355, 0.99158, 0.999732, 0.995644
7.49584, 34.7237, 0.404616, 1.43526, 0.4, -5.00362e-05, 0.999361, 0.991584, 0.999734, 0.995647
7.50084, 34.7191, 0.404502, 1.43527, 0.4, -5.26883e-05, 0.999366, 0.991588, 0.999737, 0.995651
7.50584, 34.7142, 0.404384, 1.43528, 0.4, -5.5272e-05, 0.999372, 0.991592, 0.99974, 0.995654
7.51084, 34.7091, 0.404262, 1.43529, 0.4, -5.77848e-05, 0.999378, 0.991596, 0.999742, 0.995658
7.51584, 34.7038, 0.404138, 1.43531, 0.4, -6.02253e-05, 0.999383, 0.991601, 0.999745, 0.995661
7.52084, 34.6983, 0.40401, 1.43533, 0.4, -6.25913e-05, 0.999389, 0.991605, 0.999748, 0.995665
7.52584, 34.6925, 0.403879, 1.43534, 0.4, -6.48813e-05, 0.999395, 0.991609, 0.99975, 0.995668
7.53084, 34.6866, 0.403746, 1.43536, 0.4, -6.70935e-05, 0.999401, 0.991614, 0.999753, 0.995672
7.53584, 34.6804, 0.403609, 1.43538, 0.4, -6.92263e-05, 0.999407, 0.991619, 0.999756, 0.995676
7.54084, 34.6741, 0.403471, 1.4354, 0.4, -7.12782e-05, 0.999413, 0.991623, 0.999759, 0.995679
7.54584, 34.6676, 0.403329, 1.43542, 0.4, -7.32481e-05, 0.99942, 0.991628, 0.999762, 0.995683
7.55084, 34.6609, 0.403186, 1.43545, 0.4, -7.51343e-05, 0.999426, 0.991633, 0.999765, 0.995687
7.55584, 34.6541, 0.403041, 1.43547, 0.4, -7.69359e-05, 0.999432, 0.991637, 0.999768, 0.995691
7.56084, 34.6471, 0.402894, 1.43549, 0.4, -7.86516e-05, 0.999438, 0.991642, 0.999771, 0.995695
7.56584, 34.6399, 0.402745, 1.43552, 0.4, -8.02803e-05, 0.999445, 0.991647, 0.999774, 0.995698
7.57084, 34.6326, 0.402595, 1.43555, 0.4, -8.18214e-05, 0.999451, 0.991652, 0.999777, 0.995702
7.57584, 34.6252, 0.402443, 1.43557, 0.4, -8.32738e-05, 0.999458, 0.991657, 0.99978, 0.995706
7.58084, 34.6176, 0.40229, 1.4356, 0.4, -8.46366e-05, 0.999464, 0.991661, 0.999783, 0.99571
7.58584, 34.61, 0.402136, 1.43563, 0.4, -8.59095e-05, 0.99947, 0.991666, 0.999786, 0.995714
7.59084, 34.6022, 0.401981, 1.43566, 0.4, -8.70919e-05, 0.999477, 0.991671, 0.999789, 0.995718
7.59584, 34.5943, 0.401825, 1.43569, 0.4, -8.81831e-05, 0.999483, 0.991676, 0.999792, 0.995722
7.60084, 34.5863, 0.401669, 1.43572, 0.4, -8.91827e-05, 0.99949, 0.991681, 0.999795, 0.995726
7.60584, 34.5782, 0.401512, 1.43575, 0.4, -9.00908e-05, 0.999496, 0.991686, 0.999798, 0.99573
7.61084, 34.5701, 0.401355, 1.43578, 0.4, -9.09068e-05, 0.999502, 0.991691, 0.999801, 0.995733
7.61584, 34.5619, 0.401197, 1.43582, 0.4, -9.16307e-05, 0.999509, 0.991696, 0.999804, 0.995737
7.62084, 34.5536, 0.40104, 1.43585, 0.4, -9.22626e-05, 0.999515, 0.9917, 0.999806, 0.995741
7.62584, 34.5452, 0.400883, 1.43588, 0.4, -9.28026e-05, 0.999521, 0.991705, 0.999809, 0.995745
7.63084, 34.5369, 0.400726, 1.43591, 0.4, -9.32507e-05, 0.999528, 0.99171, 0.999812, 0.995749
7.63584, 34.5285, 0.40057, 1.43595, 0.4, -9.36073e-05, 0.999534, 0.991715, 0.999815, 0.995753
7.64084, 34.52, 0.400414, 1.43598, 0.4, -9.38728e-05, 0.99954, 0.991719, 0.999818, 0.995756
7.64584, 34.5116, 0.40026, 1.43602, 0.4, -9.40474e-05, 0.999546, 0.991724, 0.999821, 0.99576
7.65084, 34.5031, 0.400106, 1.43605, 0.4, -9.41318e-05, 0.999552, 0.991729, 0.999824, 0.995764
7.65584, 34.4946, 0.399953, 1.43609, 0.4, -9.41266e-05, 0.999558, 0.991733, 0.999826, 0.995767
7.66084, 34.4861, 0.399801, 1.43612, 0.4, -9.40324e-05, 0.999564, 0.991738, 0.999829, 0.995771
7.66584, 34.4777, 0.399651, 1.43616, 0.4, -9.38498e-05, 0.99957, 0.991742, 0.999832, 0.995774
7.67084, 34.4692, 0.399502, 1.43619, 0.4, -9.35801e-05, 0.999576, 0.991746, 0.999835, 0.995778
7.67584, 34.4608, 0.399355, 1.43623, 0.4, -9.32238e-05, 0.999582, 0.991751, 0.999837, 0.995781
7.68084, 34.4525, 0.399209, 1.43626, 0.4, -9.27822e-05, 0.999587, 0.991755, 0.99984, 0.995785
7.68584, 34.4441, 0.399066, 1.4363, 0.4, -9.22563e-05, 0.999593, 0.991759, 0.999842, 0.995788
7.69084, 34.4358, 0.398924, 1.43633, 0.4, -9.16471e-05, 0.999598, 0.991764, 0.999845, 0.995791
7.69584, 34.4276, 0.398785, 1.43637, 0.4, -9.09559e-05, 0.999604, 0.991768, 0.999848, 0.995795
7.70084, 34.4195, 0.398648, 1.4364, 0.4, -9.01842e-05, 0.999609, 0.991772, 0.99985, 0.995798
7.70584, 34.4114, 0.398513, 1.43643, 0.4, -8.93331e-05, 0.999614, 0.991776, 0.999852, 0.995801
7.71084, 34.4034, 0.39838, 1.43647, 0.4, -8.84043e-05, 0.999619, 0.991779, 0.999855, 0.995804
7.71584, 34.3955, 0.398251, 1.4365, 0.4, -8.73989e-05, 0.999624, 0.991783, 0.999857, 0.995807
7.72084, 34.3876, 0.398124, 1.43654, 0.4, -8.63189e-05, 0.999629, 0.991787, 0.999859, 0.99581
7.72584, 34.3799, 0.397999, 1.43657, 0.4, -8.51656e-05, 0.999634, 0.991791, 0.999861, 0.995813
7.73084, 34.3723, 0.397878, 1.4366, 0.4, -8.39409e-05, 0.999639, 0.991794, 0.999864, 0.995816
7.73584, 34.3648, 0.397759, 1.43664, 0.4, -8.26464e-05, 0.999644, 0.991798, 0.999866, 0.995818
7.74084, 34.3574, 0.397644, 1.43667, 0.4, -8.12838e-05, 0.999648, 0.991801, 0.999868, 0.995821
7.74584, 34.3502, 0.397532, 1.4367, 0.4, -7.98553e-05, 0.999652, 0.991804, 0.99987, 0.995824
7.75084, 34.3431, 0.397423, 1.43673, 0.4, -7.83625e-05, 0.999657, 0.991807, 0.999872, 0.995826
7.75584, 34.3361, 0.397318, 1.43676, 0.4, -7.68075e-05, 0.999661, 0.99181, 0.999874, 0.995829
7.76084, 34.3292, 0.397216, 1.43679, 0.4, -7.51921e-05, 0.999665, 0.991813, 0.999875, 0.995831
7.76584, 34.3225, 0.397117, 1.43682, 0.4, -7.35186e-05, 0.999669, 0.991816, 0.999877, 0.995833
7.77084, 34.316, 0.397022, 1.43685, 0.4, -7.17889e-05, 0.999672, 0.991819, 0.999879, 0.995836
7.77584, 34.3096, 0.396931, 1.43688, 0.4, -7.00053e-05, 0.999676, 0.991822, 0.99988, 0.995838
7.78084, 34.3034, 0.396843, 1.4369, 0.4, -6.81696e-05, 0.99968, 0.991824, 0.999882, 0.99584
7.78584, 34.2973, 0.396759, 1.43693, 0.4, -6.62844e-05, 0.999683, 0.991827, 0.999883, 0.995842
7.79084, 34.2915, 0.396679, 1.43696, 0.4, -6.43514e-05, 0.999686, 0.991829, 0.999885, 0.995844
7.79585, 34.2858, 0.396603, 1.43698, 0.4, -6.23733e-05, 0.999689, 0.991831, 0.999886, 0.995845
7.80085, 34.2802, 0.39653, 1.43701, 0.4, -6.03522e-05, 0.999692, 0.991834, 0.999888, 0.995847
7.80585, 34.2749, 0.396462, 1.43703, 0.4, -5.82905e-05, 0.999695, 0.991836, 0.999889, 0.995849
7.81085, 34.2697, 0.396397, 1.43705, 0.4, -5.61906e-05, 0.999698, 0.991838, 0.99989, 0.99585
7.81585, 34.2648, 0.396337, 1.43708, 0.4, -5.40545e-05, 0.9997, 0.991839, 0.999891, 0.995852
7.82085, 34.26, 0.39628, 1.4371, 0.4, -5.18848e-05, 0.999703, 0.991841, 0.999892, 0.995853
7.82585, 34.2554, 0.396228, 1.43712, 0.4, -4.96837e-05, 0.999705, 0.991843, 0.999893, 0.995854
7.83085, 34.2511, 0.39618, 1.43714, 0.4, -4.74538e-05, 0.999707, 0.991844, 0.999894, 0.995856
7.83585, 34.2469, 0.396136, 1.43715, 0.4, -4.51974e-05, 0.999709, 0.991846, 0.999895, 0.995857
7.84085, 34.2429, 0.396096, 1.43717, 0.4, -4.2917e-05, 0.999711, 0.991847, 0.999896, 0.995858
7.84585, 34.2392, 0.39606, 1.43719, 0.4, -4.06149e-05, 0.999713, 0.991848, 0.999897, 0.995859
7.85085, 34.2356, 0.396028, 1.43721, 0.4, -3.82935e-05, 0.999715, 0.991849, 0.999897, 0.99586
7.85585, 34.2323, 0.396, 1.43722, 0.4, -3.59554e-05, 0.999716, 0.99185, 0.999898, 0.995861
7.86085, 34.2291, 0.395976, 1.43723, 0.4, -3.36027e-05, 0.999718, 0.991851, 0.999899, 0.995861
7.86585, 34.2262, 0.395957, 1.43725, 0.4, -3.12379e-05, 0.999719, 0.991852, 0.999899, 0.995862
7.87085, 34.2235, 0.395941, 1.43726, 0.4, -2.88635e-05, 0.99972, 0.991853, 0.999899, 0.995863
7.87585, 34.221, 0.39593, 1.43727, 0.4, -2.64818e-05, 0.999721, 0.991853, 0.9999, 0.995863
7.88085, 34.2187, 0.395923, 1.43728, 0.4, -2.40953e-05, 0.999722, 0.991854, 0.9999, 0.995863
7.88585, 34.2167, 0.39592, 1.43729, 0.4, -2.17064e-05, 0.999723, 0.991854, 0.9999, 0.995864
7.89085, 34.2148, 0.39592, 1.4373, 0.4, -1.93173e-05, 0.999723, 0.991855, 0.999901, 0.995864
7.89585, 34.2132, 0.395925, 1.4373, 0.4, -1.69303e-05, 0.999724, 0.991855, 0.999901, 0.995864
7.90085, 34.2118, 0.395934, 1.43731, 0.4, -1.45478e-05, 0.999724, 0.991855, 0.999901, 0.995864
7.90585, 34.2106, 0.395946, 1.43731, 0.4, -1.2172e-05, 0.999725, 0.991855, 0.999901, 0.995864
7.91085, 34.2096, 0.395963, 1.43732, 0.4, -9.80525e-06, 0.999725, 0.991855, 0.999901, 0.995864
7.91585, 34.2088, 0.395983, 1.43732, 0.4, -7.44993e-06, 0.999725, 0.991855, 0.999901, 0.995864
7.92085, 34.2083, 0.396007, 1.43732, 0.4, -5.10798e-06, 0.999725, 0.991854, 0.999901, 0.995864
7.92585, 34.2079, 0.396035, 1.43732, 0.4, -2.78167e-06, 0.999725, 0.991854, 0.999901, 0.995864
7.93085, 34.2078, 0.396066, 1.43732, 0.4, -4.73284e-07, 0.999724, 0.991854, 0.9999, 0.995863
7.93585, 34.2078, 0.396101, 1.43732, 0.4, 1.81527e-06, 0.999724, 0.991853, 0.9999, 0.995863
7.94085, 34.2081, 0.39614, 1.43732, 0.4, 4.08177e-06, 0.999723, 0.991853, 0.9999, 0.995863
7.94585, 34.2086, 0.396182, 1.43732, 0.4, 6.3244e-06, 0.999723, 0.991852, 0.999899, 0.995862
7.95085, 34.2092, 0.396227, 1.43731, 0.4, 8.54079e-06, 0.999722, 0.991851, 0.999899, 0.995861
7.95585, 34.2101, 0.396276, 1.43731, 0.4, 1.07292e-05, 0.999721, 0.99185, 0.999898, 0.995861
7.96085, 34.2112, 0.396327, 1.4373, 0.4, 1.28878e-05, 0.99972, 0.991849, 0.999898, 0.99586
7.96585, 34.2124, 0.396383, 1.4373, 0.4, 1.50146e-05, 0.999719, 0.991848, 0.999897, 0.995859
7.97085, 34.2139, 0.396441, 1.43729, 0.4, 1.71077e-05, 0.999718, 0.991847, 0.999897, 0.995858
7.97585, 34.2155, 0.396502, 1.43728, 0.4, 1.91655e-05, 0.999717, 0.991846, 0.999896, 0.995858
7.98085, 34.2173, 0.396566, 1.43727, 0.4, 2.11862e-05, 0.999716, 0.991845, 0.999895, 0.995857
7.98585, 34.2193, 0.396633, 1.43726, 0.4, 2.3168e-05, 0.999715, 0.991844, 0.999895, 0.995856
7.99085, 34.2215, 0.396703, 1.43725, 0.4, 2.51095e-05, 0.999713, 0.991842, 0.999894, 0.995855
7.99585, 34.2239, 0.396775, 1.43723, 0.4, 2.70089e-05, 0.999712, 0.991841, 0.999893, 0.995854
8.00085, 34.2264, 0.39685, 1.43722, 0.4, 2.88647e-05, 0.99971, 0.991839, 0.999892, 0.995852
8.00585, 34.229, 0.396928, 1.43721, 0.4, 3.06755e-05, 0.999708, 0.991838, 0.999891, 0.995851
8.01085, 34.2319, 0.397008, 1.43719, 0.4, 3.244e-05, 0.999707, 0.991836, 0.99989, 0.99585
8.01585, 34.2349, 0.39709, 1.43718, 0.4, 3.41566e-05, 0.999705, 0.991835, 0.999889, 0.995849
8.02085, 34.238, 0.397174, 1.43716, 0.4, 3.58243e-05, 0.999703, 0.991833, 0.999888, 0.995847
8.02585, 34.2413, 0.397261, 1.43714, 0.4, 3.74415e-05, 0.999701, 0.991831, 0.999887, 0.995846
8.03085, 34.2448, 0.397349, 1.43713, 0.4, 3.90073e-05, 0.999699, 0.99183, 0.999886, 0.995845
8.03585, 34.2484, 0.39744, 1.43711, 0.4, 4.05204e-05, 0.999697, 0.991828, 0.999885, 0.995843
8.04085, 34.2521, 0.397532, 1.43709, 0.4, 4.19797e-05, 0.999695, 0.991826, 0.999884, 0.995842
8.04585, 34.2559, 0.397626, 1.43707, 0.4, 4.33845e-05, 0.999693, 0.991824, 0.999883, 0.995841
8.05085, 34.2599, 0.397721, 1.43705, 0.4, 4.47336e-05, 0.999691, 0.991822, 0.999882, 0.995839
8.05585, 34.264, 0.397818, 1.43702, 0.4, 4.60262e-05, 0.999689, 0.99182, 0.999881, 0.995838
8.06085, 34.2682, 0.397917, 1.437, 0.4, 4.72613e-05, 0.999687, 0.991818, 0.99988, 0.995836
8.06585, 34.2725, 0.398016, 1.43698, 0.4, 4.84384e-05, 0.999685, 0.991816, 0.999879, 0.995835
