Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,pSS2B.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.24,34.4037,0.4,0.4000000059604645,-3.2796105e-10,-2.0597832e-09,1.0,0.99199355,1.0,0.9959842
0.242,34.4037,0.4,0.4000000059604645,-3.2852426e-10,-1.9436552e-09,1.0,0.99199355,1.0,0.9959842
0.244,34.4037,0.4,0.4000000059604645,-3.2908745e-10,-1.8275271e-09,1.0,0.99199355,1.0,0.9959842
0.246,34.4037,0.4,0.4000000059604645,-3.2965067e-10,-1.7113991e-09,1.0,0.99199355,1.0,0.9959842
0.248,34.403698,0.4,0.4000000059604645,-3.3021388e-10,-1.595271e-09,1.0,0.99199355,1.0,0.9959842
0.25,34.403698,0.4,0.4000000059604645,-3.307771e-10,-1.4791429e-09,1.0,0.99199355,1.0,0.9959842
0.252,34.403698,0.4,0.4000000059604645,-3.3134032e-10,-1.3630149e-09,1.0,0.99199355,1.0,0.9959842
0.254,34.403698,0.4,0.4000000059604645,-3.319035e-10,-1.2468868e-09,1.0,0.99199355,1.0,0.9959842
0.256,34.403698,0.4,0.4000000059604645,-3.3246672e-10,-1.1307588e-09,1.0,0.99199355,1.0,0.9959842
0.258,34.403698,0.4,0.4000000059604645,-3.3302994e-10,-1.0146307e-09,1.0,0.99199355,1.0,0.9959842
0.26,34.403698,0.4,0.4000000059604645,-3.3359315e-10,-8.9850266e-10,1.0,0.99199355,1.0,0.9959842
0.262,34.403698,0.4,0.4000000059604645,-3.3415637e-10,-7.823746e-10,1.0,0.99199355,1.0,0.9959842
0.264,34.403698,0.4,0.4000000059604645,-3.3294148e-10,-7.481284e-10,1.0,0.99199355,1.0,0.9959842
0.266,34.403698,0.4,0.4000000059604645,-3.315907e-10,-7.2013945e-10,1.0,0.99199355,1.0,0.9959842
0.268,34.403698,0.4,0.4000000059604645,-3.3023992e-10,-6.9215056e-10,1.0,0.99199355,1.0,0.9959842
0.27,34.403698,0.4,0.4000000059604645,-3.2888917e-10,-6.641616e-10,1.0,0.99199355,1.0,0.9959842
0.272,34.403698,0.4,0.4000000059604645,-3.2753839e-10,-6.3617267e-10,1.0,0.99199355,1.0,0.9959842
0.274,34.403698,0.4,0.4000000059604645,-3.261876e-10,-6.081838e-10,1.0,0.99199355,1.0,0.9959842
0.276,34.403698,0.4,0.4000000059604645,-3.2483685e-10,-5.8019484e-10,1.0,0.99199355,1.0,0.9959842
0.278,34.403698,0.4,0.4000000059604645,-3.2348607e-10,-5.5220595e-10,1.0,0.99199355,1.0,0.9959842
0.28,34.403698,0.4,0.4000000059604645,-3.221353e-10,-5.24217e-10,1.0,0.99199355,1.0,0.9959842
0.282,34.403698,0.4,0.4000000059604645,-3.2078454e-10,-4.962281e-10,1.0,0.99199355,1.0,0.9959842
0.284,34.403698,0.4,0.4000000059604645,-3.1943376e-10,-4.6823917e-10,1.0,0.99199355,1.0,0.9959842
0.286,34.403698,0.4,0.4000000059604645,-3.1808298e-10,-4.4025025e-10,1.0,0.99199355,1.0,0.9959842
0.288,34.403698,0.4,0.4000000059604645,-3.1673222e-10,-4.1226134e-10,1.0,0.99199355,1.0,0.9959842
0.29,34.403698,0.4,0.4000000059604645,-3.1538144e-10,-3.8427242e-10,1.0,0.99199355,1.0,0.9959842
0.292,34.403698,0.4,0.4000000059604645,-3.1403066e-10,-3.562835e-10,1.0,0.99199355,1.0,0.9959842
0.294,34.403698,0.4,0.4000000059604645,-3.126799e-10,-3.2829459e-10,1.0,0.99199355,1.0,0.9959842
0.296,34.403698,0.4,0.4000000059604645,-3.1132913e-10,-3.0030567e-10,1.0,0.99199355,1.0,0.9959842
0.298,34.403698,0.4,0.4000000059604645,-3.0997835e-10,-2.7231675e-10,1.0,0.99199355,1.0,0.9959842
0.3,34.403698,0.4,0.4000000059604645,-3.086276e-10,-2.4432784e-10,1.0,0.99199355,1.0,0.9959842
0.302,34.403698,0.4,0.4000000059604645,-3.0727682e-10,-2.1633892e-10,1.0,0.99199355,1.0,0.9959842
0.304,34.403698,0.4,0.4000000059604645,-3.0592606e-10,-1.8834999e-10,1.0,0.99199355,1.0,0.9959842
0.306,34.403698,0.4,0.4000000059604645,-3.0457528e-10,-1.6036107e-10,1.0,0.99199355,1.0,0.9959842
0.308,34.403698,0.4,0.4000000059604645,-3.032245e-10,-1.3237215e-10,1.0,0.99199355,1.0,0.9959842
0.31,34.403698,0.4,0.4000000059604645,-3.0187375e-10,-1.0438324e-10,1.0,0.99199355,1.0,0.9959842
0.312,34.403698,0.4,0.4000000059604645,-3.0052297e-10,-7.639432e-11,1.0,0.99199355,1.0,0.9959842
0.314,34.403698,0.4,0.4000000059604645,-2.991722e-10,-4.84054e-11,1.0,0.99199355,1.0,0.9959842
0.316,34.403698,0.4,0.4000000059604645,-2.9782143e-10,-2.0416483e-11,1.0,0.99199355,1.0,0.9959842
0.318,34.403698,0.4,0.4000000059604645,-2.9647065e-10,7.572437e-12,1.0,0.99199355,1.0,0.9959842
0.32,34.403698,0.4,0.4000000059604645,-2.9511987e-10,3.5561356e-11,1.0,0.99199355,1.0,0.9959842
0.322,34.403698,0.4,0.4000000059604645,-2.9376912e-10,6.3550276e-11,1.0,0.99199355,1.0,0.9959842
0.324,34.403698,0.4,0.4000000059604645,-2.9241834e-10,9.153919e-11,1.0,0.99199355,1.0,0.9959842
0.326,34.403698,0.4,0.4000000059604645,-2.9106756e-10,1.1952811e-10,1.0,0.99199355,1.0,0.9959842
0.328,34.403698,0.4,0.4000000059604645,-2.897168e-10,1.4751703e-10,1.0,0.99199355,1.0,0.9959842
0.33,34.403698,0.4,0.4000000059604645,-2.8836603e-10,1.7550594e-10,1.0,0.99199355,1.0,0.9959842
0.332,34.403698,0.4,0.4000000059604645,-2.8701524e-10,2.0349487e-10,1.0,0.99199355,1.0,0.9959842
0.334,34.403698,0.4,0.4000000059604645,-2.856645e-10,2.3148379e-10,1.0,0.99199355,1.0,0.9959842
0.336,34.403698,0.4,0.4000000059604645,-2.843137e-10,2.594727e-10,1.0,0.99199355,1.0,0.9959842
0.338,34.403698,0.4,0.4000000059604645,-2.8296293e-10,2.874616e-10,1.0,0.99199355,1.0,0.9959842
0.34,34.403698,0.4,0.4000000059604645,-2.8161218e-10,3.1545055e-10,1.0,0.99199355,1.0,0.9959842
0.342,34.403698,0.4,0.4000000059604645,-2.802614e-10,3.4343947e-10,1.0,0.99199355,1.0,0.9959842
0.344,34.403698,0.4,0.4000000059604645,-2.7891064e-10,3.714284e-10,1.0,0.99199355,1.0,0.9959842
0.346,34.403698,0.4,0.4000000059604645,-2.7755986e-10,3.994173e-10,1.0,0.99199355,1.0,0.9959842
0.348,34.403698,0.4,0.4000000059604645,-2.7620908e-10,4.2740622e-10,1.0,0.99199355,1.0,0.9959842
0.35,34.403698,0.4,0.4000000059604645,-2.7485833e-10,4.5539514e-10,1.0,0.99199355,1.0,0.9959842
0.352,34.403698,0.4,0.4000000059604645,-2.7350755e-10,4.8338406e-10,1.0,0.99199355,1.0,0.9959842
0.354,34.403698,0.4,0.4000000059604645,-2.7215677e-10,5.11373e-10,1.0,0.99199355,1.0,0.9959842
